Index,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z
0,"-0,029","0,081","0,044","0,028","0,210","0,300","0,197","0,051","0,041","0,064","-0,240","0,015","-0,388","-0,343","0,310","-0,751","0,144","-0,065","0,182","-0,191","-0,094"
1,"-0,071","0,134","0,163","-0,097","0,140","0,257","0,110","-0,016","-0,062","-0,187","-0,188","-0,019","-0,770","-0,415","0,556","-0,631","0,158","-0,086","0,114","-0,076","-0,026"
2,"0,143","-0,007","-0,013","0,082","0,189","0,177","0,169","-0,010","-0,078","-0,088","-0,445","-0,163","-1,407","-0,908","1,099","-0,772","0,254","-0,112","0,116","-0,212","-0,014"
3,"0,162","0,044","0,096","0,011","-0,022","0,031","0,184","0,153","-0,197","-0,169","-0,287","-0,088","-2,428","-1,353","1,694","-0,796","0,445","-0,127","-0,003","-0,298","-0,042"
4,"0,072","0,026","-0,084","-0,178","-0,100","-0,069","0,110","-0,016","-0,062","-0,287","-0,297","0,004","-3,655","-1,895","2,576","-0,803","0,420","-0,182","-0,074","-0,287","0,089"
5,"0,002","0,003","-0,129","-0,242","-0,050","-0,136","0,008","-0,046","-0,210","-0,106","-0,163","-0,033","-5,113","-2,509","3,320","-0,621","0,619","-0,429","0,053","-0,265","0,014"
6,"0,102","0,003","-0,282","-0,178","-0,100","-0,069","-0,184","-0,025","-0,207","-0,278","-0,163","0,030","-5,813","-2,004","2,834","-0,736","0,525","-0,440","-0,089","-0,294","0,308"
7,"-0,038","-0,042","-0,373","-0,242","-0,110","-0,126","-0,184","-0,025","-0,207","-0,073","-0,334","0,114","-2,507","3,064","-4,021","-0,333","0,524","-0,625","-0,127","0,505","0,673"
8,"0,075","-0,128","-0,421","0,305","-0,175","-0,146","-0,295","0,013","-0,138","0,082","0,178","-0,691","0,287","12,072","-3,828","-0,038","0,638","-0,646","0,178","0,059","-0,967"
9,"0,096","-0,133","-0,287","0,606","-0,188","-0,223","-0,195","0,060","-0,217","-0,097","0,122","-0,766","2,118","9,750","4,713","-0,122","0,563","-0,467","0,023","-0,564","-2,103"
10,"0,077","-0,183","-0,396","0,667","-0,189","-0,226","-0,108","0,126","-0,114","0,607","-0,492","-0,452","1,174","3,189","12,442","-0,143","0,489","-0,633","-0,068","-0,581","-1,669"
11,"0,086","-0,158","-0,341","0,116","-0,314","-0,235","-0,059","0,017","0,024","0,445","-0,693","0,336","0,616","-0,425","9,773","-0,280","0,691","-0,572","0,155","0,460","0,149"
12,"0,126","-0,113","-0,097","-0,188","-0,311","-0,219","0,058","0,028","-0,009","-0,391","0,243","-0,153","-0,789","2,992","7,594","-0,522","0,559","-0,616","0,112","0,728","0,698"
13,"0,030","-0,224","0,107","-0,300","-0,280","-0,032","0,116","0,033","-0,025","-0,928","0,989","-0,073","-0,368","4,201","7,633","-0,386","0,283","-0,376","0,061","-0,005","-0,146"
14,"0,132","0,066","0,295","-0,060","-0,232","-0,116","0,180","0,087","-0,006","-0,220","0,532","0,017","-0,276","-0,572","12,224","-0,663","0,323","-0,157","-0,017","-0,254","0,145"
15,"0,150","0,172","0,379","0,234","-0,085","-0,343","0,116","0,033","-0,025","0,721","-0,501","0,673","-1,970","-3,689","13,502","-0,807","0,242","0,033","-0,166","0,177","1,303"
16,"0,070","0,124","0,279","0,417","-0,087","-0,353","0,005","0,071","0,044","0,370","-0,558","0,662","0,116","0,488","7,831","-0,705","0,028","0,116","-0,154","0,238","1,985"
17,"0,062","0,001","-0,138","0,552","0,013","-0,130","-0,017","0,059","-0,039","0,401","-0,002","0,518","0,055","1,315","6,408","-0,523","-0,032","0,052","-0,293","-0,168","1,435"
18,"-0,118","0,008","-0,110","0,258","-0,014","0,077","-0,006","-0,026","-0,029","0,734","-0,029","0,537","1,523","0,930","5,253","-0,586","0,115","-0,207","-0,076","-0,902","0,253"
19,"-0,017","-0,047","-0,238","-0,209","-0,008","0,474","0,004","-0,111","-0,019","0,913","-0,338","0,490","6,049","3,042","1,692","-0,694","0,489","-0,227","-0,101","-1,430","-0,141"
20,"0,015","-0,083","-0,024","-0,266","-0,118","0,558","0,213","0,014","0,087","0,658","-0,808","0,558","8,743","5,545","-3,568","-0,993","0,455","-0,174","-0,068","-1,153","0,194"
21,"-0,067","0,023","0,214","0,214","-0,263","0,432","0,219","0,063","0,123","0,198","-0,924","0,604","10,143","9,758","-8,137","-0,975","0,609","0,024","0,098","-1,023","0,414"
22,"-0,145","-0,081","0,139","0,333","-0,214","0,355","0,197","0,051","0,041","-0,489","-0,488","0,333","10,940","12,540","-10,692","-0,649","0,373","-0,046","0,177","-0,910","0,135"
