Index,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z
0,"90,614","15,403","8,132","0,427","-5,048","0,019","70,943","15,279","0,826","86,967","29,115","-11,421","65,708","1,762","-4,378","67,250","-7,544","8,296","100,298","4,047","1,599"
1,"90,909","15,462","8,039","0,427","-5,076","0,019","70,637","15,333","1,019","86,736","29,224","-11,392","65,648","1,777","-4,401","67,148","-7,362","8,180","100,290","4,052","1,604"
2,"91,057","15,606","8,099","0,427","-5,076","0,019","70,662","15,530","1,051","86,788","29,258","-11,496","65,732","1,739","-4,383","67,148","-7,362","8,180","100,379","3,974","1,610"
3,"91,021","15,685","8,279","0,385","-5,048","0,017","70,522","15,439","1,038","86,388","29,209","-11,463","65,754","1,724","-4,359","67,177","-7,551","8,294","100,090","3,985","1,599"
4,"91,065","15,732","8,297","0,386","-5,058","0,017","70,545","15,415","1,087","86,654","29,316","-11,806","65,834","1,452","-4,198","67,179","-7,555","8,304","100,207","3,830","1,808"
5,"90,754","15,751","8,364","0,301","-4,922","0,013","70,595","15,422","1,032","86,348","29,212","-11,510","65,793","1,492","-4,135","66,822","-7,630","8,217","100,086","4,056","1,781"
6,"90,973","15,750","8,388","0,301","-5,048","0,013","70,683","15,467","1,009","86,892","29,409","-11,875","65,796","1,544","-4,250","67,054","-7,672","8,363","100,127","3,896","1,733"
7,"90,807","15,661","8,358","0,301","-5,045","0,013","70,817","15,493","0,927","86,777","29,433","-11,897","65,807","1,560","-4,260","66,904","-7,688","8,348","100,018","3,884","1,707"
8,"90,845","15,654","8,364","0,343","-5,059","0,015","70,854","15,498","0,927","86,967","29,506","-12,014","65,817","1,566","-4,272","66,948","-7,691","8,362","100,007","3,844","1,696"
9,"90,832","15,670","8,392","0,301","-5,059","0,013","70,864","15,381","0,977","86,795","29,472","-11,916","65,820","1,722","-4,374","66,895","-7,723","8,379","100,029","3,811","1,534"
10,"91,181","15,822","8,503","0,152","-5,368","0,016","70,949","15,372","1,028","86,560","29,075","-11,311","65,459","1,941","-4,787","66,833","-7,999","8,966","99,821","3,972","1,634"
11,"90,834","15,950","8,528","0,250","-5,039","0,016","70,976","15,286","1,146","86,192","28,823","-10,946","65,798","1,760","-4,490","66,660","-7,804","8,462","100,156","4,261","1,824"
12,"91,368","15,929","8,584","0,231","-4,694","0,015","71,041","15,374","1,069","85,812","28,997","-11,252","66,009","1,640","-4,299","66,829","-7,615","8,049","100,145","3,997","1,634"
13,"91,178","16,085","8,644","0,068","-4,993","0,014","70,970","15,299","1,139","85,996","29,229","-11,572","65,876","1,624","-4,264","66,796","-7,872","8,611","99,975","4,083","1,682"
14,"90,835","15,897","8,529","0,310","-5,224","0,014","70,405","15,036","1,256","86,019","29,203","-11,508","65,986","1,817","-4,745","67,040","-7,808","8,505","99,817","4,136","1,709"
15,"90,668","15,287","8,239","0,007","-5,046","0,014","70,580","15,103","1,234","86,131","29,481","-11,908","65,550","1,643","-4,296","66,650","-7,633","8,002","99,904","4,180","1,737"
16,"90,723","15,290","8,252","-0,134","-5,353","0,016","70,584","15,259","1,045","85,863","29,344","-11,729","65,218","1,873","-4,747","66,383","-7,884","8,492","99,399","3,933","1,565"
17,"90,708","15,499","8,353","0,036","-5,051","0,019","70,442","15,299","0,948","86,039","29,130","-11,356","65,148","1,674","-4,328","66,762","-7,767","8,283","99,469","4,139","1,706"
18,"90,771","15,819","8,508","-0,190","-5,305","0,021","70,343","15,289","0,943","85,730","29,377","-11,758","65,080","1,895","-4,817","66,806","-7,917","8,604","99,365","3,727","1,423"
19,"90,784","15,993","8,594","-0,222","-4,957","0,026","70,322","15,030","1,268","86,211","29,453","-11,788","65,272","1,676","-4,414","66,465","-7,812","8,249","99,893","3,910","1,543"
20,"91,044","15,754","8,518","0,113","-4,874","0,028","70,825","15,000","1,497","85,696","29,540","-11,958","65,841","1,542","-4,279","66,754","-7,622","7,847","99,844","3,934","1,556"
21,"90,555","15,965","8,577","0,278","-5,167","0,031","70,529","15,176","1,166","85,904","29,382","-11,662","65,774","1,601","-4,435","66,777","-7,839","8,312","99,711","4,315","1,808"
