Index,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z
0,"-15,861","11,481","-0,105","6,380","-4,236","0,236","61,654","11,818","-3,575","69,267","19,701","-6,973","-20,418","11,919","3,607","-19,212","-11,302","-3,288","-9,762","-3,682","0,173"
1,"-16,059","11,106","-0,086","6,823","-4,232","0,252","61,709","11,947","-3,620","69,669","19,995","-7,324","-20,332","11,888","3,635","-19,018","-10,902","-3,214","-9,558","-4,051","0,083"
2,"-16,296","11,053","-0,097","7,003","-4,231","0,259","61,783","12,110","-3,708","69,669","19,995","-7,324","-20,305","11,424","3,538","-19,073","-10,842","-3,226","-9,740","-3,582","0,126"
3,"-16,097","10,630","-0,117","6,818","-4,229","0,252","61,859","12,181","-3,979","69,738","19,988","-7,335","-20,323","11,448","3,526","-19,043","-10,821","-3,198","-9,588","-3,603","0,115"
4,"-16,099","10,798","-0,100","6,818","-4,229","0,252","61,841","12,229","-3,889","69,763","19,996","-7,343","-20,342","11,452","3,530","-19,042","-10,794","-3,192","-9,606","-3,608","0,116"
5,"-16,037","10,804","-0,100","6,810","-4,098","0,244","61,768","12,162","-3,854","69,700","20,140","-7,396","-20,320","11,328","3,473","-18,937","-10,683","-3,129","-9,618","-3,576","0,122"
6,"-16,037","10,817","-0,099","6,810","-4,154","0,247","61,765","12,154","-3,842","69,700","20,140","-7,396","-20,551","11,358","3,523","-18,941","-10,734","-3,151","-9,841","-3,566","0,138"
7,"-16,116","10,809","-0,115","6,768","-4,099","0,242","61,688","12,161","-3,863","69,467","20,268","-7,447","-20,364","11,394","3,491","-18,966","-10,697","-3,132","-9,834","-3,614","0,144"
8,"-16,146","10,813","-0,118","6,768","-4,099","0,242","61,688","12,161","-3,863","69,483","20,106","-7,365","-20,364","11,394","3,491","-18,997","-10,700","-3,137","-9,830","-3,613","0,143"
9,"-16,188","10,661","-0,141","6,644","-4,100","0,238","61,704","12,201","-3,994","69,457","20,094","-7,371","-20,486","11,497","3,520","-19,110","-10,727","-3,147","-9,902","-3,720","0,145"
