Index,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
0,"0,974","-0,210","0,084","0,000","0,996","-0,084","0,029","0,000","0,937","0,317","0,143","0,000","0,919","0,310","-0,243","0,000","0,834","0,537","-0,130","0,000","0,831","0,545","0,108","0,000","0,963","-0,268","-0,032","0,000"
1,"0,974","-0,212","0,084","0,000","0,996","-0,085","0,029","0,000","0,938","0,316","0,144","0,000","0,919","0,310","-0,243","0,000","0,835","0,534","-0,131","0,000","0,831","0,545","0,108","0,000","0,962","-0,270","-0,032","0,000"
2,"0,974","-0,212","0,084","0,000","0,996","-0,085","0,031","0,000","0,938","0,316","0,145","0,000","0,919","0,310","-0,243","0,000","0,835","0,534","-0,131","0,000","0,831","0,545","0,109","0,000","0,962","-0,271","-0,032","0,000"
3,"0,974","-0,212","0,082","0,000","0,996","-0,084","0,031","0,000","0,938","0,316","0,145","0,000","0,919","0,310","-0,243","0,000","0,836","0,532","-0,134","0,000","0,831","0,546","0,108","0,000","0,962","-0,271","-0,032","0,000"
4,"0,974","-0,212","0,082","0,000","0,996","-0,084","0,031","0,000","0,938","0,316","0,145","0,000","0,919","0,310","-0,243","0,000","0,836","0,532","-0,135","0,000","0,831","0,546","0,108","0,000","0,962","-0,271","-0,032","0,000"
5,"0,974","-0,212","0,081","0,000","0,996","-0,084","0,031","0,000","0,937","0,317","0,144","0,000","0,919","0,309","-0,243","0,000","0,836","0,532","-0,135","0,000","0,831","0,546","0,108","0,000","0,962","-0,271","-0,033","0,000"
6,"0,974","-0,212","0,081","0,000","0,996","-0,084","0,031","0,000","0,937","0,317","0,144","0,000","0,919","0,309","-0,243","0,000","0,836","0,531","-0,135","0,000","0,831","0,546","0,108","0,000","0,962","-0,271","-0,033","0,000"
7,"0,974","-0,212","0,081","0,000","0,996","-0,084","0,029","0,000","0,937","0,317","0,144","0,000","0,919","0,309","-0,243","0,000","0,839","0,528","-0,133","0,000","0,831","0,546","0,108","0,000","0,962","-0,271","-0,034","0,000"
8,"0,974","-0,213","0,081","0,000","0,996","-0,085","0,029","0,000","0,937","0,317","0,144","0,000","0,920","0,309","-0,243","0,000","0,836","0,532","-0,134","0,000","0,831","0,546","0,108","0,000","0,962","-0,272","-0,034","0,000"
9,"0,974","-0,212","0,082","0,000","0,996","-0,084","0,029","0,000","0,937","0,317","0,144","0,000","0,920","0,309","-0,243","0,000","0,836","0,532","-0,135","0,000","0,831","0,546","0,108","0,000","0,962","-0,272","-0,035","0,000"
10,"0,974","-0,214","0,079","-0,001","0,996","-0,083","0,026","0,000","0,938","0,315","0,144","-0,001","0,920","0,307","-0,245","0,001","0,837","0,531","-0,132","0,000","0,831","0,546","0,111","-0,002","0,962","-0,270","-0,033","0,000"
11,"0,974","-0,213","0,082","0,000","0,996","-0,086","0,025","0,000","0,937","0,317","0,145","-0,001","0,919","0,309","-0,246","0,001","0,837","0,532","-0,130","-0,001","0,831","0,545","0,109","0,000","0,962","-0,272","-0,034","0,000"
12,"0,973","-0,215","0,083","0,000","0,996","-0,084","0,028","0,000","0,937","0,318","0,143","0,000","0,918","0,308","-0,249","0,002","0,838","0,531","-0,128","-0,001","0,830","0,547","0,107","0,001","0,962","-0,270","-0,035","0,000"
13,"0,974","-0,213","0,082","0,000","0,996","-0,084","0,025","0,000","0,938","0,316","0,145","0,000","0,919","0,308","-0,246","0,001","0,837","0,533","-0,126","-0,002","0,831","0,545","0,109","-0,001","0,962","-0,271","-0,033","0,000"
14,"0,974","-0,211","0,080","0,000","0,996","-0,082","0,027","0,000","0,937","0,319","0,145","0,000","0,920","0,307","-0,244","0,001","0,836","0,535","-0,125","-0,002","0,830","0,547","0,107","0,001","0,961","-0,274","-0,031","0,001"
15,"0,974","-0,214","0,080","0,000","0,996","-0,085","0,027","0,000","0,938","0,316","0,145","0,000","0,919","0,310","-0,243","0,000","0,836","0,534","-0,122","-0,002","0,829","0,548","0,109","0,000","0,961","-0,276","-0,030","0,001"
16,"0,974","-0,211","0,079","0,000","0,996","-0,083","0,028","0,000","0,937","0,318","0,143","0,001","0,919","0,309","-0,246","0,001","0,837","0,533","-0,124","0,000","0,831","0,546","0,109","-0,001","0,961","-0,274","-0,032","0,001"
