Index,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z
0,"-0,273","-0,151","0,955","-0,932","-0,054","-0,051","-0,252","-1,202","0,544","-0,205","-1,470","0,153","-0,352","-0,055","0,479","-0,187","0,415","0,838","-0,196","0,149","-0,139"
1,"-0,310","0,141","1,055","0,101","-0,297","-0,266","-0,089","-0,866","0,432","0,225","-1,246","0,230","0,109","0,021","0,367","0,024","0,530","0,576","-0,276","-0,143","-0,545"
2,"-0,058","0,168","0,734","0,896","-0,418","-0,290","0,112","-0,606","0,212","0,205","-0,937","0,265","-0,424","0,052","0,224","-0,051","0,353","0,324","-0,314","-0,209","-0,793"
3,"-0,104","0,145","0,488","0,481","-0,288","0,045","0,086","-0,435","0,221","0,339","-0,855","0,043","-0,514","0,048","0,014","-0,245","0,270","0,175","-0,878","-0,191","-0,649"
4,"-0,004","0,045","0,373","0,174","-0,158","0,047","-0,147","-0,517","0,266","0,424","-0,601","-0,013","-0,321","0,217","-0,304","0,066","0,155","0,133","-0,251","0,007","-0,905"
5,"0,027","0,176","0,188","-0,207","0,004","-0,198","-0,185","-0,441","0,373","0,728","-0,077","-0,102","-0,325","0,557","-0,452","0,156","0,261","-0,116","0,194","0,310","-0,469"
6,"-0,100","0,351","0,150","-0,456","-0,013","-0,322","-0,318","-0,187","0,145","0,174","0,189","-0,003","-0,129","0,807","-0,737","0,214","0,345","-0,089","0,317","0,420","-0,517"
7,"-0,347","0,529","0,135","-0,389","-0,113","-0,234","-0,177","0,191","-0,006","0,172","0,742","-0,301","0,015","1,066","-0,699","0,246","0,550","-0,244","0,456","0,607","-0,047"
8,"-0,049","0,580","0,059","-0,140","-0,210","-0,154","-0,021","0,305","-0,067","0,524","0,384","0,080","-0,026","1,183","-0,754","0,171","0,738","-0,250","-0,345","1,156","0,549"
9,"0,166","0,579","0,216","0,040","-0,128","-0,197","-0,180","0,319","0,041","0,276","-0,057","0,100","-0,174","1,028","-0,705","-0,119","0,605","-0,173","-0,854","0,933","0,131"
10,"0,119","0,318","-0,341","0,043","-0,093","-0,118","-0,330","0,308","-0,178","0,482","0,257","0,107","-0,464","0,878","-0,540","-0,080","0,674","-0,338","-0,713","0,766","-0,042"
11,"0,092","0,393","-0,494","-0,143","-0,074","-0,166","-0,035","0,570","-0,156","0,700","-0,119","-0,067","-0,451","0,594","-0,415","0,110","0,551","-0,367","-0,889","0,732","-0,110"
12,"0,131","0,352","-0,618","-0,271","0,025","-0,252","-0,176","0,601","-0,333","0,520","0,841","-0,121","-0,368","0,412","-0,661","0,215","0,648","-0,481","-0,355","0,536","-0,578"
13,"0,177","0,388","-0,705","-0,395","-0,012","-0,325","-0,159","0,866","-0,342","0,348","0,919","-0,162","-0,097","0,634","-0,658","0,154","0,644","-0,475","0,756","0,239","-0,583"
14,"0,405","0,657","-0,516","-0,343","0,170","-0,453","0,022","0,810","-0,412","0,308","0,888","-0,231","0,095","0,751","-0,620","0,148","0,700","-0,498","0,998","0,193","-0,534"
15,"0,402","0,714","-0,536","-0,279","0,092","-0,422","-0,056","0,843","-0,428","0,074","0,531","-0,204","-0,044","0,652","-0,593","0,091","0,719","-0,436","-0,109","0,354","-0,523"
16,"0,357","0,608","-0,095","-0,155","0,129","-0,348","-0,230","0,711","-0,082","0,212","0,093","0,017","-0,057","0,700","-0,482","0,089","0,616","-0,525","-0,429","0,432","-0,389"
17,"0,381","0,590","0,038","-0,149","0,027","-0,257","-0,292","0,710","-0,242","0,049","-0,063","0,128","-0,155","0,667","-0,279","0,273","0,367","-0,699","-0,320","0,335","-0,184"
18,"0,233","0,418","-0,069","-0,088","0,028","-0,260","-0,223","0,634","-0,269","0,263","-0,046","-0,004","-0,190","0,524","-0,154","0,350","0,465","-0,481","-0,342","0,398","0,058"
19,"0,229","0,533","-0,109","-0,198","-0,006","-0,005","-0,270","0,668","-0,204","0,126","-0,192","-0,074","0,031","0,388","-0,069","0,338","0,394","-0,649","-0,408","0,076","0,229"
20,"0,196","0,472","-0,279","-0,377","-0,089","0,037","-0,380","0,700","-0,301","0,152","-0,246","-0,011","0,030","0,152","0,167","0,338","0,394","-0,649","-0,014","0,265","0,584"
21,"0,040","0,222","-0,422","-0,490","-0,158","0,213","-0,192","0,635","-0,188","-0,046","-0,178","0,128","0,311","0,010","0,261","0,163","0,326","-0,608","0,314","-0,033","0,431"
22,"0,053","0,185","-0,346","-0,731","-0,184","0,281","-0,244","0,497","-0,213","-0,302","-0,322","0,288","0,286","-0,077","0,363","0,163","0,508","-0,485","0,404","-0,367","0,205"
