Index,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z
10,"85,259","-0,815","-2,635","98,483","11,461","8,130","72,172","7,347","1,658","88,968","-6,482","8,495","97,127","4,965","2,641","76,112","20,744","-7,556","13,241","-3,985","0,458"
11,"84,688","-0,780","-2,612","98,530","11,276","8,058","72,638","7,290","1,831","88,389","-6,483","8,338","97,118","4,724","2,528","76,334","20,694","-7,466","12,914","-3,924","0,443"
12,"84,752","-0,798","-2,567","98,499","11,423","8,119","72,066","7,116","1,919","88,910","-6,409","8,191","97,199","4,620","2,482","76,575","20,885","-7,707","13,205","-3,755","0,404"
13,"85,111","-0,748","-2,787","98,556","11,489","8,154","72,603","7,079","2,085","88,968","-6,358","8,016","96,929","4,419","2,379","76,424","20,673","-7,432","13,522","-3,647","0,378"
14,"84,877","-0,790","-2,607","98,173","11,496","8,117","72,376","7,430","1,600","88,514","-6,487","8,379","97,328","4,658","2,502","76,898","20,916","-7,714","13,218","-3,789","0,412"
15,"84,509","-0,598","-3,102","98,499","11,487","8,151","72,693","7,130","2,041","88,423","-6,484","8,341","96,912","4,266","2,300","76,521","20,801","-7,592","12,966","-4,011","0,462"
16,"84,689","-0,775","-2,606","98,499","11,486","8,153","72,905","7,483","1,647","88,420","-6,482","8,338","97,308","4,686","2,507","76,379","20,722","-7,493","12,927","-3,680","0,384"
17,"84,777","-0,779","-2,614","98,202","11,396","8,082","72,367","7,240","1,831","88,694","-6,361","7,948","96,883","4,372","2,346","76,344","20,705","-7,468","13,258","-3,618","0,370"
18,"84,773","-0,744","-2,723","98,317","11,477","8,130","72,653","7,123","2,038","88,301","-6,504","8,382","97,432","4,517","2,429","76,914","20,742","-7,451","13,032","-3,864","0,426"
19,"84,264","-0,616","-3,005","98,652","11,547","8,196","72,575","7,091","2,063","88,242","-6,508","8,388","96,949","4,640","2,474","76,326","20,542","-7,237","12,766","-4,067","0,471"
20,"84,815","-0,666","-2,982","98,394","11,163","8,001","72,133","6,952","2,136","88,608","-6,366","7,956","97,491","4,473","2,409","76,886","20,738","-7,437","13,077","-3,937","0,440"
21,"84,389","-0,659","-2,907","98,458","11,181","8,014","72,464","7,360","1,710","88,297","-6,524","8,471","97,068","4,868","2,585","76,459","20,797","-7,568","12,809","-4,135","0,485"
22,"84,472","-0,736","-2,694","98,176","11,392","8,070","72,598","7,079","2,090","88,372","-6,448","8,228","96,580","4,790","2,532","76,344","20,734","-7,489","13,129","-4,025","0,459"
23,"84,973","-0,822","-2,534","98,665","11,468","8,153","72,849","7,393","1,758","88,785","-6,423","8,258","97,122","4,631","2,474","76,393","20,749","-7,505","13,380","-3,801","0,406"
24,"84,949","-0,765","-2,695","98,229","11,870","8,275","72,483","7,055","2,090","88,376","-6,565","8,696","97,068","4,742","2,527","75,802","20,567","-7,326","13,112","-3,999","0,452"
25,"85,158","-0,879","-2,379","98,466","11,532","8,154","72,609","7,492","1,576","88,540","-6,465","8,374","97,617","4,826","2,584","76,319","20,610","-7,329","13,066","-3,669","0,376"
26,"85,134","-0,867","-2,400","98,527","11,673","8,221","72,163","7,158","1,886","88,897","-6,492","8,580","97,362","4,830","2,577","76,548","20,833","-7,612","13,170","-3,988","0,451"
27,"84,849","-0,731","-2,752","98,259","11,481","8,108","72,464","7,355","1,707","88,336","-6,565","8,712","97,666","4,682","2,516","76,508","20,788","-7,554","12,838","-4,025","0,459"
28,"84,943","-0,728","-2,782","98,556","11,619","8,202","72,206","7,123","1,934","88,721","-6,431","8,303","97,356","4,663","2,498","76,177","20,401","-7,061","13,039","-3,758","0,399"
29,"85,156","-0,717","-2,859","98,212","11,527","8,126","72,372","7,243","1,820","88,606","-6,574","8,808","97,443","4,594","2,467","76,356","20,790","-7,571","13,095","-4,088","0,478"
30,"85,121","-0,722","-2,836","98,215","11,534","8,128","72,362","7,229","1,835","88,572","-6,565","8,759","97,416","4,620","2,475","76,315","20,756","-7,524","13,083","-4,058","0,472"
31,"85,088","-0,733","-2,800","98,223","11,558","8,140","72,361","7,212","1,855","88,537","-6,563","8,737","97,385","4,654","2,491","76,322","20,737","-7,494","13,073","-4,027","0,466"
32,"85,063","-0,739","-2,779","98,234","11,549","8,136","72,418","7,216","1,863","88,508","-6,555","8,689","97,394","4,647","2,487","76,323","20,743","-7,499","13,070","-3,995","0,460"
33,"85,007","-0,734","-2,778","98,178","11,565","8,135","72,398","7,232","1,840","88,454","-6,562","8,698","97,400","4,650","2,487","76,379","20,753","-7,502","13,039","-3,997","0,462"
34,"84,950","-0,727","-2,779","98,206","11,553","8,133","72,397","7,230","1,841","88,425","-6,558","8,669","97,351","4,672","2,493","76,343","20,758","-7,509","13,008","-3,997","0,463"
35,"84,921","-0,742","-2,724","98,266","11,563","8,143","72,406","7,223","1,849","88,430","-6,554","8,664","97,309","4,703","2,508","76,288","20,761","-7,520","12,989","-3,972","0,459"
36,"84,923","-0,734","-2,747","98,271","11,577","8,147","72,439","7,228","1,847","88,441","-6,554","8,677","97,265","4,729","2,522","76,244","20,722","-7,476","13,018","-3,993","0,465"
37,"84,876","-0,720","-2,771","98,240","11,579","8,140","72,387","7,205","1,862","88,418","-6,550","8,679","97,224","4,754","2,536","76,204","20,680","-7,428","12,999","-4,016","0,471"
38,"84,833","-0,711","-2,789","98,253","11,572","8,134","72,444","7,193","1,884","88,370","-6,540","8,656","97,176","4,740","2,529","76,149","20,672","-7,427","12,972","-4,004","0,468"
39,"84,804","-0,702","-2,807","98,308","11,584","8,141","72,463","7,208","1,866","88,390","-6,546","8,705","97,123","4,748","2,533","76,139","20,657","-7,413","12,968","-4,036","0,476"
40,"84,775","-0,717","-2,754","98,306","11,604","8,147","72,513","7,210","1,872","88,345","-6,536","8,677","97,113","4,804","2,558","76,150","20,617","-7,361","12,956","-4,007","0,467"
41,"0,238","-0,256","0,000","0,295","0,141","0,000","0,105","-0,114","0,000","0,301","0,145","-0,001","0,062","0,076","0,000","0,248","-0,153","0,000","0,184","0,151","-0,478"
42,"0,226","-0,137","0,000","0,296","0,141","0,000","0,107","-0,096","0,000","0,302","0,026","0,000","0,356","0,029","0,000","0,555","-0,107","0,000","0,183","0,033","-0,478"
43,"0,227","-0,137","0,000","0,297","0,142","0,000","0,107","-0,064","0,000","0,304","0,027","0,000","0,357","-0,028","0,000","0,400","-0,050","0,000","0,184","0,033","-0,478"
44,"0,237","-0,099","0,000","0,240","0,057","0,000","0,082","0,044","0,000","0,432","0,026","0,000","0,226","-0,031","0,000","0,260","-0,056","0,000","0,184","0,055","-0,478"
45,"0,253","-0,101","0,000","0,148","0,164","0,000","-0,010","-0,007","0,000","0,363","0,026","0,000","0,216","-0,085","0,000","0,260","-0,051","0,000","0,210","0,055","-0,478"
46,"0,251","-0,039","0,000","0,243","0,247","0,000","0,084","-0,001","0,000","0,458","-0,039","0,000","0,187","-0,115","0,000","0,232","-0,056","0,000","0,209","0,078","-0,478"
47,"0,251","-0,039","0,000","0,266","0,165","0,000","0,128","0,000","0,000","0,362","0,049","0,000","0,207","-0,141","0,000","0,142","-0,029","0,000","0,209","0,078","-0,478"
48,"0,226","-0,087","0,000","0,247","0,229","0,000","0,182","-0,001","0,000","0,337","0,052","-0,001","0,207","-0,166","0,000","0,142","0,148","0,000","0,184","0,151","-0,478"
49,"0,252","-0,087","0,000","0,251","0,165","0,000","0,128","0,000","0,000","0,348","0,123","-0,001","0,217","-0,166","0,000","0,152","0,061","0,000","0,210","0,152","-0,478"
50,"0,227","-0,115","0,000","0,251","0,159","0,000","0,127","-0,001","0,000","0,322","0,150","-0,001","0,214","-0,140","0,000","0,152","0,065","0,000","0,184","0,179","-0,478"
51,"0,091","-0,250","-0,002","0,155","-0,236","-0,001","0,273","-0,073","-0,001","0,168","0,584","-0,001","-0,090","0,038","0,003","0,023","0,040","0,000","0,348","0,481","-0,478"
52,"-0,509","-0,153","-0,006","-0,312","-0,133","0,001","0,148","-0,027","-0,004","-0,391","0,567","0,005","-0,551","-0,168","0,008","0,098","0,083","-0,002","0,072","0,277","-0,476"
53,"0,083","-0,031","-0,004","-0,253","0,227","-0,001","0,193","-0,425","-0,004","0,185","0,209","0,003","0,118","-0,001","0,011","0,167","-0,196","-0,003","0,330","0,049","-0,474"
54,"-0,399","0,057","-0,003","-0,107","0,288","-0,003","0,068","-0,007","-0,010","-0,144","0,050","0,007","-0,118","-0,618","0,007","0,329","0,421","-0,004","0,045","0,240","-0,473"
55,"-0,060","-0,212","-0,003","-0,142","0,059","-0,005","-0,603","0,128","-0,012","0,492","0,126","0,008","-0,031","0,063","0,010","0,206","-0,188","-0,003","0,380","0,159","-0,472"
56,"-0,195","0,080","0,001","-0,149","0,058","-0,010","0,076","0,072","-0,012","-0,196","0,083","0,013","-0,112","-0,019","0,007","0,229","-0,234","-0,001","0,038","0,141","-0,471"
57,"0,460","0,169","0,003","-0,092","0,332","-0,014","-0,304","-0,459","-0,011","0,456","-0,129","0,015","0,203","-0,312","0,000","0,191","-0,233","0,003","0,354","-0,003","-0,470"
58,"0,110","-0,269","0,006","-0,283","-0,034","-0,017","0,135","0,040","-0,010","-0,214","0,020","0,018","-0,067","0,270","-0,004","0,118","-0,177","0,004","0,025","0,093","-0,469"
59,"0,129","-0,182","0,010","0,071","0,187","-0,020","-0,118","-0,111","-0,010","0,452","0,169","0,018","-0,048","0,157","-0,006","0,755","-0,356","0,007","0,369","0,119","-0,468"
60,"0,157","-0,026","0,011","0,155","-0,436","-0,022","0,129","0,216","-0,010","0,320","0,326","0,018","-0,006","0,308","-0,007","0,127","-0,443","0,004","0,054","-0,016","-0,467"
61,"0,203","-0,534","0,014","0,161","0,110","-0,022","0,241","-0,383","-0,009","-0,087","0,326","0,020","0,438","0,257","-0,005","0,174","0,151","-0,001","-0,147","0,261","-0,466"
62,"0,473","-0,234","0,015","-0,066","-0,518","-0,022","0,331","0,277","-0,011","0,069","0,650","0,019","0,710","-0,082","-0,009","0,494","-0,189","-0,002","0,194","0,296","-0,467"
63,"-0,029","0,166","0,015","0,246","0,012","-0,022","0,071","0,128","-0,011","0,185","0,166","0,018","0,041","-0,236","-0,013","-0,021","0,159","-0,001","0,019","0,000","-0,467"
64,"0,120","0,069","0,015","0,036","-0,064","-0,022","0,327","0,230","-0,011","-0,146","0,224","0,018","0,564","-0,250","-0,020","0,461","0,215","0,003","-0,087","0,327","-0,468"
65,"0,218","-0,105","0,017","-0,446","0,408","-0,025","-0,030","0,242","-0,012","-0,105","-0,039","0,019","-0,015","0,029","-0,020","-0,016","-0,128","0,004","0,247","0,246","-0,469"
66,"-0,447","-0,019","0,016","0,219","0,554","-0,022","0,257","-0,128","-0,008","-0,105","-0,270","0,017","-0,302","-0,281","-0,024","0,379","0,143","0,008","-0,077","0,130","-0,471"
67,"0,213","-0,029","0,019","0,025","-0,076","-0,024","-0,166","0,413","-0,006","0,222","-0,020","0,016","0,033","0,167","-0,027","0,043","-0,173","0,009","0,252","0,032","-0,471"
68,"0,220","-0,102","0,022","0,369","0,346","-0,024","0,105","-0,154","-0,006","0,219","-0,040","0,015","0,589","-0,089","-0,029","0,539","-0,096","0,007","-0,086","0,092","-0,472"
69,"0,235","-0,274","0,022","0,158","0,325","-0,028","-0,291","0,046","-0,004","0,428","-0,292","0,017","0,001","0,244","-0,027","-0,039","-0,184","0,005","0,255","0,151","-0,473"
70,"-0,181","-0,540","0,020","-0,010","0,401","-0,027","0,064","-0,120","-0,003","-0,134","-0,092","0,016","-0,034","0,235","-0,025","-0,213","0,422","0,004","-0,082","0,088","-0,473"
71,"-0,155","-0,508","0,019","0,016","0,369","-0,027","0,048","-0,122","-0,002","-0,061","-0,086","0,016","-0,060","0,227","-0,023","-0,202","0,373","0,004","-0,045","0,093","-0,474"
72,"-0,116","-0,465","0,018","0,010","0,308","-0,024","0,034","-0,064","-0,003","-0,009","-0,050","0,013","-0,082","0,211","-0,021","-0,209","0,317","0,005","-0,008","0,091","-0,474"
73,"-0,120","-0,432","0,017","0,013","0,246","-0,022","0,025","-0,002","-0,004","0,042","-0,035","0,010","-0,082","0,187","-0,020","-0,146","0,314","0,005","0,022","0,070","-0,473"
74,"-0,088","-0,391","0,018","0,014","0,242","-0,020","0,022","0,005","-0,005","0,112","-0,022","0,008","-0,058","0,169","-0,019","-0,089","0,281","0,007","0,058","0,069","-0,473"
75,"-0,072","-0,374","0,019","0,040","0,200","-0,018","0,082","-0,009","-0,005","0,135","0,031","0,005","-0,063","0,168","-0,017","-0,050","0,233","0,005","0,090","0,086","-0,471"
76,"-0,034","-0,357","0,020","0,078","0,157","-0,018","0,089","-0,026","-0,006","0,168","0,087","0,004","-0,068","0,100","-0,017","-0,059","0,231","0,003","0,119","0,105","-0,471"
77,"-0,010","-0,302","0,021","0,028","0,110","-0,019","0,048","0,028","-0,005","0,174","0,093","0,005","-0,037","0,076","-0,017","0,014","0,233","0,000","0,147","0,084","-0,471"
78,"-0,024","-0,307","0,023","0,074","0,076","-0,021","0,083","0,067","-0,004","0,183","0,159","0,006","-0,015","0,040","-0,018","0,082","0,227","-0,001","0,145","0,120","-0,471"
79,"0,033","-0,294","0,026","0,052","0,078","-0,023","0,098","0,015","-0,004","0,206","0,199","0,007","-0,002","0,049","-0,022","0,080","0,162","0,000","0,178","0,131","-0,471"
80,"-0,022","-0,269","0,027","0,046","0,073","-0,025","0,055","-0,028","-0,003","0,199","0,212","0,010","-0,048","0,003","-0,025","0,088","0,170","0,000","0,146","0,128","-0,471"
81,"-0,017","-0,249","0,027","0,075","0,038","-0,025","0,115","-0,047","-0,003","0,228","0,236","0,012","-0,052","-0,035","-0,028","0,111","0,161","0,001","0,180","0,122","-0,473"
82,"-0,022","-0,248","0,026","0,084","0,028","-0,025","0,119","-0,076","-0,003","0,185","0,285","0,013","-0,013","-0,040","-0,029","0,156","0,113","0,002","0,161","0,150","-0,473"
83,"-0,042","-0,275","0,025","0,065","0,048","-0,025","0,122","-0,078","-0,003","0,164","0,244","0,015","0,033","-0,010","-0,030","0,154","0,120","0,002","0,128","0,144","-0,474"
84,"-0,103","-0,266","0,027","0,057","0,084","-0,025","0,067","-0,067","-0,004","0,158","0,225","0,014","0,036","-0,030","-0,031","0,221","0,127","0,002","0,096","0,150","-0,473"
85,"-0,109","-0,315","0,026","0,057","0,126","-0,026","0,120","-0,114","-0,004","0,152","0,232","0,014","-0,026","-0,013","-0,029","0,221","0,127","0,002","0,118","0,177","-0,471"
86,"-0,109","-0,304","0,025","0,043","0,143","-0,026","0,104","-0,139","-0,004","0,141","0,207","0,014","-0,028","-0,020","-0,026","0,182","0,157","0,002","0,085","0,177","-0,470"
87,"-0,057","-0,282","0,024","0,083","0,105","-0,027","0,093","-0,138","-0,005","0,208","0,216","0,013","-0,043","-0,036","-0,022","0,120","0,165","0,002","0,118","0,182","-0,468"
88,"-0,056","-0,280","0,024","0,146","0,078","-0,027","0,153","-0,103","-0,005","0,217","0,244","0,012","-0,036","-0,031","-0,018","0,086","0,101","0,001","0,092","0,204","-0,466"
89,"-0,008","-0,296","0,027","0,202","0,048","-0,028","0,206","-0,060","-0,005","0,268","0,278","0,010","-0,038","-0,036","-0,018","0,082","0,078","0,001","0,109","0,235","-0,464"
90,"-0,006","-0,295","0,027","0,184","0,058","-0,030","0,150","-0,024","-0,004","0,250","0,266","0,009","-0,004","-0,021","-0,017","0,050","0,053","0,001","0,081","0,254","-0,462"
91,"0,038","-0,249","0,029","0,185","0,057","-0,031","0,210","0,009","-0,003","0,250","0,242","0,007","0,043","-0,062","-0,016","0,103","0,032","0,001","0,112","0,242","-0,460"
92,"0,038","-0,248","0,030","0,223","0,116","-0,031","0,196","-0,030","-0,002","0,301","0,211","0,005","-0,010","-0,035","-0,015","0,113","0,009","0,001","0,145","0,241","-0,459"
93,"-0,030","-0,241","0,031","0,215","0,081","-0,029","0,189","0,015","-0,002","0,236","0,210","0,004","-0,021","-0,005","-0,016","0,103","-0,018","0,000","0,110","0,232","-0,459"
94,"-0,017","-0,226","0,031","0,192","0,066","-0,029","0,223","0,035","-0,001","0,241","0,198","0,003","-0,019","-0,055","-0,017","0,103","0,030","-0,003","0,143","0,240","-0,458"
95,"-0,037","-0,204","0,033","0,196","0,059","-0,028","0,229","0,048","-0,001","0,226","0,188","-0,001","-0,016","-0,045","-0,020","0,161","0,006","-0,002","0,155","0,207","-0,455"
96,"-0,003","-0,153","0,033","0,201","0,033","-0,027","0,229","0,066","-0,001","0,204","0,175","-0,002","0,044","-0,073","-0,023","0,216","-0,010","0,002","0,161","0,173","-0,456"
97,"-0,003","-0,116","0,032","0,152","0,023","-0,025","0,171","0,069","0,000","0,213","0,183","-0,004","0,048","-0,080","-0,026","0,276","0,003","0,005","0,187","0,152","-0,455"
98,"0,050","-0,097","0,031","0,209","-0,004","-0,023","0,235","0,089","-0,001","0,255","0,178","-0,007","0,082","-0,039","-0,025","0,306","-0,042","0,006","0,206","0,124","-0,454"
99,"0,084","-0,080","0,029","0,265","0,040","-0,019","0,252","0,046","-0,004","0,284","0,116","-0,007","0,112","0,010","-0,024","0,272","-0,077","0,004","0,210","0,092","-0,454"
100,"0,026","-0,064","0,027","0,272","0,063","-0,017","0,210","0,052","-0,008","0,293","0,096","-0,005","0,052","0,039","-0,022","0,238","-0,120","-0,003","0,185","0,070","-0,454"
101,"0,060","-0,036","0,024","0,290","0,124","-0,017","0,205","0,024","-0,011","0,288","0,024","-0,001","0,108","0,023","-0,018","0,303","-0,098","-0,010","0,188","0,038","-0,456"
102,"0,105","-0,084","0,023","0,242","0,159","-0,019","0,202","0,032","-0,014","0,297","0,019","0,002","0,098","0,029","-0,014","0,248","-0,066","-0,019","0,209","0,069","-0,456"
103,"0,124","-0,130","0,021","0,208","0,110","-0,021","0,151","0,074","-0,013","0,284","0,089","0,006","0,094","0,025","-0,011","0,213","-0,006","-0,032","0,199","0,105","-0,457"
104,"0,062","-0,155","0,021","0,224","0,138","-0,022","0,161","0,016","-0,012","0,283","0,099","0,007","0,034","0,058","-0,009","0,197","-0,035","-0,039","0,167","0,112","-0,458"
105,"0,061","-0,121","0,026","0,263","0,131","-0,021","0,166","-0,042","-0,013","0,274","0,120","0,006","0,027","0,041","-0,009","0,158","-0,060","-0,049","0,139","0,100","-0,458"
106,"0,066","-0,116","0,034","0,249","0,076","-0,021","0,149","-0,058","-0,011","0,261","0,149","0,005","0,041","0,024","-0,014","0,112","0,001","-0,059","0,108","0,089","-0,458"
107,"0,096","-0,087","0,041","0,256","0,051","-0,019","0,140","-0,067","-0,010","0,287","0,120","0,004","0,096","-0,002","-0,017","0,165","0,053","-0,067","0,103","0,057","-0,459"
108,"0,108","-0,136","0,047","0,315","0,051","-0,017","0,194","-0,109","-0,008","0,300","0,172","0,001","0,118","-0,015","-0,023","0,125","0,116","-0,071","0,083","0,087","-0,460"
109,"0,161","-0,137","0,049","0,315","0,037","-0,016","0,130","-0,094","-0,006","0,358","0,212","-0,002","0,179","-0,023","-0,026","0,135","0,090","-0,074","0,109","0,110","-0,461"
110,"0,157","-0,158","0,050","0,290","0,084","-0,015","0,086","-0,075","-0,004","0,392","0,197","-0,003","0,182","-0,030","-0,028","0,142","0,122","-0,077","0,138","0,127","-0,461"
111,"0,155","-0,164","0,049","0,227","0,096","-0,016","0,086","-0,071","-0,001","0,390","0,207","-0,005","0,123","-0,057","-0,028","0,151","0,159","-0,079","0,170","0,139","-0,461"
112,"0,137","-0,179","0,045","0,290","0,127","-0,014","0,123","-0,112","0,000","0,430","0,211","-0,009","0,122","-0,096","-0,026","0,170","0,219","-0,079","0,183","0,170","-0,461"
113,"0,188","-0,223","0,042","0,293","0,128","-0,012","0,190","-0,094","-0,001","0,419","0,225","-0,010","0,135","-0,107","-0,025","0,180","0,233","-0,077","0,205","0,196","-0,460"
114,"0,166","-0,240","0,039","0,305","0,095","-0,013","0,258","-0,081","-0,001","0,400","0,282","-0,011","0,142","-0,137","-0,025","0,242","0,233","-0,074","0,208","0,230","-0,459"
115,"0,120","-0,291","0,037","0,242","0,106","-0,011","0,248","-0,104","-0,002","0,356","0,301","-0,013","0,133","-0,092","-0,024","0,283","0,176","-0,071","0,193","0,264","-0,458"
116,"0,074","-0,250","0,035","0,184","0,138","-0,012","0,187","-0,124","0,000","0,303","0,260","-0,013","0,098","-0,070","-0,021","0,243","0,160","-0,068","0,170","0,237","-0,457"
117,"0,076","-0,299","0,034","0,131","0,129","-0,012","0,131","-0,108","-0,001","0,300","0,260","-0,012","0,097","-0,015","-0,017","0,300","0,146","-0,067","0,199","0,254","-0,455"
118,"0,025","-0,330","0,030","0,128","0,129","-0,011","0,165","-0,051","-0,004","0,241","0,226","-0,010","0,105","0,046","-0,012","0,303","0,094","-0,065","0,165","0,247","-0,455"
119,"0,089","-0,344","0,029","0,072","0,158","-0,011","0,099","-0,052","-0,006","0,254","0,190","-0,008","0,114","0,100","-0,008","0,265","0,085","-0,065","0,201","0,238","-0,454"
120,"0,108","-0,346","0,028","0,028","0,110","-0,011","0,104","-0,040","-0,008","0,247","0,188","-0,008","0,094","0,154","-0,005","0,264","0,076","-0,063","0,206","0,204","-0,453"
121,"0,154","-0,320","0,027","-0,028","0,114","-0,011","0,110","-0,026","-0,009","0,232","0,135","-0,006","0,118","0,194","-0,004","0,286","0,039","-0,060","0,218","0,172","-0,451"
122,"0,168","-0,297","0,028","-0,005","0,055","-0,010","0,111","0,018","-0,011","0,208","0,144","-0,006","0,118","0,192","-0,005","0,283","0,030","-0,055","0,196","0,144","-0,450"
123,"0,174","-0,294","0,029","-0,006","0,043","-0,010","0,054","0,005","-0,011","0,221","0,171","-0,006","0,113","0,178","-0,006","0,277","-0,014","-0,049","0,177","0,171","-0,450"
124,"0,142","-0,259","0,030","0,040","0,026","-0,013","0,054","0,007","-0,009","0,218","0,160","-0,004","0,088","0,117","-0,009","0,211","-0,001","-0,043","0,142","0,175","-0,449"
125,"0,153","-0,190","0,031","0,108","0,025","-0,015","0,055","0,014","-0,006","0,245","0,128","-0,003","0,071","0,081","-0,012","0,192","0,021","-0,036","0,135","0,139","-0,449"
126,"0,167","-0,138","0,031","0,124","-0,013","-0,018","0,054","0,030","-0,003","0,257","0,135","-0,002","0,089","0,057","-0,017","0,185","-0,005","-0,030","0,162","0,120","-0,450"
127,"0,156","-0,180","0,032","0,090","0,055","-0,021","0,076","-0,011","-0,001","0,257","0,123","-0,002","0,085","0,091","-0,020","0,225","-0,060","-0,023","0,184","0,144","-0,449"
128,"0,085","-0,191","0,032","0,083","0,042","-0,021","0,075","-0,012","-0,001","0,248","0,140","0,000","0,024","0,122","-0,023","0,164","-0,098","-0,019","0,149","0,146","-0,450"
129,"0,066","-0,140","0,032","0,110","0,068","-0,022","0,072","0,014","0,000","0,217","0,077","0,001","0,052","0,063","-0,025","0,211","-0,092","-0,015","0,120","0,123","-0,451"
130,"0,001","-0,142","0,031","0,048","0,105","-0,020","0,058","0,023","0,001","0,149","0,048","0,001","0,004","0,107","-0,029","0,175","-0,156","-0,009","0,086","0,108","-0,453"
131,"0,057","-0,129","0,031","0,113","0,119","-0,017","0,122","0,010","0,001","0,207","0,012","-0,001","0,070","0,115","-0,030","0,242","-0,153","-0,006","0,111","0,084","-0,456"
132,"0,015","-0,160","0,031","0,128","0,153","-0,013","0,183","0,024","-0,001","0,181","0,019","-0,001","0,002","0,117","-0,030","0,178","-0,147","-0,005","0,105","0,117","-0,457"
133,"-0,014","-0,138","0,033","0,131","0,146","-0,010","0,252","0,024","-0,003","0,117","0,035","-0,002","-0,006","0,051","-0,030","0,147","-0,148","-0,005","0,072","0,129","-0,458"
134,"0,048","-0,163","0,033","0,140","0,209","-0,007","0,277","0,003","-0,003","0,163","0,020","-0,004","-0,010","0,058","-0,030","0,084","-0,166","-0,006","0,104","0,141","-0,459"
135,"0,069","-0,173","0,032","0,193","0,255","-0,003","0,331","-0,034","-0,005","0,220","-0,021","-0,003","-0,013","0,057","-0,026","0,066","-0,111","-0,008","0,130","0,117","-0,461"
136,"0,106","-0,189","0,030","0,196","0,261","-0,001","0,329","-0,032","-0,008","0,263","0,024","-0,004","-0,016","0,051","-0,023","0,024","-0,094","-0,008","0,139","0,151","-0,461"
137,"0,140","-0,160","0,028","0,231","0,205","0,001","0,321","0,031","-0,011","0,327","0,057","-0,004","-0,008","-0,019","-0,019","0,034","-0,099","-0,008","0,176","0,159","-0,461"
138,"0,191","-0,161","0,029","0,260","0,203","0,000","0,321","0,030","-0,010","0,363","0,116","-0,004","0,026","-0,078","-0,016","0,044","-0,104","-0,009","0,201","0,185","-0,460"
139,"0,173","-0,177","0,029","0,247","0,137","-0,003","0,311","0,028","-0,009","0,330","0,133","-0,004","0,072","-0,039","-0,016","0,111","-0,106","-0,009","0,171","0,168","-0,460"
