Index,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
0,"0,810","0,586","0,016","0,000","0,978","-0,193","0,072","0,000","0,898","0,427","0,104","0,000","0,792","0,607","-0,066","0,000","0,976","-0,217","-0,034","0,000","0,885","0,411","-0,217","0,000","0,993","-0,112","0,033","0,000"
1,"0,810","0,586","0,016","0,000","0,978","-0,194","0,072","0,000","0,898","0,427","0,106","0,000","0,792","0,607","-0,066","0,000","0,975","-0,218","-0,033","0,000","0,885","0,413","-0,214","0,000","0,993","-0,113","0,034","0,000"
2,"0,810","0,586","0,016","0,000","0,978","-0,194","0,072","0,000","0,898","0,427","0,106","0,000","0,792","0,607","-0,066","0,000","0,975","-0,218","-0,033","0,000","0,885","0,413","-0,214","0,000","0,993","-0,113","0,034","0,000"
3,"0,810","0,586","0,016","0,000","0,978","-0,194","0,071","0,000","0,898","0,427","0,106","0,000","0,793","0,606","-0,066","0,000","0,976","-0,217","-0,034","0,000","0,884","0,415","-0,215","0,000","0,993","-0,113","0,034","0,000"
4,"0,810","0,586","0,016","0,000","0,978","-0,194","0,071","0,000","0,898","0,427","0,106","0,000","0,793","0,606","-0,066","0,000","0,975","-0,218","-0,034","0,000","0,884","0,416","-0,214","0,000","0,993","-0,113","0,034","0,000"
5,"0,810","0,587","0,016","0,000","0,978","-0,194","0,071","0,000","0,898","0,427","0,106","0,000","0,793","0,606","-0,066","0,000","0,975","-0,217","-0,034","0,000","0,884","0,415","-0,215","0,000","0,993","-0,112","0,034","0,000"
6,"0,810","0,587","0,016","0,000","0,978","-0,195","0,071","0,000","0,898","0,427","0,106","0,000","0,793","0,606","-0,066","0,000","0,975","-0,218","-0,034","0,000","0,884","0,415","-0,215","0,000","0,993","-0,113","0,034","0,000"
7,"0,810","0,587","0,016","0,000","0,978","-0,194","0,071","0,000","0,898","0,427","0,106","0,000","0,793","0,606","-0,066","0,000","0,975","-0,218","-0,034","0,000","0,884","0,415","-0,215","0,000","0,993","-0,112","0,034","0,000"
8,"0,810","0,587","0,017","0,000","0,978","-0,194","0,071","0,000","0,898","0,427","0,106","0,000","0,793","0,606","-0,065","0,000","0,975","-0,218","-0,034","0,000","0,884","0,416","-0,215","0,000","0,993","-0,113","0,034","0,000"
9,"0,809","0,587","0,017","0,000","0,978","-0,194","0,071","0,000","0,898","0,427","0,106","0,000","0,793","0,606","-0,065","0,000","0,975","-0,218","-0,034","0,000","0,884","0,415","-0,215","0,000","0,993","-0,112","0,034","0,000"
