Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,19.75,-107.3,1.0,-11.25,87.72,17.0
0.0,0.0,19.75,-107.3,1.0,18.06,90.54,25.0
1.0,3.95,19.95,-107.28,1.0,-11.14,88.01,17.0
1.0,3.95,19.95,-107.28,1.0,18.01,89.49,25.0
2.0,7.9,19.91,-106.96,1.0,-11.17,88.3,17.0
2.0,7.9,19.91,-106.96,1.0,17.93,88.75,24.0
3.0,11.86,19.91,-106.96,1.0,-11.14,88.08,17.0
3.0,11.86,19.91,-106.96,1.0,17.94,88.37,25.0
4.0,15.81,19.53,-107.02,1.0,-11.06,88.19,17.0
4.0,15.81,19.53,-107.02,1.0,17.95,88.27,24.0
5.0,19.76,19.53,-107.0,1.0,-11.1,88.26,17.0
5.0,19.76,19.53,-107.0,1.0,17.87,88.02,24.0
6.0,23.71,19.53,-107.0,1.0,-10.91,88.56,17.0
6.0,23.71,19.53,-107.0,1.0,17.81,87.82,24.0
7.0,27.66,19.58,-107.08,1.0,-11.06,88.41,17.0
7.0,27.66,19.58,-107.08,1.0,17.64,87.61,25.0
8.0,31.62,19.58,-107.08,1.0,-10.84,88.94,17.0
8.0,31.62,19.58,-107.08,1.0,17.59,87.44,25.0
9.0,35.57,19.54,-107.1,1.0,-10.93,88.63,17.0
9.0,35.57,19.54,-107.1,1.0,17.57,87.49,25.0
10.0,39.52,19.51,-107.2,2.0,-11.11,88.41,17.0
10.0,39.52,19.51,-107.2,2.0,17.46,87.3,25.0
11.0,43.47,19.53,-107.13,2.0,-11.03,88.26,17.0
11.0,43.47,19.53,-107.13,2.0,17.45,87.22,25.0
12.0,47.42,19.51,-107.06,2.0,-11.03,88.19,17.0
12.0,47.42,19.51,-107.06,2.0,17.35,87.08,26.0
13.0,51.37,19.54,-106.94,2.0,-11.0,88.64,17.0
13.0,51.37,19.54,-106.94,2.0,17.25,87.49,26.0
14.0,55.33,19.48,-106.93,2.0,-11.0,88.63,17.0
14.0,55.33,19.48,-106.93,2.0,17.08,87.46,26.0
15.0,59.28,19.41,-106.99,2.0,-11.05,88.15,17.0
15.0,59.28,19.41,-106.99,2.0,17.11,87.02,26.0
16.0,63.23,19.37,-106.83,2.0,-10.97,88.43,17.0
16.0,63.23,19.37,-106.83,2.0,17.04,87.06,26.0
17.0,67.18,19.38,-106.88,2.0,-10.97,88.49,17.0
17.0,67.18,19.38,-106.88,2.0,16.92,86.91,26.0
18.0,71.13,19.38,-106.88,2.0,-11.14,88.18,17.0
18.0,71.13,19.38,-106.88,2.0,16.97,87.0,27.0
19.0,75.09,19.38,-106.88,2.0,-11.09,88.37,17.0
19.0,75.09,19.38,-106.88,2.0,16.95,86.85,27.0
20.0,79.04,19.38,-106.88,2.0,-10.89,88.69,17.0
20.0,79.04,19.38,-106.88,2.0,16.9,86.72,27.0
21.0,82.99,19.38,-106.88,2.0,-11.09,88.33,17.0
21.0,82.99,19.38,-106.88,2.0,17.03,86.61,27.0
22.0,86.94,19.38,-106.88,2.0,-11.06,88.29,17.0
22.0,86.94,19.38,-106.88,2.0,17.01,86.45,27.0
23.0,90.89,19.34,-106.88,2.0,-11.03,88.6,17.0
23.0,90.89,19.34,-106.88,2.0,16.99,86.37,27.0
24.0,94.85,19.38,-106.88,2.0,-11.13,88.3,17.0
24.0,94.85,19.38,-106.88,2.0,17.04,86.27,26.0
25.0,98.8,19.43,-106.92,2.0,-11.0,88.43,17.0
25.0,98.8,19.43,-106.92,2.0,17.03,86.14,26.0
26.0,102.75,19.38,-106.88,2.0,-11.1,88.34,17.0
26.0,102.75,19.38,-106.88,2.0,17.07,86.12,26.0
27.0,106.7,19.34,-106.88,2.0,-11.09,88.39,17.0
27.0,106.7,19.34,-106.88,2.0,17.07,86.2,26.0
28.0,110.65,19.34,-106.89,2.0,-11.08,88.4,17.0
28.0,110.65,19.34,-106.89,2.0,17.13,86.16,26.0
29.0,114.61,19.38,-106.88,2.0,-10.94,88.68,17.0
29.0,114.61,19.38,-106.88,2.0,17.1,86.18,26.0
30.0,118.56,19.38,-106.88,2.0,-11.08,88.52,17.0
30.0,118.56,19.38,-106.88,2.0,17.11,86.27,26.0
31.0,122.51,19.38,-106.88,2.0,-11.1,88.54,17.0
31.0,122.51,19.38,-106.88,2.0,17.1,86.17,26.0
32.0,126.46,19.31,-106.96,2.0,-11.08,88.37,17.0
32.0,126.46,19.31,-106.96,2.0,17.16,86.37,27.0
