Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,-20.99,93.63,25.0,26.17,95.3,23.0
1.0,3.95,-21.21,93.68,25.0,26.27,95.5,23.0
2.0,7.9,-21.18,93.62,25.0,26.22,95.54,23.0
3.0,11.86,-21.14,93.62,25.0,26.41,95.77,23.0
4.0,15.81,-21.03,93.72,25.0,26.32,95.65,23.0
5.0,19.76,-21.0,93.7,25.0,26.29,95.61,23.0
6.0,23.71,-21.01,93.64,25.0,26.21,95.53,23.0
7.0,27.66,-21.06,93.72,25.0,26.32,95.84,23.0
8.0,31.62,-21.04,93.67,25.0,26.35,95.54,23.0
9.0,35.57,-21.15,93.6,25.0,26.33,95.72,23.0
10.0,39.52,-21.05,93.52,25.0,26.23,95.81,23.0
11.0,43.47,-21.23,93.69,25.0,26.34,95.71,23.0
12.0,47.42,-21.15,93.65,25.0,26.38,95.72,23.0
13.0,51.37,-21.18,93.67,25.0,26.39,95.75,23.0
14.0,55.33,-21.21,93.63,25.0,26.39,95.79,23.0
15.0,59.28,-21.08,93.73,25.0,26.4,95.67,23.0
16.0,63.23,-21.1,93.52,25.0,26.4,95.95,23.0
17.0,67.18,-21.09,93.68,25.0,26.31,95.89,23.0
18.0,71.13,-21.01,93.58,25.0,26.43,95.9,23.0
19.0,75.09,-21.02,93.63,25.0,26.41,95.74,23.0
20.0,79.04,-21.08,93.65,25.0,26.32,95.92,23.0
21.0,82.99,-21.08,93.71,25.0,26.39,95.72,23.0
22.0,86.94,-21.17,93.87,25.0,26.42,95.87,23.0
23.0,90.89,-21.33,93.68,25.0,26.47,95.86,23.0
24.0,94.85,-21.34,93.74,25.0,26.43,95.77,23.0
25.0,98.8,-21.34,93.78,25.0,26.46,95.89,23.0
26.0,102.75,-21.38,93.82,25.0,26.58,96.05,23.0
27.0,106.7,-21.14,93.72,25.0,26.53,95.74,23.0
28.0,110.65,-21.29,94.01,25.0,26.62,95.98,22.0
29.0,114.61,-21.25,93.88,25.0,26.64,95.79,22.0
30.0,118.56,-21.16,93.81,25.0,26.7,95.6,22.0
31.0,122.51,-21.21,93.98,25.0,26.8,95.74,22.0
32.0,126.46,-21.5,94.06,25.0,26.75,95.8,22.0
33.0,130.41,-21.36,93.89,25.0,26.81,95.7,22.0
34.0,134.36,-21.47,93.98,25.0,27.01,95.12,22.0
35.0,138.32,-21.34,94.38,25.0,26.98,95.24,22.0
36.0,142.27,-21.67,94.28,25.0,27.19,94.93,22.0
37.0,146.22,-21.59,94.21,25.0,27.26,94.95,22.0
38.0,150.17,-21.62,94.37,25.0,27.27,94.97,22.0
39.0,154.12,-21.49,94.33,25.0,27.31,95.25,21.0
40.0,158.08,-21.54,94.56,25.0,27.41,95.43,21.0
41.0,162.03,-21.53,94.46,25.0,27.45,95.49,21.0
42.0,165.98,-21.8,94.81,25.0,27.48,95.7,21.0
43.0,169.93,-21.73,94.77,25.0,27.54,95.83,20.0
44.0,173.88,-21.9,94.74,25.0,27.51,96.07,20.0
45.0,177.84,-21.83,94.72,24.0,27.56,96.24,20.0
46.0,181.79,-21.78,94.84,25.0,27.69,96.67,20.0
47.0,185.74,-21.93,94.75,25.0,27.63,96.56,19.0
48.0,189.69,-21.93,95.1,25.0,27.64,96.54,18.0
49.0,193.64,-21.86,95.13,25.0,27.97,95.91,18.0
50.0,197.6,-21.87,95.2,24.0,27.99,96.18,18.0
51.0,201.55,-22.07,95.49,23.0,28.08,95.6,17.0
52.0,205.5,-22.01,95.27,22.0,28.11,95.64,16.0
53.0,209.45,-22.07,95.49,21.0,28.24,94.76,15.0
54.0,213.4,-22.27,95.57,21.0,28.3,94.57,15.0
55.0,217.35,-22.39,95.82,20.0,28.52,94.96,15.0
56.0,221.31,-22.51,96.16,19.0,28.6,94.53,14.0
57.0,225.26,-22.6,96.49,19.0,28.78,94.29,14.0
58.0,229.21,-22.58,96.5,19.0,28.89,94.26,13.0
59.0,233.16,-22.88,97.0,18.0,29.05,93.54,13.0
60.0,237.11,-22.97,97.32,18.0,29.26,94.19,12.0
61.0,241.07,-23.03,97.61,18.0,29.47,93.97,12.0
62.0,245.02,-23.11,97.85,17.0,29.48,94.07,11.0
63.0,248.97,-23.15,98.13,17.0,29.37,94.88,11.0
