Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,-15.96,60.32,25.0,18.06,78.37,21.0
1.0,3.95,-15.93,60.24,24.0,18.04,78.43,21.0
2.0,7.9,-16.02,60.5,24.0,18.1,78.48,21.0
3.0,11.86,-15.85,60.13,24.0,18.13,78.51,21.0
4.0,15.81,-15.87,60.08,25.0,18.08,78.67,21.0
5.0,19.76,-15.85,60.2,25.0,18.08,78.49,21.0
6.0,23.71,-15.88,60.16,24.0,18.09,78.51,21.0
7.0,27.66,-15.93,60.31,24.0,17.93,78.64,21.0
8.0,31.62,-15.83,60.21,24.0,18.03,78.74,21.0
9.0,35.57,-15.95,60.19,24.0,18.02,78.68,21.0
10.0,39.52,-15.89,60.17,24.0,18.05,78.41,21.0
11.0,43.47,-15.95,60.22,24.0,18.02,78.45,21.0
12.0,47.42,-15.77,60.14,24.0,18.08,78.51,21.0
13.0,51.37,-15.78,60.26,24.0,18.16,78.2,21.0
14.0,55.33,-15.77,60.19,24.0,18.13,78.16,20.0
15.0,59.28,-15.92,60.05,24.0,18.1,78.2,20.0
16.0,63.23,-15.97,60.06,24.0,18.17,78.17,20.0
17.0,67.18,-16.03,60.17,24.0,18.21,78.08,20.0
18.0,71.13,-16.02,60.18,24.0,18.32,77.35,20.0
19.0,75.09,-16.02,60.16,24.0,18.4,77.15,20.0
20.0,79.04,-15.98,59.95,23.0,18.43,76.87,20.0
21.0,82.99,-16.09,60.12,23.0,18.47,76.96,20.0
22.0,86.94,-16.18,60.03,23.0,18.55,76.7,19.0
23.0,90.89,-16.26,60.13,23.0,18.54,76.58,19.0
24.0,94.85,-16.1,59.81,23.0,18.75,76.46,19.0
25.0,98.8,-16.31,59.85,23.0,18.7,76.38,19.0
26.0,102.75,-16.27,59.7,22.0,18.77,76.27,19.0
27.0,106.7,-16.42,59.6,22.0,18.65,76.29,19.0
28.0,110.65,-16.39,59.59,22.0,18.94,75.81,19.0
29.0,114.61,-16.48,59.62,21.0,19.01,75.6,19.0
30.0,118.56,-16.38,59.46,21.0,19.1,75.65,19.0
31.0,122.51,-16.38,59.29,20.0,19.17,75.74,19.0
32.0,126.46,-16.61,59.19,20.0,19.08,75.43,19.0
33.0,130.41,-16.67,59.09,20.0,19.14,75.49,19.0
34.0,134.36,-16.68,58.93,20.0,19.21,75.48,19.0
35.0,138.32,-16.84,58.97,20.0,19.44,75.41,18.0
36.0,142.27,-16.9,58.86,20.0,19.36,75.35,18.0
37.0,146.22,-16.95,58.79,19.0,19.44,75.34,18.0
38.0,150.17,-17.16,58.84,19.0,19.44,75.21,18.0
39.0,154.12,-17.22,58.57,18.0,19.54,75.21,17.0
40.0,158.08,-17.25,58.45,18.0,19.56,75.04,17.0
41.0,162.03,-17.17,58.09,18.0,19.67,75.14,17.0
42.0,165.98,-17.22,57.94,18.0,19.78,74.99,16.0
43.0,169.93,-17.33,57.89,17.0,19.72,74.67,16.0
44.0,173.88,-17.5,57.77,17.0,19.74,74.71,15.0
45.0,177.84,-17.52,57.74,17.0,19.93,74.74,15.0
46.0,181.79,-17.49,57.63,16.0,20.04,74.85,15.0
47.0,185.74,-17.6,57.49,16.0,19.91,74.67,15.0
48.0,189.69,-17.63,57.4,16.0,20.3,74.46,14.0
49.0,193.64,-17.73,57.22,16.0,20.34,74.46,13.0
50.0,197.6,-17.92,57.39,16.0,20.31,74.23,12.0
51.0,201.55,-17.94,57.27,16.0,20.43,74.47,12.0
52.0,205.5,-18.13,57.13,16.0,20.25,74.01,12.0
53.0,209.45,-18.19,56.95,15.0,20.58,74.29,12.0
54.0,213.4,-18.25,56.85,14.0,20.67,74.33,12.0
55.0,217.35,-18.43,56.98,14.0,20.61,74.11,12.0
56.0,221.31,-18.51,57.06,14.0,20.56,74.2,11.0
57.0,225.26,-18.61,57.2,14.0,20.58,74.16,11.0
58.0,229.21,-18.73,57.31,14.0,20.73,74.27,11.0
59.0,233.16,-18.93,57.53,14.0,20.52,74.1,11.0
60.0,237.11,-18.87,57.5,13.0,20.6,74.13,11.0
61.0,241.07,-19.18,57.72,13.0,20.79,74.3,11.0
62.0,245.02,-19.19,57.84,13.0,20.81,74.4,11.0
63.0,248.97,-19.21,57.84,13.0,20.85,74.3,10.0
64.0,252.92,-19.39,58.3,13.0,20.86,74.22,10.0
65.0,256.87,-19.69,58.13,13.0,20.89,74.4,10.0
66.0,260.83,-19.78,58.21,12.0,20.91,74.27,10.0
67.0,264.78,-19.91,58.52,12.0,20.92,74.31,10.0
68.0,268.73,-20.04,58.65,11.0,20.82,74.25,10.0
69.0,272.68,-20.21,58.77,11.0,20.98,74.25,10.0
70.0,276.63,-20.03,58.62,11.0,21.04,74.35,10.0
71.0,280.59,-20.25,58.8,11.0,21.39,74.78,10.0
72.0,284.54,-20.48,59.07,11.0,21.49,74.91,10.0
73.0,288.49,-20.57,59.22,11.0,21.44,74.74,9.0
74.0,292.44,-20.42,59.12,11.0,21.42,74.81,9.0
75.0,296.39,-20.59,59.48,11.0,21.78,75.04,9.0
76.0,300.34,-20.66,59.54,11.0,21.79,74.99,9.0
77.0,304.3,-20.91,59.88,11.0,21.73,75.21,9.0
78.0,308.25,-20.89,59.85,10.0,21.66,75.26,9.0
79.0,312.2,-21.16,60.25,10.0,22.1,75.77,9.0
80.0,316.15,-21.33,60.49,10.0,22.42,75.89,8.0
81.0,320.1,-21.59,60.89,10.0,22.22,75.78,8.0
82.0,324.06,-21.76,61.3,10.0,22.54,76.24,7.0
83.0,328.01,-21.99,61.43,10.0,22.71,76.43,7.0
84.0,331.96,-22.12,61.86,9.0,22.62,76.48,7.0
85.0,335.91,-22.2,62.28,9.0,22.83,76.66,7.0
86.0,339.86,-22.44,62.63,8.0,23.23,77.24,6.0
87.0,343.82,-22.42,62.61,8.0,23.26,76.98,6.0
88.0,347.77,-22.86,63.21,7.0,23.44,77.45,6.0
89.0,351.72,-23.15,63.6,7.0,23.64,77.96,5.0
90.0,355.67,-23.16,63.72,7.0,23.64,78.33,5.0
91.0,359.62,-23.38,63.8,7.0,24.0,79.19,5.0
92.0,363.58,-23.56,64.0,7.0,24.27,79.68,4.0
93.0,367.53,-23.65,64.51,7.0,24.33,79.78,4.0
94.0,371.48,-23.89,64.89,7.0,24.36,80.41,4.0
95.0,375.43,-23.93,65.07,7.0,24.52,81.0,4.0
96.0,379.38,-24.15,65.14,7.0,24.69,81.11,4.0
97.0,383.33,-24.02,65.25,7.0,24.72,81.43,4.0
98.0,387.29,-24.1,65.3,7.0,24.64,81.5,4.0
99.0,391.24,-23.88,65.34,7.0,24.54,81.43,4.0
100.0,395.19,-24.09,65.71,7.0,24.45,81.75,3.0
101.0,399.14,-23.94,65.68,7.0,24.34,81.85,3.0
102.0,403.09,-23.97,65.68,7.0,24.43,82.04,3.0
103.0,407.05,-24.02,66.19,7.0,24.45,82.29,3.0
104.0,411.0,-23.96,66.18,7.0,24.32,82.61,3.0
105.0,414.95,-23.97,66.28,7.0,24.34,82.74,3.0
106.0,418.9,-24.02,66.86,7.0,24.49,82.83,3.0
107.0,422.85,-24.07,66.93,7.0,24.35,83.05,3.0
108.0,426.81,-24.08,67.02,7.0,24.55,83.36,3.0
109.0,430.76,-24.14,67.16,7.0,24.53,83.56,3.0
110.0,434.71,-24.12,67.21,7.0,24.49,83.39,3.0
111.0,438.66,-24.36,67.93,7.0,24.59,83.66,2.0
112.0,442.61,-24.19,67.53,7.0,24.63,83.79,2.0
113.0,446.57,-24.31,68.06,7.0,24.45,83.96,2.0
114.0,450.52,-24.37,68.19,7.0,24.55,84.08,2.0
115.0,454.47,-24.3,68.37,7.0,24.67,84.14,2.0
116.0,458.42,-24.43,68.69,7.0,24.61,84.48,2.0
117.0,462.37,-24.44,68.85,7.0,24.67,84.47,2.0
118.0,466.32,-24.55,69.02,7.0,24.82,84.61,2.0
119.0,470.28,-24.52,69.23,7.0,24.92,84.95,2.0
120.0,474.23,-24.71,69.59,8.0,24.89,85.09,2.0
121.0,478.18,-24.71,69.83,9.0,25.06,85.35,2.0
122.0,482.13,-24.64,69.87,9.0,25.2,85.71,2.0
123.0,486.08,-24.65,70.24,10.0,25.16,85.5,3.0
124.0,490.04,-24.77,70.45,10.0,25.07,85.54,3.0
125.0,493.99,-25.18,71.26,10.0,25.15,85.69,3.0
126.0,497.94,-25.2,71.42,11.0,25.13,86.18,3.0
127.0,501.89,-25.35,71.83,11.0,25.2,86.37,3.0
128.0,505.84,-25.26,72.06,11.0,25.25,86.98,4.0
129.0,509.8,-25.29,72.34,13.0,25.0,86.98,4.0
130.0,513.75,-25.31,72.59,13.0,25.1,87.11,4.0
131.0,517.7,-25.33,72.81,13.0,25.3,87.63,4.0
132.0,521.65,-25.44,73.16,14.0,24.78,89.68,5.0
133.0,525.6,-25.43,73.49,14.0,22.69,95.46,5.0
134.0,529.56,-25.33,73.93,14.0,19.29,105.32,7.0
135.0,533.51,-25.33,74.18,14.0,14.57,119.43,9.0
136.0,537.46,-25.42,74.43,15.0,10.26,131.95,13.0
137.0,541.41,-25.39,74.62,16.0,6.89,143.12,18.0
138.0,545.36,-25.28,74.8,17.0,3.77,153.02,25.0
139.0,549.31,-25.21,75.06,19.0,1.26,161.07,34.0
140.0,553.27,-24.9,74.97,20.0,-0.26,165.81,44.0
141.0,557.22,-24.82,75.29,21.0,-1.49,169.39,51.0
142.0,561.17,-24.6,75.27,22.0,-2.15,171.22,57.0
143.0,565.12,-24.0,74.86,26.0,-2.59,172.39,64.0
144.0,569.07,-22.97,73.93,27.0,-3.13,173.59,68.0
