Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,-23.23,82.72,41.0,22.48,84.94,33.0
1.0,3.95,-23.35,82.82,41.0,22.6,84.98,32.0
2.0,7.9,-23.36,82.78,41.0,22.54,84.86,32.0
3.0,11.86,-23.3,82.77,41.0,22.62,84.84,32.0
4.0,15.81,-23.32,82.75,41.0,22.58,84.95,32.0
5.0,19.76,-23.3,82.74,41.0,22.52,84.77,32.0
6.0,23.71,-23.32,82.76,41.0,22.55,84.84,32.0
7.0,27.66,-23.37,82.79,41.0,22.5,84.77,32.0
8.0,31.62,-23.37,82.77,41.0,22.56,84.98,32.0
9.0,35.57,-23.4,82.79,41.0,22.53,84.88,32.0
10.0,39.52,-23.4,82.81,41.0,22.52,84.94,32.0
11.0,43.47,-23.44,82.85,40.0,22.56,84.91,32.0
12.0,47.42,-23.34,82.78,40.0,22.61,84.97,32.0
13.0,51.37,-23.26,82.73,41.0,22.56,84.86,32.0
14.0,55.33,-23.26,82.74,41.0,22.53,84.97,32.0
15.0,59.28,-23.21,82.73,41.0,22.55,85.03,33.0
16.0,63.23,-23.32,82.81,41.0,22.53,84.95,33.0
17.0,67.18,-23.25,82.71,41.0,22.56,84.91,32.0
18.0,71.13,-23.31,82.79,41.0,22.51,84.88,32.0
19.0,75.09,-23.37,82.8,41.0,22.56,84.93,32.0
20.0,79.04,-23.34,82.84,41.0,22.54,84.85,32.0
21.0,82.99,-23.39,82.86,41.0,22.59,84.92,33.0
22.0,86.94,-23.37,82.84,41.0,22.51,84.84,32.0
23.0,90.89,-23.37,82.82,41.0,22.49,84.82,32.0
24.0,94.85,-23.38,82.83,41.0,22.6,84.73,32.0
25.0,98.8,-23.26,82.74,41.0,22.57,84.89,32.0
26.0,102.75,-23.31,82.77,41.0,22.57,84.88,32.0
27.0,106.7,-23.34,82.77,41.0,22.53,84.8,32.0
28.0,110.65,-23.35,82.8,41.0,22.54,84.89,32.0
29.0,114.61,-23.3,82.81,41.0,22.59,84.89,32.0
30.0,118.56,-23.39,82.78,41.0,22.53,84.96,33.0
31.0,122.51,-23.37,82.83,41.0,22.51,84.86,33.0
32.0,126.46,-23.29,82.77,41.0,22.56,84.93,33.0
33.0,130.41,-23.42,82.86,41.0,22.52,84.72,32.0
34.0,134.36,-23.37,82.77,41.0,22.56,84.91,32.0
35.0,138.32,-23.42,82.86,41.0,22.54,84.89,32.0
36.0,142.27,-23.41,82.84,41.0,22.55,84.83,32.0
37.0,146.22,-23.39,82.83,41.0,22.58,84.9,32.0
38.0,150.17,-23.39,82.82,41.0,22.57,84.96,32.0
39.0,154.12,-23.35,82.79,41.0,22.51,84.96,32.0
40.0,158.08,-23.32,82.77,41.0,22.6,84.85,32.0
41.0,162.03,-23.3,82.84,41.0,22.5,84.96,32.0
42.0,165.98,-23.31,82.82,41.0,22.61,84.86,32.0
43.0,169.93,-23.23,82.72,41.0,22.47,84.96,33.0
44.0,173.88,-23.28,82.74,41.0,22.59,84.89,34.0
45.0,177.84,-23.23,82.72,41.0,22.55,84.82,33.0
46.0,181.79,-23.31,82.79,41.0,22.58,84.76,32.0
47.0,185.74,-23.28,82.78,41.0,22.56,84.89,32.0
48.0,189.69,-23.4,82.8,41.0,22.57,84.95,32.0
49.0,193.64,-23.33,82.77,41.0,22.52,84.83,32.0
50.0,197.6,-23.32,82.75,41.0,22.51,84.8,32.0
51.0,201.55,-23.28,82.76,41.0,22.53,84.74,32.0
52.0,205.5,-23.33,82.77,41.0,22.61,84.64,32.0
53.0,209.45,-23.41,82.85,40.0,22.58,84.79,32.0
54.0,213.4,-23.37,82.81,40.0,22.62,84.89,32.0
55.0,217.35,-23.34,82.78,41.0,22.59,84.78,32.0
56.0,221.31,-23.31,82.78,41.0,22.58,84.73,33.0
57.0,225.26,-23.31,82.83,41.0,22.59,84.75,32.0
58.0,229.21,-23.27,82.79,41.0,22.56,84.89,33.0
59.0,233.16,-23.31,82.77,41.0,22.54,84.72,33.0
60.0,237.11,-23.34,82.77,41.0,22.65,84.8,33.0
61.0,241.07,-23.33,82.78,41.0,22.63,84.78,33.0
62.0,245.02,-23.38,82.83,41.0,22.56,84.93,32.0
63.0,248.97,-23.4,82.87,41.0,22.51,84.78,32.0
64.0,252.92,-23.41,82.8,41.0,22.57,84.88,32.0
65.0,256.87,-23.41,82.81,41.0,22.55,84.8,32.0
66.0,260.83,-23.34,82.78,41.0,22.63,84.81,32.0
67.0,264.78,-23.37,82.78,40.0,22.59,84.65,33.0
68.0,268.73,-23.35,82.77,40.0,22.59,84.75,32.0
69.0,272.68,-23.41,82.8,40.0,22.58,84.61,32.0
70.0,276.63,-23.36,82.76,41.0,22.73,84.52,32.0
71.0,280.59,-23.32,82.76,40.0,22.71,84.35,32.0
72.0,284.54,-23.28,82.73,40.0,22.76,84.36,32.0
73.0,288.49,-23.27,82.73,41.0,22.72,84.33,32.0
74.0,292.44,-23.26,82.73,41.0,22.8,84.3,32.0
75.0,296.39,-23.35,82.78,40.0,22.78,84.33,32.0
76.0,300.34,-23.33,82.77,41.0,22.75,84.26,32.0
77.0,304.3,-23.31,82.77,41.0,22.78,84.28,32.0
78.0,308.25,-23.32,82.71,40.0,22.8,84.0,31.0
79.0,312.2,-23.36,82.79,41.0,22.86,83.95,31.0
80.0,316.15,-23.44,82.78,40.0,22.82,83.96,31.0
81.0,320.1,-23.32,82.74,40.0,22.87,83.85,31.0
82.0,324.06,-23.24,82.74,40.0,22.9,83.9,31.0
83.0,328.01,-23.37,82.76,40.0,22.89,83.84,31.0
84.0,331.96,-23.4,82.79,39.0,22.96,83.83,31.0
85.0,335.91,-23.27,82.71,39.0,22.96,83.83,31.0
86.0,339.86,-23.32,82.74,40.0,23.0,83.7,31.0
87.0,343.82,-23.32,82.71,39.0,22.97,83.81,30.0
88.0,347.77,-23.34,82.72,39.0,23.0,83.71,30.0
89.0,351.72,-23.3,82.72,39.0,23.16,83.59,30.0
