Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
231.0,912.89,12.23,162.35,396.0,-3.47,179.6,408.0
232.0,916.84,12.21,162.22,395.0,-3.38,179.34,408.0
233.0,920.79,12.21,162.06,395.0,-3.29,179.0,407.0
234.0,924.75,12.18,162.0,395.0,-3.27,178.94,407.0
235.0,928.7,12.19,161.8,394.0,-3.21,178.66,406.0
236.0,932.65,12.19,161.7,393.0,-3.14,178.59,407.0
237.0,936.6,12.2,161.71,393.0,-3.12,178.54,406.0
238.0,940.55,12.22,161.68,395.0,-3.08,178.48,406.0
239.0,944.51,12.21,161.66,394.0,-3.04,178.42,406.0
240.0,948.46,12.2,161.66,394.0,-3.03,178.26,406.0
241.0,952.41,12.21,161.79,393.0,-2.98,178.19,404.0
242.0,956.36,12.26,161.89,393.0,-2.97,178.19,403.0
243.0,960.31,12.24,161.89,391.0,-2.93,178.2,403.0
244.0,964.26,12.27,161.89,391.0,-2.92,178.21,401.0
245.0,968.22,12.25,161.96,389.0,-2.9,178.2,401.0
246.0,972.17,12.28,162.13,389.0,-2.88,178.17,398.0
247.0,976.12,12.26,162.15,388.0,-2.86,178.18,397.0
248.0,980.07,12.27,162.25,388.0,-2.84,178.2,397.0
249.0,984.02,12.28,162.25,387.0,-2.81,178.13,396.0
250.0,987.98,12.31,162.35,385.0,-2.76,178.08,396.0
251.0,991.93,12.31,162.36,384.0,-2.72,177.93,394.0
252.0,995.88,12.31,162.45,384.0,-2.71,177.9,394.0
253.0,999.83,12.31,162.5,382.0,-2.67,177.78,392.0
254.0,1003.78,12.33,162.46,379.0,-2.64,177.67,391.0
255.0,1007.74,12.34,162.47,379.0,-2.57,177.58,390.0
256.0,1011.69,12.3,162.42,379.0,-2.54,177.48,389.0
257.0,1015.64,12.32,162.35,379.0,-2.51,177.3,388.0
258.0,1019.59,12.33,162.39,375.0,-2.48,177.18,388.0
259.0,1023.54,12.25,162.28,374.0,-2.42,177.03,387.0
260.0,1027.49,12.24,162.14,372.0,-2.38,176.9,386.0
261.0,1031.45,12.19,161.85,370.0,-2.35,176.82,385.0
262.0,1035.4,12.19,161.75,370.0,-2.28,176.65,385.0
263.0,1039.35,12.17,161.57,369.0,-2.23,176.54,385.0
264.0,1043.3,12.16,161.5,368.0,-2.12,176.42,384.0
265.0,1047.25,12.1,161.44,367.0,-2.03,176.19,382.0
266.0,1051.21,12.08,161.47,365.0,-1.96,176.02,381.0
267.0,1055.16,12.07,161.45,365.0,-1.86,175.82,380.0
268.0,1059.11,12.02,161.4,363.0,-1.78,175.5,380.0
269.0,1063.06,12.02,161.52,361.0,-1.66,175.09,378.0
270.0,1067.01,11.98,161.56,359.0,-1.58,174.66,377.0
271.0,1070.97,11.92,161.43,358.0,-1.54,174.2,376.0
272.0,1074.92,11.84,161.35,358.0,-1.39,173.46,375.0
273.0,1078.87,11.8,161.34,357.0,-1.32,172.86,376.0
274.0,1082.82,11.77,161.33,355.0,-1.24,172.57,375.0
275.0,1086.77,11.73,161.32,352.0,-1.11,172.1,373.0
276.0,1090.73,11.65,161.34,349.0,-1.05,172.05,373.0
277.0,1094.68,11.63,161.49,347.0,-0.93,171.72,372.0
278.0,1098.63,11.55,161.37,346.0,-0.82,171.53,369.0
279.0,1102.58,11.5,161.24,344.0,-0.69,171.17,369.0
280.0,1106.53,11.44,161.14,343.0,-0.58,171.07,366.0
281.0,1110.48,11.38,160.85,342.0,-0.46,170.67,366.0
282.0,1114.44,11.32,160.68,340.0,-0.36,170.43,364.0
283.0,1118.39,11.26,160.43,338.0,-0.23,170.14,362.0
284.0,1122.34,11.16,160.12,336.0,-0.04,169.83,358.0
285.0,1126.29,11.09,159.68,337.0,0.07,169.26,359.0
286.0,1130.24,11.01,159.2,333.0,0.18,168.55,359.0
287.0,1134.2,10.98,158.72,331.0,0.27,167.9,356.0
288.0,1138.15,10.82,158.05,330.0,0.44,166.95,356.0
289.0,1142.1,10.72,157.43,330.0,0.6,166.2,354.0
290.0,1146.05,10.63,156.98,328.0,0.7,165.39,353.0
291.0,1150.0,10.53,156.37,326.0,0.85,164.44,352.0
292.0,1153.96,10.42,155.9,324.0,0.93,163.66,350.0
293.0,1157.91,10.33,155.45,323.0,1.08,162.93,347.0
294.0,1161.86,10.23,154.81,323.0,1.19,162.17,346.0
295.0,1165.81,10.1,154.43,321.0,1.32,161.45,344.0
296.0,1169.76,10.0,154.19,320.0,1.34,160.84,342.0
297.0,1173.72,9.88,153.69,318.0,1.44,160.29,339.0
298.0,1177.67,9.81,153.31,319.0,1.54,159.74,339.0
299.0,1181.62,9.71,153.08,317.0,1.65,159.15,337.0
300.0,1185.57,9.57,152.73,314.0,1.7,158.7,335.0
301.0,1189.52,9.45,152.36,312.0,1.77,158.22,333.0
302.0,1193.47,9.3,152.07,311.0,1.87,157.8,329.0
303.0,1197.43,9.18,151.77,309.0,1.98,157.4,327.0
304.0,1201.38,9.03,151.47,306.0,2.08,156.94,324.0
305.0,1205.33,8.88,151.19,303.0,2.14,156.54,321.0
306.0,1209.28,8.72,150.78,300.0,2.27,156.27,319.0
307.0,1213.23,8.59,150.5,296.0,2.34,155.86,315.0
