Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,-20.3,69.54,29.0,46.75,47.66,45.0
1.0,3.95,-20.39,69.46,29.0,46.75,47.72,45.0
2.0,7.9,-20.32,69.49,29.0,46.69,47.65,45.0
3.0,11.86,-20.41,69.6,29.0,46.8,47.62,46.0
4.0,15.81,-20.37,69.57,29.0,46.77,47.66,46.0
5.0,19.76,-20.34,69.44,29.0,46.67,47.58,46.0
6.0,23.71,-20.26,69.48,30.0,46.54,47.49,46.0
7.0,27.66,-20.26,69.52,29.0,46.65,47.51,45.0
8.0,31.62,-20.36,69.6,29.0,46.72,47.54,45.0
9.0,35.57,-20.33,69.51,29.0,46.58,47.5,45.0
10.0,39.52,-20.24,69.47,30.0,46.47,47.4,45.0
11.0,43.47,-20.24,69.42,29.0,46.52,47.38,45.0
12.0,47.42,-20.32,69.56,29.0,46.53,47.42,45.0
13.0,51.37,-20.22,69.48,29.0,46.45,47.3,45.0
14.0,55.33,-20.21,69.48,29.0,46.48,47.45,45.0
15.0,59.28,-20.28,69.6,29.0,46.59,47.49,45.0
16.0,63.23,-20.24,69.46,29.0,46.45,47.39,45.0
17.0,67.18,-20.2,69.44,29.0,46.44,47.37,45.0
18.0,71.13,-20.19,69.53,29.0,46.42,47.31,45.0
19.0,75.09,-20.23,69.49,29.0,46.43,47.38,45.0
20.0,79.04,-20.19,69.54,29.0,46.45,47.35,45.0
21.0,82.99,-20.21,69.51,29.0,46.43,47.28,45.0
22.0,86.94,-20.24,69.53,29.0,46.47,47.34,44.0
23.0,90.89,-20.32,69.6,29.0,46.71,47.52,43.0
24.0,94.85,-20.2,69.51,29.0,46.44,47.33,43.0
25.0,98.8,-20.31,69.57,29.0,46.5,47.39,44.0
26.0,102.75,-20.41,69.72,29.0,46.7,47.52,43.0
27.0,106.7,-20.41,69.75,29.0,46.73,47.54,43.0
28.0,110.65,-20.37,69.71,29.0,46.69,47.52,43.0
29.0,114.61,-20.42,69.77,29.0,46.8,47.56,43.0
30.0,118.56,-20.46,69.8,29.0,46.76,47.56,43.0
31.0,122.51,-20.41,69.74,29.0,46.73,47.48,43.0
32.0,126.46,-20.44,69.86,29.0,46.79,47.56,43.0
33.0,130.41,-20.44,69.85,29.0,46.82,47.63,43.0
34.0,134.36,-20.39,69.8,29.0,46.79,47.57,43.0
35.0,138.32,-20.41,69.9,29.0,46.81,47.66,43.0
36.0,142.27,-20.45,70.0,29.0,46.8,47.57,43.0
37.0,146.22,-20.48,69.96,29.0,46.85,47.69,43.0
38.0,150.17,-20.44,69.98,29.0,46.81,47.59,43.0
39.0,154.12,-20.45,69.96,29.0,46.79,47.58,43.0
40.0,158.08,-20.52,70.14,29.0,46.99,47.86,43.0
41.0,162.03,-20.41,70.03,29.0,46.81,47.8,43.0
42.0,165.98,-20.46,70.07,29.0,46.96,47.95,42.0
43.0,169.93,-20.54,70.18,29.0,46.91,47.92,42.0
44.0,173.88,-20.66,70.29,28.0,47.22,47.99,42.0
45.0,177.84,-20.64,70.28,28.0,47.06,47.99,42.0
46.0,181.79,-20.61,70.28,28.0,47.12,48.13,42.0
47.0,185.74,-20.55,70.22,28.0,47.11,48.04,42.0
48.0,189.69,-20.74,70.37,28.0,47.22,48.2,42.0
49.0,193.64,-20.58,70.35,28.0,47.14,48.11,42.0
50.0,197.6,-20.61,70.39,28.0,47.15,48.11,42.0
51.0,201.55,-20.59,70.3,28.0,47.05,48.09,42.0
52.0,205.5,-20.64,70.39,28.0,47.07,47.96,42.0
53.0,209.45,-20.61,70.34,28.0,47.0,47.87,42.0
54.0,213.4,-20.62,70.34,28.0,47.0,48.06,42.0
55.0,217.35,-20.69,70.4,28.0,47.03,47.98,42.0
56.0,221.31,-20.65,70.39,28.0,47.06,48.08,42.0
57.0,225.26,-20.47,70.5,28.0,46.8,47.8,42.0
58.0,229.21,-20.55,70.48,28.0,46.95,47.9,42.0
59.0,233.16,-20.53,70.57,28.0,46.93,47.85,42.0
60.0,237.11,-20.49,70.56,27.0,46.89,47.88,41.0
