Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,-21.05,168.28,21.0,19.64,166.78,19.0
1.0,3.95,-20.86,168.3,21.0,19.53,166.89,21.0
2.0,7.9,-20.44,168.52,22.0,19.37,166.74,22.0
3.0,11.86,-20.28,168.54,22.0,19.09,166.86,23.0
4.0,15.81,-19.9,168.9,23.0,18.93,166.87,23.0
5.0,19.76,-19.66,169.14,23.0,18.51,167.05,25.0
6.0,23.71,-19.38,169.23,24.0,18.23,167.14,25.0
7.0,27.66,-19.11,169.29,25.0,18.2,167.01,26.0
8.0,31.62,-18.56,169.88,25.0,18.02,166.96,29.0
9.0,35.57,-18.15,170.3,27.0,17.74,167.02,31.0
10.0,39.52,-17.59,170.71,28.0,17.72,166.93,32.0
11.0,43.47,-17.46,170.71,30.0,17.41,166.86,34.0
12.0,47.42,-17.2,171.0,30.0,17.33,166.95,35.0
13.0,51.37,-16.77,171.48,31.0,17.19,167.0,36.0
14.0,55.33,-16.58,171.55,34.0,17.06,166.85,37.0
15.0,59.28,-16.24,171.81,36.0,16.97,166.7,40.0
16.0,63.23,-16.32,171.55,37.0,16.93,166.68,44.0
17.0,67.18,-16.16,171.77,39.0,16.7,166.76,46.0
18.0,71.13,-16.16,171.61,41.0,16.6,166.77,50.0
19.0,75.09,-15.96,171.83,45.0,16.49,166.8,53.0
20.0,79.04,-15.72,171.78,47.0,16.28,166.91,58.0
21.0,82.99,-15.76,171.67,48.0,16.23,166.82,62.0
22.0,86.94,-15.81,171.45,51.0,16.12,166.88,67.0
23.0,90.89,-15.65,171.43,57.0,16.2,166.77,70.0
24.0,94.85,-15.6,171.37,62.0,16.09,166.77,75.0
25.0,98.8,-15.45,171.37,66.0,16.03,166.87,80.0
26.0,102.75,-15.49,170.97,70.0,16.02,166.78,86.0
27.0,106.7,-15.38,170.94,75.0,15.9,166.87,91.0
28.0,110.65,-15.53,170.53,81.0,15.83,166.85,99.0
29.0,114.61,-15.47,170.34,87.0,15.77,166.83,105.0
30.0,118.56,-15.61,169.8,92.0,15.69,166.9,111.0
31.0,122.51,-15.65,169.44,97.0,15.58,166.96,117.0
32.0,126.46,-15.83,168.85,103.0,15.51,167.03,124.0
33.0,130.41,-15.95,167.94,110.0,15.48,166.99,131.0
34.0,134.36,-16.01,166.69,117.0,15.35,167.05,139.0
35.0,138.32,-16.02,163.96,125.0,15.26,167.09,144.0
36.0,142.27,-16.04,160.02,135.0,15.18,167.1,150.0
37.0,146.22,-15.92,155.43,146.0,15.07,167.11,159.0
38.0,150.17,-15.83,150.34,156.0,14.98,167.08,166.0
39.0,154.12,-15.69,145.42,168.0,14.98,166.86,171.0
40.0,158.08,-15.61,141.19,178.0,14.92,166.56,181.0
41.0,162.03,-15.5,137.79,187.0,15.02,166.1,189.0
42.0,165.98,-15.3,134.64,195.0,14.99,165.63,197.0
43.0,169.93,-15.12,132.12,204.0,15.06,165.05,204.0
44.0,173.88,-15.0,130.04,215.0,15.04,164.51,212.0
45.0,177.84,-14.84,128.13,223.0,15.14,163.66,219.0
46.0,181.79,-14.73,126.54,233.0,15.2,162.39,227.0
47.0,185.74,-14.56,124.84,240.0,15.21,160.79,238.0
48.0,189.69,-14.45,123.29,248.0,15.06,158.38,246.0
49.0,193.64,-14.32,121.79,257.0,14.96,155.76,255.0
50.0,197.6,-14.24,120.4,266.0,14.82,153.26,263.0
51.0,201.55,-14.14,119.11,276.0,14.6,150.87,272.0
52.0,205.5,-14.09,117.96,285.0,14.42,149.02,278.0
53.0,209.45,-14.06,117.1,292.0,14.31,147.43,282.0
54.0,213.4,-14.05,116.29,299.0,14.14,146.45,286.0
55.0,217.35,-14.03,115.68,305.0,14.05,145.73,291.0
56.0,221.31,-14.03,115.18,311.0,13.93,145.36,294.0
57.0,225.26,-14.03,114.78,316.0,13.83,145.27,298.0
58.0,229.21,-14.06,114.41,323.0,13.75,145.15,299.0
59.0,233.16,-14.08,114.26,328.0,13.7,145.21,302.0
60.0,237.11,-14.15,114.07,333.0,13.65,145.38,304.0
61.0,241.07,-14.18,113.94,337.0,13.58,145.45,307.0
62.0,245.02,-14.26,113.87,341.0,13.5,145.63,308.0
63.0,248.97,-14.29,113.89,347.0,13.44,145.76,310.0
64.0,252.92,-14.38,114.02,349.0,13.33,145.95,313.0
65.0,256.87,-14.42,114.02,354.0,13.21,146.13,315.0
66.0,260.83,-14.44,114.23,357.0,13.11,146.38,317.0
67.0,264.78,-14.46,114.51,357.0,12.99,146.57,317.0
68.0,268.73,-14.48,114.92,360.0,12.87,146.93,318.0
69.0,272.68,-14.48,115.32,364.0,12.8,147.37,319.0
70.0,276.63,-14.49,115.8,367.0,12.67,147.68,320.0
71.0,280.59,-14.48,116.26,369.0,12.55,148.16,322.0
72.0,284.54,-14.43,116.91,372.0,12.44,148.43,322.0
73.0,288.49,-14.42,117.4,373.0,12.35,148.9,323.0
74.0,292.44,-14.37,117.97,375.0,12.24,149.31,324.0
75.0,296.39,-14.33,118.45,375.0,12.1,149.63,325.0
76.0,300.34,-14.27,118.94,376.0,12.01,149.84,325.0
77.0,304.3,-14.24,119.39,377.0,11.85,150.13,325.0
78.0,308.25,-14.17,119.87,381.0,11.77,150.28,325.0
79.0,312.2,-14.1,120.22,384.0,11.68,150.4,325.0
80.0,316.15,-14.07,120.78,385.0,11.58,150.6,324.0
81.0,320.1,-14.01,121.22,387.0,11.47,150.92,324.0
82.0,324.06,-13.92,121.69,386.0,11.37,151.09,323.0
83.0,328.01,-13.85,122.2,387.0,11.29,151.27,323.0
84.0,331.96,-13.78,122.75,387.0,11.18,151.46,321.0
85.0,335.91,-13.68,123.25,389.0,11.07,151.79,319.0
86.0,339.86,-13.6,123.74,390.0,10.99,152.0,317.0
87.0,343.82,-13.5,124.3,392.0,10.85,152.35,316.0
88.0,347.77,-13.43,124.75,393.0,10.73,152.62,315.0
89.0,351.72,-13.34,125.25,394.0,10.66,152.83,314.0
90.0,355.67,-13.26,125.68,394.0,10.55,153.0,314.0
91.0,359.62,-13.17,126.07,396.0,10.44,153.23,312.0
92.0,363.58,-13.1,126.41,396.0,10.32,153.42,313.0
93.0,367.53,-13.02,126.82,398.0,10.22,153.62,312.0
94.0,371.48,-12.94,127.18,398.0,10.11,153.81,310.0
95.0,375.43,-12.84,127.44,397.0,9.98,154.05,306.0
96.0,379.38,-12.77,127.81,399.0,9.85,154.17,304.0
97.0,383.33,-12.73,128.06,398.0,9.71,154.25,303.0
98.0,387.29,-12.69,128.39,398.0,9.56,154.49,300.0
