Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,-25.31,77.78,25.0,28.04,84.56,37.0
1.0,3.95,-25.4,77.84,24.0,28.14,84.51,37.0
2.0,7.9,-25.47,77.84,24.0,28.21,84.51,37.0
3.0,11.86,-25.47,77.76,24.0,28.29,84.58,36.0
4.0,15.81,-25.51,77.75,23.0,28.35,84.59,36.0
5.0,19.76,-25.45,77.76,22.0,28.42,84.65,36.0
6.0,23.71,-25.42,77.7,22.0,28.42,84.66,35.0
7.0,27.66,-25.42,77.68,22.0,28.46,84.64,35.0
8.0,31.62,-25.51,77.72,22.0,28.41,84.52,34.0
9.0,35.57,-25.47,77.76,22.0,28.52,84.5,33.0
10.0,39.52,-25.48,77.64,22.0,28.51,84.45,33.0
11.0,43.47,-25.49,77.72,22.0,28.78,84.51,33.0
12.0,47.42,-25.48,77.7,22.0,28.77,84.49,33.0
13.0,51.37,-25.42,77.56,22.0,28.83,84.52,33.0
14.0,55.33,-25.45,77.53,22.0,28.83,84.53,33.0
15.0,59.28,-25.5,77.53,22.0,28.81,84.45,33.0
16.0,63.23,-25.48,77.53,22.0,28.79,84.34,32.0
17.0,67.18,-25.56,77.54,22.0,28.87,84.42,32.0
18.0,71.13,-25.55,77.51,21.0,28.79,84.38,31.0
19.0,75.09,-25.45,77.4,21.0,28.85,84.4,31.0
20.0,79.04,-25.51,77.39,20.0,28.79,84.41,31.0
21.0,82.99,-25.49,77.34,20.0,28.8,84.46,30.0
22.0,86.94,-25.5,77.37,20.0,28.82,84.4,30.0
23.0,90.89,-25.81,77.51,19.0,28.8,84.39,30.0
24.0,94.85,-25.82,77.47,19.0,28.89,84.38,29.0
25.0,98.8,-25.81,77.4,19.0,28.99,84.45,29.0
26.0,102.75,-25.81,77.4,19.0,29.03,84.44,29.0
27.0,106.7,-25.84,77.35,19.0,29.02,84.44,29.0
28.0,110.65,-25.76,77.29,19.0,28.87,84.33,28.0
29.0,114.61,-25.72,77.2,19.0,28.97,84.38,28.0
30.0,118.56,-25.7,77.15,19.0,28.93,84.39,28.0
31.0,122.51,-25.71,77.17,19.0,28.96,84.46,28.0
32.0,126.46,-25.6,77.11,19.0,28.97,84.41,28.0
33.0,130.41,-25.52,77.0,19.0,28.97,84.37,28.0
34.0,134.36,-25.63,77.1,19.0,28.91,84.27,28.0
35.0,138.32,-25.62,76.96,19.0,28.88,84.32,27.0
36.0,142.27,-25.52,76.92,19.0,28.98,84.38,27.0
37.0,146.22,-25.67,76.94,19.0,28.95,84.32,27.0
38.0,150.17,-25.69,76.92,19.0,28.99,84.24,27.0
39.0,154.12,-25.7,76.95,18.0,29.03,84.31,26.0
40.0,158.08,-25.58,76.8,18.0,29.08,84.36,26.0
41.0,162.03,-25.63,76.78,18.0,29.08,84.41,25.0
42.0,165.98,-25.57,76.77,18.0,28.93,84.22,25.0
43.0,169.93,-25.52,76.68,18.0,28.97,84.22,25.0
44.0,173.88,-25.62,76.65,16.0,28.98,84.28,25.0
45.0,177.84,-25.63,76.63,16.0,28.98,84.21,24.0
46.0,181.79,-25.6,76.57,16.0,28.97,84.19,24.0
47.0,185.74,-25.61,76.57,16.0,28.96,84.15,24.0
48.0,189.69,-25.64,76.6,16.0,28.95,84.14,23.0
49.0,193.64,-25.61,76.62,16.0,29.15,84.28,24.0
50.0,197.6,-25.58,76.58,15.0,29.14,84.21,24.0
51.0,201.55,-25.65,76.61,15.0,29.06,84.16,24.0
52.0,205.5,-25.6,76.58,16.0,29.12,84.23,24.0
53.0,209.45,-25.65,76.62,16.0,29.0,84.14,23.0
54.0,213.4,-25.6,76.66,15.0,29.01,84.12,23.0
55.0,217.35,-25.62,76.59,15.0,28.93,84.09,23.0
56.0,221.31,-25.58,76.6,15.0,29.01,84.11,23.0
57.0,225.26,-25.6,76.53,15.0,28.92,84.07,23.0
58.0,229.21,-25.53,76.48,15.0,28.95,84.13,23.0
59.0,233.16,-25.54,76.49,15.0,28.94,84.13,23.0
60.0,237.11,-25.59,76.57,15.0,28.95,84.14,23.0
61.0,241.07,-25.52,76.52,15.0,28.98,84.2,23.0
62.0,245.02,-25.57,76.53,15.0,28.94,84.14,23.0
63.0,248.97,-25.56,76.58,15.0,28.82,84.09,23.0
64.0,252.92,-25.55,76.53,15.0,28.88,84.15,23.0
65.0,256.87,-25.57,76.56,15.0,28.85,84.12,23.0
66.0,260.83,-25.49,76.49,15.0,28.81,84.07,23.0
67.0,264.78,-25.51,76.45,15.0,28.82,84.16,23.0
68.0,268.73,-25.53,76.52,15.0,28.76,84.08,23.0
69.0,272.68,-25.44,76.52,15.0,28.76,84.08,23.0
70.0,276.63,-25.42,76.52,15.0,28.63,84.0,23.0
71.0,280.59,-25.42,76.47,15.0,28.52,83.95,23.0
72.0,284.54,-25.48,76.55,15.0,28.64,84.02,23.0
73.0,288.49,-25.38,76.58,15.0,28.52,83.99,23.0
74.0,292.44,-25.35,76.5,15.0,28.4,83.95,23.0
75.0,296.39,-25.33,76.49,15.0,28.44,83.96,23.0
76.0,300.34,-25.37,76.58,15.0,28.41,83.89,22.0
77.0,304.3,-25.19,76.52,15.0,28.48,83.93,22.0
