Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,-13.73,81.02,59.0,19.04,74.91,74.0
1.0,3.95,-13.73,81.02,59.0,19.01,74.84,74.0
2.0,7.9,-13.75,81.01,59.0,18.95,74.79,74.0
3.0,11.86,-13.75,81.04,59.0,18.92,74.8,74.0
4.0,15.81,-13.73,81.02,59.0,18.99,74.9,73.0
5.0,19.76,-13.78,81.07,59.0,18.98,74.78,74.0
6.0,23.71,-13.79,81.06,59.0,18.99,74.8,74.0
7.0,27.66,-13.88,81.08,59.0,18.99,74.84,74.0
8.0,31.62,-13.9,81.13,59.0,19.02,74.83,74.0
9.0,35.57,-13.85,81.07,58.0,19.05,74.81,74.0
10.0,39.52,-13.86,81.06,58.0,19.07,74.8,74.0
11.0,43.47,-13.92,81.08,58.0,19.04,74.81,74.0
12.0,47.42,-13.94,81.12,59.0,19.06,74.78,74.0
13.0,51.37,-13.96,81.13,59.0,19.07,74.78,74.0
14.0,55.33,-13.93,81.11,59.0,19.1,74.76,73.0
15.0,59.28,-13.86,81.08,59.0,19.09,74.75,73.0
16.0,63.23,-13.91,81.1,59.0,19.17,74.77,73.0
17.0,67.18,-13.9,81.1,58.0,19.17,74.76,73.0
18.0,71.13,-13.91,81.09,58.0,19.18,74.76,73.0
19.0,75.09,-14.01,81.14,58.0,19.16,74.71,72.0
20.0,79.04,-13.94,81.16,58.0,19.16,74.75,72.0
21.0,82.99,-13.98,81.19,58.0,19.2,74.74,72.0
22.0,86.94,-13.99,81.19,58.0,19.18,74.74,72.0
23.0,90.89,-14.01,81.19,58.0,19.22,74.75,72.0
24.0,94.85,-14.06,81.19,58.0,19.26,74.76,71.0
25.0,98.8,-14.09,81.21,58.0,19.36,74.78,71.0
26.0,102.75,-14.04,81.19,58.0,19.32,74.73,70.0
27.0,106.7,-14.03,81.19,58.0,19.37,74.74,70.0
28.0,110.65,-14.02,81.22,58.0,19.32,74.69,70.0
29.0,114.61,-14.11,81.25,58.0,19.33,74.64,70.0
30.0,118.56,-14.13,81.26,58.0,19.32,74.63,70.0
31.0,122.51,-14.14,81.26,58.0,19.36,74.61,70.0
32.0,126.46,-14.23,81.3,58.0,19.33,74.6,69.0
33.0,130.41,-14.27,81.34,57.0,19.46,74.61,68.0
34.0,134.36,-14.36,81.42,57.0,19.54,74.66,67.0
35.0,138.32,-14.39,81.41,57.0,19.6,74.71,67.0
36.0,142.27,-14.41,81.44,57.0,19.56,74.57,66.0
37.0,146.22,-14.47,81.49,57.0,19.66,74.63,64.0
38.0,150.17,-14.53,81.54,56.0,19.66,74.63,64.0
39.0,154.12,-14.51,81.52,55.0,19.72,74.72,63.0
40.0,158.08,-14.58,81.63,54.0,19.85,74.76,63.0
41.0,162.03,-14.72,81.62,53.0,19.89,74.82,63.0
42.0,165.98,-14.82,81.7,52.0,19.95,74.78,62.0
43.0,169.93,-14.86,81.65,52.0,20.09,74.87,60.0
44.0,173.88,-15.02,81.81,52.0,20.2,74.93,59.0
45.0,177.84,-15.15,81.89,51.0,20.27,75.01,58.0
46.0,181.79,-15.32,81.94,50.0,20.32,75.11,56.0
47.0,185.74,-15.48,82.07,49.0,20.39,75.2,55.0
48.0,189.69,-15.62,82.13,48.0,20.48,75.47,54.0
