Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,-14.56,138.65,19.0,,,0.0
0.0,0.0,-14.56,138.65,19.0,5.02,145.52,26.0
1.0,3.95,-14.53,138.79,19.0,,,0.0
1.0,3.95,-14.53,138.79,19.0,4.65,146.72,26.0
2.0,7.9,-14.48,139.34,20.0,,,0.0
2.0,7.9,-14.48,139.34,20.0,4.64,146.8,27.0
3.0,11.86,-14.32,139.23,21.0,,,0.0
3.0,11.86,-14.32,139.23,21.0,4.65,146.88,27.0
4.0,15.81,-14.24,139.33,22.0,,,0.0
4.0,15.81,-14.24,139.33,22.0,4.53,146.97,27.0
5.0,19.76,-14.32,139.09,23.0,,,0.0
5.0,19.76,-14.32,139.09,23.0,4.52,147.01,28.0
6.0,23.71,-14.13,139.58,23.0,,,0.0
6.0,23.71,-14.13,139.58,23.0,4.37,147.51,28.0
7.0,27.66,-14.02,140.37,23.0,,,0.0
7.0,27.66,-14.02,140.37,23.0,4.42,147.43,29.0
8.0,31.62,-14.02,140.48,23.0,,,0.0
8.0,31.62,-14.02,140.48,23.0,4.36,147.58,29.0
9.0,35.57,-13.88,140.44,24.0,,,0.0
9.0,35.57,-13.88,140.44,24.0,4.37,147.8,29.0
10.0,39.52,-13.76,140.67,25.0,,,0.0
10.0,39.52,-13.76,140.67,25.0,4.3,147.89,30.0
11.0,43.47,-13.62,140.69,25.0,,,0.0
11.0,43.47,-13.62,140.69,25.0,4.06,148.65,30.0
12.0,47.42,-13.71,140.8,25.0,,,0.0
12.0,47.42,-13.71,140.8,25.0,4.06,148.64,31.0
13.0,51.37,-13.38,141.51,26.0,,,0.0
13.0,51.37,-13.38,141.51,26.0,3.98,148.98,31.0
14.0,55.33,-13.28,141.51,26.0,,,0.0
14.0,55.33,-13.28,141.51,26.0,3.89,149.3,31.0
15.0,59.28,-13.23,141.66,26.0,,,0.0
15.0,59.28,-13.23,141.66,26.0,3.84,149.53,32.0
16.0,63.23,-13.06,142.06,27.0,,,0.0
16.0,63.23,-13.06,142.06,27.0,3.63,150.12,32.0
17.0,67.18,-12.82,142.7,27.0,,,0.0
17.0,67.18,-12.82,142.7,27.0,3.55,150.32,32.0
18.0,71.13,-12.85,142.6,27.0,,,0.0
18.0,71.13,-12.85,142.6,27.0,3.54,150.62,33.0
19.0,75.09,-12.56,143.57,28.0,,,0.0
19.0,75.09,-12.56,143.57,28.0,3.33,151.03,34.0
20.0,79.04,-12.53,143.77,29.0,,,0.0
20.0,79.04,-12.53,143.77,29.0,3.22,151.14,34.0
21.0,82.99,-12.31,143.82,32.0,,,0.0
21.0,82.99,-12.31,143.82,32.0,3.11,151.76,34.0
22.0,86.94,-12.13,144.38,32.0,,,0.0
22.0,86.94,-12.13,144.38,32.0,3.01,151.83,35.0
23.0,90.89,-11.96,145.09,33.0,,,0.0
23.0,90.89,-11.96,145.09,33.0,2.8,152.44,36.0
24.0,94.85,-11.77,145.42,34.0,,,0.0
24.0,94.85,-11.77,145.42,34.0,2.77,153.02,37.0
25.0,98.8,-11.66,146.01,36.0,,,0.0
