Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
260.0,1027.49,0.59,157.87,365.0,-4.75,188.31,398.0
261.0,1031.45,0.6,157.83,366.0,-4.72,188.12,398.0
262.0,1035.4,0.65,157.79,365.0,-4.65,187.91,395.0
263.0,1039.35,0.66,157.67,364.0,-4.58,187.58,393.0
264.0,1043.3,0.67,157.77,364.0,-4.53,187.45,388.0
265.0,1047.25,0.7,157.72,364.0,-4.45,187.09,386.0
266.0,1051.21,0.71,157.69,364.0,-4.32,186.7,384.0
267.0,1055.16,0.77,157.64,366.0,-4.3,186.57,381.0
268.0,1059.11,0.76,157.62,365.0,-4.19,186.22,380.0
269.0,1063.06,0.8,157.65,365.0,-4.14,185.9,378.0
270.0,1067.01,0.78,157.57,365.0,-4.01,185.58,375.0
271.0,1070.97,0.78,157.47,365.0,-3.9,184.97,375.0
272.0,1074.92,0.76,157.38,363.0,-3.77,184.42,372.0
273.0,1078.87,0.76,157.24,363.0,-3.68,183.99,369.0
274.0,1082.82,0.72,157.2,361.0,-3.56,183.54,367.0
275.0,1086.77,0.71,157.07,360.0,-3.46,183.16,365.0
276.0,1090.73,0.66,156.84,361.0,-3.37,182.76,364.0
277.0,1094.68,0.64,156.68,361.0,-3.24,182.31,361.0
278.0,1098.63,0.62,156.48,358.0,-3.12,181.93,360.0
279.0,1102.58,0.57,156.14,358.0,-3.02,181.6,357.0
280.0,1106.53,0.52,155.84,357.0,-2.92,181.27,353.0
281.0,1110.48,0.51,155.51,358.0,-2.84,180.91,350.0
282.0,1114.44,0.49,155.02,356.0,-2.75,180.63,347.0
283.0,1118.39,0.46,154.45,356.0,-2.64,180.15,344.0
284.0,1122.34,0.44,154.02,356.0,-2.56,179.7,343.0
285.0,1126.29,0.43,153.46,355.0,-2.45,179.22,340.0
286.0,1130.24,0.39,152.84,354.0,-2.4,178.77,339.0
287.0,1134.2,0.35,152.34,352.0,-2.29,178.15,335.0
288.0,1138.15,0.34,151.82,352.0,-2.24,177.62,334.0
289.0,1142.1,0.29,151.3,351.0,-2.18,176.99,332.0
290.0,1146.05,0.25,150.67,350.0,-2.13,176.45,328.0
291.0,1150.0,0.17,150.19,349.0,-2.09,175.87,327.0
292.0,1153.96,0.13,149.7,348.0,-2.0,175.13,326.0
293.0,1157.91,0.04,149.31,347.0,-1.96,174.45,324.0
294.0,1161.86,-0.01,148.66,347.0,-1.84,173.68,320.0
295.0,1165.81,-0.07,148.19,345.0,-1.78,173.01,318.0
296.0,1169.76,-0.13,147.75,345.0,-1.71,172.29,314.0
297.0,1173.72,-0.19,147.17,345.0,-1.64,171.73,311.0
298.0,1177.67,-0.25,146.76,343.0,-1.54,171.04,308.0
299.0,1181.62,-0.32,146.23,341.0,-1.45,170.33,305.0
300.0,1185.57,-0.39,145.84,342.0,-1.32,169.5,302.0
301.0,1189.52,-0.45,145.47,344.0,-1.28,168.79,300.0
302.0,1193.47,-0.53,145.09,345.0,-1.18,167.96,297.0
303.0,1197.43,-0.61,144.67,344.0,-1.12,167.27,295.0
304.0,1201.38,-0.67,144.33,343.0,-1.02,166.34,293.0
305.0,1205.33,-0.74,143.91,340.0,-0.95,165.73,290.0
306.0,1209.28,-0.81,143.64,340.0,-0.88,165.03,287.0
307.0,1213.23,-0.9,143.18,341.0,-0.86,164.4,283.0
