Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,-17.09,63.22,15.0,23.15,61.2,9.0
1.0,3.95,-17.31,63.11,15.0,23.9,61.58,9.0
2.0,7.9,-17.28,63.35,15.0,23.58,61.47,9.0
3.0,11.86,-17.19,63.26,15.0,23.7,61.5,9.0
4.0,15.81,-17.32,63.36,15.0,23.64,61.44,9.0
5.0,19.76,-17.37,63.37,15.0,23.67,61.52,9.0
6.0,23.71,-17.35,63.33,15.0,23.65,61.47,9.0
7.0,27.66,-17.25,63.28,15.0,23.82,61.53,10.0
8.0,31.62,-17.37,63.38,15.0,23.81,61.53,10.0
9.0,35.57,-17.32,63.35,15.0,23.86,61.52,10.0
10.0,39.52,-17.4,63.38,15.0,23.78,61.61,10.0
11.0,43.47,-17.34,63.36,15.0,23.87,61.62,10.0
12.0,47.42,-17.31,63.37,15.0,23.81,61.57,10.0
13.0,51.37,-17.37,63.32,15.0,23.71,61.47,10.0
14.0,55.33,-17.32,63.35,15.0,23.76,61.53,10.0
15.0,59.28,-17.31,63.31,15.0,23.64,61.59,9.0
16.0,63.23,-17.33,63.36,15.0,23.73,61.54,10.0
17.0,67.18,-17.33,63.35,15.0,23.7,61.49,10.0
18.0,71.13,-17.27,63.3,15.0,23.81,61.6,10.0
19.0,75.09,-17.32,63.31,15.0,23.8,61.65,10.0
20.0,79.04,-17.37,63.36,15.0,23.85,61.54,10.0
21.0,82.99,-17.31,63.33,15.0,23.81,61.67,10.0
22.0,86.94,-17.35,63.3,15.0,23.77,61.54,10.0
23.0,90.89,-17.44,63.37,15.0,23.85,61.46,10.0
24.0,94.85,-17.34,63.39,15.0,23.76,61.54,10.0
25.0,98.8,-17.41,63.39,15.0,23.75,61.57,10.0
26.0,102.75,-17.47,63.36,15.0,23.78,61.54,10.0
27.0,106.7,-17.33,63.32,15.0,23.8,61.6,10.0
28.0,110.65,-17.36,63.37,15.0,23.74,61.47,10.0
29.0,114.61,-17.32,63.33,15.0,23.88,61.5,10.0
30.0,118.56,-17.34,63.38,15.0,23.81,61.53,10.0
31.0,122.51,-17.35,63.35,15.0,23.83,61.52,10.0
