Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,28.87,69.33,0.0,18.68,50.99,26.0
0.0,0.0,28.87,69.33,0.0,17.56,72.68,0.0
0.0,0.0,28.87,69.33,0.0,1.64,66.12,21.0
0.0,0.0,28.87,69.33,0.0,,,5.0
1.0,3.95,28.87,69.33,0.0,18.59,51.08,25.0
1.0,3.95,28.87,69.33,0.0,17.66,72.89,0.0
1.0,3.95,28.87,69.33,0.0,1.68,66.2,21.0
1.0,3.95,28.87,69.33,0.0,,,5.0
2.0,7.9,27.94,69.33,0.0,18.4,51.31,24.0
2.0,7.9,27.94,69.33,0.0,14.96,72.73,0.0
2.0,7.9,27.94,69.33,0.0,1.49,66.4,21.0
2.0,7.9,27.94,69.33,0.0,,,4.0
3.0,11.86,28.58,68.63,0.0,18.37,51.47,24.0
3.0,11.86,28.58,68.63,0.0,12.19,72.61,0.0
3.0,11.86,28.58,68.63,0.0,1.25,66.67,20.0
3.0,11.86,28.58,68.63,0.0,,,3.0
4.0,15.81,27.68,68.24,0.0,18.06,51.67,23.0
4.0,15.81,27.68,68.24,0.0,9.73,72.06,0.0
4.0,15.81,27.68,68.24,0.0,1.14,66.99,20.0
4.0,15.81,27.68,68.24,0.0,,,3.0
5.0,19.76,28.0,67.75,0.0,18.06,51.84,22.0
5.0,19.76,28.0,67.75,0.0,10.37,71.94,0.0
5.0,19.76,28.0,67.75,0.0,1.01,67.16,19.0
5.0,19.76,28.0,67.75,0.0,,,2.0
6.0,23.71,27.0,67.14,1.0,17.76,51.97,20.0
6.0,23.71,27.0,67.14,1.0,10.75,70.55,0.0
6.0,23.71,27.0,67.14,1.0,0.82,67.26,18.0
6.0,23.71,27.0,67.14,1.0,,,2.0
7.0,27.66,26.85,67.28,1.0,18.02,52.13,19.0
7.0,27.66,26.85,67.28,1.0,11.57,69.93,0.0
7.0,27.66,26.85,67.28,1.0,0.47,67.67,17.0
7.0,27.66,26.85,67.28,1.0,,,2.0
8.0,31.62,26.6,67.39,1.0,17.82,52.27,19.0
8.0,31.62,26.6,67.39,1.0,9.81,70.32,0.0
