Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
0.0,0.0,-5.89,89.01,348.0,4.34,139.74,474.0
1.0,3.95,-5.82,89.27,348.0,4.35,139.86,474.0
2.0,7.9,-5.77,89.31,347.0,4.35,140.05,473.0
3.0,11.86,-5.75,89.68,348.0,4.34,140.08,474.0
4.0,15.81,-5.69,89.95,347.0,4.32,140.18,474.0
5.0,19.76,-5.68,90.07,346.0,4.3,140.22,475.0
6.0,23.71,-5.64,90.32,345.0,4.29,140.23,475.0
7.0,27.66,-5.58,90.65,346.0,4.31,140.3,475.0
8.0,31.62,-5.54,90.86,345.0,4.29,140.34,475.0
9.0,35.57,-5.45,91.12,345.0,4.29,140.36,476.0
10.0,39.52,-5.41,91.43,345.0,4.3,140.39,476.0
11.0,43.47,-5.33,91.76,346.0,4.34,140.43,479.0
12.0,47.42,-5.3,91.94,346.0,4.35,140.42,479.0
13.0,51.37,-5.29,92.14,345.0,4.31,140.26,480.0
14.0,55.33,-5.21,92.45,344.0,4.28,140.2,479.0
15.0,59.28,-5.16,92.64,343.0,4.28,140.18,479.0
16.0,63.23,-5.11,92.95,341.0,4.25,140.15,480.0
17.0,67.18,-5.12,92.98,339.0,4.22,140.02,481.0
18.0,71.13,-5.04,93.26,338.0,4.17,139.91,481.0
19.0,75.09,-5.03,93.41,337.0,4.14,139.79,482.0
20.0,79.04,-5.01,93.64,336.0,4.08,139.61,484.0
21.0,82.99,-5.01,93.82,334.0,4.02,139.36,485.0
22.0,86.94,-4.98,93.92,333.0,3.96,139.16,486.0
23.0,90.89,-4.96,94.32,333.0,3.9,138.96,485.0
24.0,94.85,-4.9,94.66,333.0,3.85,138.72,485.0
25.0,98.8,-4.88,95.01,333.0,3.74,138.39,485.0
26.0,102.75,-4.86,95.33,333.0,3.69,138.11,487.0
27.0,106.7,-4.79,95.87,332.0,3.6,137.82,487.0
28.0,110.65,-4.71,96.38,332.0,3.51,137.41,487.0
29.0,114.61,-4.66,96.93,333.0,3.43,137.2,487.0
30.0,118.56,-4.63,97.32,334.0,3.33,136.82,488.0
31.0,122.51,-4.55,97.91,336.0,3.23,136.45,488.0
32.0,126.46,-4.48,98.45,336.0,3.09,136.1,487.0
33.0,130.41,-4.45,99.04,338.0,2.98,135.68,484.0
34.0,134.36,-4.41,99.65,338.0,2.89,135.39,484.0
35.0,138.32,-4.36,100.23,340.0,2.8,135.16,482.0
36.0,142.27,-4.31,100.8,342.0,2.69,134.76,482.0
37.0,146.22,-4.28,101.22,343.0,2.59,134.49,482.0
38.0,150.17,-4.27,101.8,345.0,2.49,134.24,481.0
39.0,154.12,-4.26,102.2,348.0,2.41,133.84,481.0
40.0,158.08,-4.26,102.68,351.0,2.36,133.61,482.0
41.0,162.03,-4.26,102.9,354.0,2.26,133.28,482.0
42.0,165.98,-4.26,103.36,357.0,2.23,132.98,482.0
43.0,169.93,-4.26,103.67,357.0,2.18,132.63,481.0
44.0,173.88,-4.25,104.02,360.0,2.14,132.47,481.0
45.0,177.84,-4.24,104.31,365.0,2.1,132.31,481.0
46.0,181.79,-4.25,104.54,367.0,2.01,131.93,484.0
47.0,185.74,-4.28,104.84,369.0,2.03,131.89,485.0
48.0,189.69,-4.26,105.0,370.0,2.04,131.8,485.0
49.0,193.64,-4.25,105.32,372.0,2.0,131.6,487.0
50.0,197.6,-4.25,105.66,375.0,1.98,131.55,489.0
51.0,201.55,-4.27,106.0,377.0,1.99,131.52,489.0
52.0,205.5,-4.27,106.35,381.0,1.97,131.35,492.0
53.0,209.45,-4.26,106.66,383.0,1.99,131.22,494.0
54.0,213.4,-4.24,107.07,385.0,1.93,131.01,496.0
55.0,217.35,-4.23,107.47,389.0,1.93,130.95,497.0
56.0,221.31,-4.24,107.81,390.0,1.93,130.88,498.0
57.0,225.26,-4.28,108.12,390.0,1.9,130.73,500.0
58.0,229.21,-4.25,108.47,391.0,1.87,130.61,501.0
59.0,233.16,-4.25,108.82,391.0,1.85,130.49,502.0
60.0,237.11,-4.22,109.17,392.0,1.79,130.31,504.0
61.0,241.07,-4.24,109.4,394.0,1.75,130.24,506.0
62.0,245.02,-4.23,109.63,396.0,1.7,130.11,507.0
63.0,248.97,-4.25,110.01,400.0,1.65,129.97,508.0
64.0,252.92,-4.25,110.26,401.0,1.64,129.88,509.0
65.0,256.87,-4.23,110.56,401.0,1.57,129.77,509.0
66.0,260.83,-4.22,110.86,402.0,1.53,129.77,513.0
67.0,264.78,-4.23,111.22,402.0,1.51,129.7,515.0
68.0,268.73,-4.2,111.54,403.0,1.46,129.63,518.0
69.0,272.68,-4.23,111.89,403.0,1.43,129.63,518.0
70.0,276.63,-4.23,112.08,404.0,1.42,129.6,519.0
71.0,280.59,-4.23,112.4,404.0,1.41,129.62,520.0
72.0,284.54,-4.28,112.59,405.0,1.37,129.65,522.0
73.0,288.49,-4.31,112.76,406.0,1.34,129.57,523.0
74.0,292.44,-4.36,112.98,406.0,1.32,129.51,523.0
75.0,296.39,-4.4,113.28,405.0,1.27,129.49,525.0
76.0,300.34,-4.46,113.67,406.0,1.22,129.56,525.0
77.0,304.3,-4.56,113.91,405.0,1.19,129.51,525.0
78.0,308.25,-4.6,114.28,406.0,1.11,129.47,525.0
79.0,312.2,-4.69,114.71,409.0,1.09,129.34,529.0
80.0,316.15,-4.75,115.05,409.0,1.0,129.19,528.0
81.0,320.1,-4.81,115.42,409.0,0.96,129.12,528.0
82.0,324.06,-4.89,115.76,409.0,0.91,129.08,527.0
83.0,328.01,-4.97,116.22,413.0,0.87,129.0,528.0
84.0,331.96,-5.01,116.53,414.0,0.81,128.8,528.0
85.0,335.91,-5.06,117.03,414.0,0.8,128.7,528.0
86.0,339.86,-5.16,117.5,414.0,0.75,128.58,528.0
87.0,343.82,-5.24,118.06,413.0,0.67,128.33,528.0
88.0,347.77,-5.31,118.66,415.0,0.6,128.25,526.0
89.0,351.72,-5.38,119.34,415.0,0.57,128.03,524.0
90.0,355.67,-5.45,119.89,416.0,0.52,127.86,521.0
91.0,359.62,-5.5,120.5,416.0,0.46,127.64,522.0
92.0,363.58,-5.54,121.08,416.0,0.41,127.4,520.0
93.0,367.53,-5.6,121.65,416.0,0.37,127.15,518.0
94.0,371.48,-5.64,122.19,418.0,0.27,126.83,517.0
95.0,375.43,-5.71,122.64,419.0,0.21,126.6,515.0
96.0,379.38,-5.75,123.19,418.0,0.17,126.37,513.0
97.0,383.33,-5.84,123.6,419.0,0.14,126.07,509.0
98.0,387.29,-5.88,124.13,419.0,0.11,125.76,508.0
99.0,391.24,-5.93,124.51,419.0,0.06,125.48,507.0
100.0,395.19,-5.99,125.0,420.0,0.04,125.14,503.0
