frame,time,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence,ang_left_elbow,ang_right_elbow,ang_left_shoulder,ang_right_shoulder,ang_left_hip,ang_right_hip,ang_left_knee,ang_right_knee,ang_left_hip_shoulder_y,ang_right_hip_shoulder_y,ang_left_shoulder_elbow_y,ang_right_shoulder_elbow_y,ang_left_elbow_wrist_y,ang_right_elbow_wrist_y,ang_left_hip_knee_y,ang_right_hip_knee_y,ang_left_knee_ankle_y,ang_right_knee_ankle_y,ang_hips_x,ang_shoulders_x
0.0,0.0,0.54498607,0.5398672,0.43094784,0.5100262,0.5510649,0.35580555,0.55899674,0.61211884,0.34509745,0.51684713,0.6153483,0.2770901,0.5436091,0.6502413,0.30584502,0.5123402,0.65945774,0.23390175,0.54319,0.6821194,0.39919522,0.52114224,0.68278027,0.37010303,0.5050462,0.7677239,0.26241374,0.48718327,0.75580376,0.39825273,0.5052818,0.87245166,0.2558974,0.49393162,0.86350584,0.27839598,2.566417044835256,2.934058293275474,0.20416300524326075,0.02151674241357539,2.7350443296837237,2.6221057807573427,2.7201694061524297,2.6437249119092208,3.1289673685741364,3.057397762799799,0.19153772022760537,0.10571163320357596,0.38363788852693237,0.10182272711074358,0.4191736089217249,0.43529198204245595,0.0022496385156411886,0.0625757596381182,3.1116271522020047,2.83161620768294
1.0,0.0,0.5512446,0.53657335,0.7673884,0.5092446,0.53806376,0.7124096,0.5522948,0.6376181,0.9093883,0.507272,0.6229165,0.84571254,0.52508605,0.7164594,0.7450183,0.48803553,0.6830786,0.63322747,0.5562023,0.6696129,0.8282305,0.5277742,0.66417223,0.81578153,0.49040896,0.7217851,0.63717437,0.47321662,0.70873505,0.9322171,0.5047191,0.8572472,0.7350814,0.48378018,0.8378683,0.8405452,2.7988897043123835,2.8553651020718624,0.026854582709018023,0.16913305166883794,2.203988851367577,2.109809724232507,2.135987394869035,2.1740778074407614,3.104345030300499,2.9957027495061332,0.010393040580284866,0.02324314758518065,0.3323099086971294,0.3094706991031082,0.9003561789329212,0.8858930252736262,0.10524907978783693,0.08162182087540469,2.95249572617924,3.1061215852266386
2.0,0.0,0.5508331,0.53435427,0.8736159,0.508017,0.53546196,0.8746956,0.55206174,0.63802296,0.74908185,0.50755066,0.6205472,0.81118613,0.5282095,0.71589535,0.79911196,0.48556873,0.69065213,0.39974117,0.55749977,0.6713457,0.90236324,0.5272879,0.6673399,0.80852896,0.48840192,0.71846914,0.48033065,0.47360465,0.7052922,0.9283614,0.5050681,0.8566541,0.82681984,0.4832193,0.83832544,0.8230456,2.8325159222204235,2.8432254165306836,0.03677545972388488,0.15058063317698178,2.1207000428418987,2.0410831817829855,2.0492985230721397,2.114035915725864,3.0929661472313326,2.9964928221417484,0.011851046634571658,0.005480801728919933,0.29722568473479505,0.30384803878804717,0.9722661043894353,0.9554096403587632,0.12002802612821722,0.07214709750516743,3.0097712763175384,3.1157275474091866
3.0,0.0,0.5512857,0.5345806,0.89743465,0.50821155,0.5366674,0.8408431,0.5520454,0.63966733,0.90016145,0.5070131,0.6219444,0.76577765,0.5270977,0.7163136,0.64453185,0.48500904,0.68915087,0.42607993,0.55519354,0.67305535,0.86541563,0.5268672,0.6685367,0.81165826,0.4888045,0.71632695,0.558811,0.47385484,0.70610046,0.95984435,0.50468284,0.85578454,0.8764244,0.48241645,0.83883363,0.8772588,2.8196872438208187,2.8392353658803833,0.02098396731907483,0.15459082421439105,2.120214570149616,2.0467226532486213,2.0350580490299244,2.1228476069403874,3.113379545485207,3.001054517788118,0.00722914078552001,0.01405268841271503,0.3146762689834609,0.31640997612212346,0.9931649753355906,0.9543318645394973,0.11336962922427919,0.06441318210990675,2.983404335109693,3.093183812899742
4.0,0.0,0.5503195,0.53427845,0.899265,0.50917846,0.53640497,0.90727216,0.552315,0.6386506,0.94029987,0.50704724,0.621091,0.7683928,0.52766114,0.7183901,0.7299734,0.48699176,0.6867445,0.49061057,0.55692154,0.6755006,0.88878584,0.52855086,0.6707158,0.80543923,0.48878652,0.7167745,0.7225317,0.47292945,0.7041959,0.84540606,0.5045013,0.85720223,0.9186067,0.48209,0.839729,0.874017,2.8226184921114426,2.8702816655735686,0.027598555544186137,0.1684084815553032,2.0687296692197585,1.969384820339327,2.0040021093880322,2.045146094697549,3.094877342199497,2.998344995442745,0.01911675584610904,0.02516082340825413,0.2998574056322397,0.2964718114244795,1.026147672979735,1.0289601751034185,0.11144287122202544,0.0674863837888244,2.974511962329341,3.08995007919038
5.0,0.0,0.55132663,0.5343238,0.8609948,0.5084626,0.53624177,0.87279475,0.5526213,0.6370789,0.92966145,0.50630057,0.6210416,0.84301615,0.52665496,0.71590126,0.6419192,0.48806795,0.68603164,0.41323194,0.5565712,0.6760107,0.9139002,0.5290983,0.6703486,0.73887837,0.48894563,0.7171787,0.7095639,0.47275916,0.7039678,0.91141814,0.50326264,0.85620826,0.7934884,0.48289564,0.8375713,0.84314287,2.8107615601772844,2.8935689631000083,0.024399413590888444,0.1781677572149179,2.080636585503754,1.95612963469849,2.0150184414111223,2.0330824317593157,3.104594337391913,2.988915062111018,0.012598902606997328,0.025490165736137632,0.31823219080550924,0.27351385622592883,1.0239577518881606,1.032785427412528,0.10261646029051193,0.07572479441794756,2.938340907374322,3.096877037458833
6.0,0.0,0.55118394,0.5342874,0.8529359,0.50851715,0.53623396,0.8748585,0.552536,0.636784,0.9215281,0.5063587,0.6210052,0.855342,0.52684206,0.7159781,0.62963074,0.4882689,0.6852828,0.42038295,0.5558801,0.67598647,0.9214948,0.5290181,0.6701043,0.74102503,0.48863488,0.71693456,0.7028167,0.47272623,0.70364547,0.91269463,0.5031526,0.8565531,0.7810538,0.48277438,0.8386726,0.8210124,2.8146744812119637,2.8927127249083573,0.01993915635134058,0.1774163203493013,2.0846314554272944,1.9561945363517352,2.01415213432017,2.0338754255491502,3.1084629954616494,2.9896328881831553,0.013190501776794702,0.02545655494266172,0.31372767060102835,0.27433648362410057,1.0238315400343572,1.03343835183142,0.10360897923526569,0.07427887620922284,2.9260179813658755,3.096001898802523
7.0,0.0,0.5512998,0.53424615,0.87450665,0.5084756,0.5366393,0.88504916,0.552555,0.6376098,0.93712276,0.5061793,0.62083364,0.8462969,0.526807,0.7151643,0.67172956,0.48781592,0.6858097,0.4461343,0.5565083,0.6749556,0.9152613,0.5297057,0.66931945,0.7722135,0.48927557,0.71663237,0.696372,0.47296432,0.7039012,0.91423064,0.50348157,0.8560992,0.8191626,0.4830287,0.837433,0.857043,2.808900733372648,2.893425322799527,0.024856163379071886,0.1859316844807569,2.0887121282878196,1.9594799583637939,2.02420198127306,2.042916172624373,3.1045935530570197,2.9829280143571695,0.012142937153707522,0.027267045248137143,0.32054898306344143,0.2754343760384001,1.0158814247692005,1.0234480559933763,0.10150924754753407,0.07522842497204343,2.9343287539536482,3.0857675955729515
8.0,0.0,0.5513447,0.5343666,0.8486253,0.50800884,0.5365693,0.8385585,0.5524623,0.6372089,0.92576355,0.5067313,0.62125957,0.804533,0.5274417,0.7147262,0.65510356,0.48783797,0.68653375,0.42191994,0.5564783,0.6741853,0.91696537,0.5286674,0.66930896,0.7684248,0.4890063,0.7176154,0.70984685,0.47315043,0.7044594,0.890238,0.5044218,0.85643595,0.81843674,0.48233625,0.83896494,0.829109,2.818508352631341,2.8749303230184853,0.02583293747019281,0.1694772753577106,2.106013291201104,1.980839625629099,2.0321197847423074,2.0670458251202026,3.10489302012948,2.9871990839597005,0.010866695990117475,0.015083705727612601,0.31221760496833434,0.2817460362989264,0.9988797289283752,1.0063594583306021,0.11059313991911171,0.06818737013898984,2.968017918819456,3.0908077837170214
9.0,0.0,0.55125934,0.5342066,0.87297267,0.5086449,0.5367811,0.8873446,0.5525896,0.6372527,0.941337,0.5066789,0.62040925,0.82871306,0.5274853,0.7147897,0.63834256,0.48784256,0.68573856,0.4370229,0.5559175,0.67505413,0.9100299,0.5281628,0.6692654,0.77915335,0.48849452,0.7177333,0.67495984,0.47298115,0.7058896,0.9303129,0.5042214,0.85859793,0.8315136,0.48198318,0.8386809,0.829586,2.8155633000678657,2.884381715474581,0.020151657695547935,0.1697747087057066,2.1020719558744347,2.010473810741681,2.0239473567475126,2.0890567677394776,3.1085323451965645,2.995322445942433,0.01290865069767059,0.023504501058348636,0.3131207028242519,0.28071543917355796,1.0064603893221304,0.9848486352007522,0.11118490752015012,0.06768725064956439,2.9359727934273723,3.081252198996823
