frame,time,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,left_shoulder_presence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,right_shoulder_presence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,left_elbow_presence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,right_elbow_presence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,left_wrist_presence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,right_wrist_presence,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,left_hip_presence,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,right_hip_presence,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,left_knee_presence,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,right_knee_presence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,left_ankle_presence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,right_ankle_presence
0,0,0.15446182749591597,-0.3744867146015167,-0.16390404374552503,0.9999121427536012,0.99996817111969,0.12980635654231898,-0.4825955033302307,0.11409764467800322,0.9998039603233336,0.9999599456787108,0.030141614978792784,-0.2677050530910492,-0.037169414182431255,0.7737188339233398,0.9996637105941772,-0.054606346013680945,-0.2929188013076782,0.012911388846389258,0.5086576342582703,0.9995643496513368,0.1352022652434772,-0.3944096565246582,0.17652519705402345,0.6027340888977051,0.9999892711639404,-0.006759354826817179,-0.4087938964366913,-0.2531184618900159,0.4657770693302154,0.9999822378158568,0.02626644641183313,0.0165682286024093,-0.07494059610933604,0.9999691247940063,0.999996781349182,-0.02317428245731785,-0.0213712248951196,0.07732236418615097,0.9999823570251464,0.999998927116394,-0.32932215775583484,0.2070924341678619,-0.034503189266864076,0.890816867351532,0.9999593496322632,-0.38237638243350586,0.1085595712065696,0.12372541169223386,0.6064703464508057,0.9999691247940063,-0.2227791444302797,0.5745834708213806,0.012849932771690609,0.9510855674743652,0.99978369474411,-0.25513109899858577,0.516031801700592,0.22652073715955717,0.7176783084869385,0.9999673366546632
1,0,0.15885784097614974,-0.3738795816898346,-0.16649592121144624,0.999916672706604,0.9999903440475464,0.14136577784035037,-0.4814059436321258,0.11144726644028233,0.9998099207878112,0.999979853630066,0.04628204465662432,-0.2657435536384582,-0.051841374498115496,0.7851742506027222,0.9998583793640136,-0.02131527355793121,-0.2925419509410858,0.011480009694036444,0.4969640672206878,0.9996950626373292,0.13480168247880214,-0.3938082754611969,0.15871134225205225,0.6248641610145569,0.9999969005584716,0.023828961768910542,-0.4055903553962707,-0.23932524261453142,0.4646579623222351,0.999988317489624,0.026237406560484632,0.0169025249779224,-0.07491064280974864,0.999968647956848,0.999996781349182,-0.023115176578819688,-0.0217724926769733,0.07727178346244727,0.9999817609786988,0.9999986886978148,-0.316798674673659,0.2222158908843994,-0.031106348528304364,0.8888232111930847,0.9999551773071288,-0.37423284212642005,0.0965611711144447,0.11773185195599392,0.6121841073036194,0.9999642372131348,-0.19894581973755046,0.5763444304466248,0.04123646357056288,0.9473071694374084,0.9996040463447572,-0.2533555284732306,0.5142796039581299,0.21879300948673452,0.7163237929344177,0.9999557733535768
2,0,0.15926744859141956,-0.3737993538379669,-0.16372201352317772,0.9999171495437622,0.9999791383743286,0.14936799619030855,-0.4800341129302978,0.12112078372269053,0.9998047351837158,0.9999655485153198,0.04551582227979398,-0.2654007971286773,-0.05046469468378319,0.7822514772415161,0.9997310042381288,-0.013031721154143625,-0.2930959463119507,0.02713014772976096,0.4772046506404876,0.9996082186698914,0.14103732468522984,-0.3926362693309784,0.17114175533962528,0.6175364851951599,0.999991774559021,0.030363617579859434,-0.4050268530845642,-0.22412006652204985,0.4418356120586395,0.999972939491272,0.025939567172068877,0.016859084367752,-0.07510145667221321,0.9999673366546632,0.999996542930603,-0.022763083825605504,-0.0217278394848108,0.07749890102707425,0.9999807476997375,0.9999986886978148,-0.3137400024677697,0.2218399345874786,-0.027873424430356147,0.8871567845344543,0.9999639987945556,-0.3742239381919982,0.0922866016626358,0.1184326812586402,0.6084972620010376,0.9999734163284302,-0.19655280616591475,0.5749645233154297,0.04119764742214447,0.9443850517272948,0.9997368454933168,-0.25414925563775176,0.5077059268951416,0.21979388290865015,0.7071718573570251,0.9999666213989258
3,0,0.15880796616972426,-0.3749030530452728,-0.16454992560543064,0.9999202489852904,0.9999871253967284,0.14967031787660326,-0.4805057644844055,0.12091550387229452,0.9998021721839904,0.999970316886902,0.04521128627055279,-0.2649191617965698,-0.05123322571403738,0.7905157804489136,0.999858260154724,-0.010456335426229486,-0.2936716079711914,0.026777838832537596,0.4688855111598968,0.9996700286865234,0.1413986173321285,-0.3890873491764068,0.1710218817136062,0.6271752715110779,0.999996304512024,0.034182082558810695,-0.4049220979213714,-0.22545600663595788,0.4235736727714538,0.9999790191650392,0.02594813798301377,0.0168555546551942,-0.07513343176778693,0.999967634677887,0.9999980926513672,-0.02275677326690233,-0.0217088181525468,0.07754137746345607,0.9999805092811584,0.9999991655349731,-0.3058811657591301,0.2229704558849334,-0.02524019811117427,0.8905666470527649,0.9999833106994628,-0.37455406276034847,0.0878191515803337,0.11828368738628509,0.6217740774154663,0.9999871253967284,-0.18371100137706928,0.5754498839378357,0.05112880755276093,0.9449627995491028,0.999897837638855,-0.2541920508378776,0.5002726316452026,0.2198673259578363,0.7119714021682739,0.9999868869781494
4,0,0.15960170190172368,-0.3753111660480499,-0.16538486695322646,0.9999227523803712,0.9999880790710448,0.15076265167202474,-0.4805929362773895,0.12036323272186747,0.999808132648468,0.9999841451644896,0.048447487593276176,-0.2649170756340027,-0.053244754154401754,0.7980403900146484,0.9998385906219482,-0.008745648711478224,-0.2936561703681946,0.0261777474093301,0.4671307504177093,0.999767243862152,0.14404006260792737,-0.3892240226268768,0.16975015949263564,0.640379011631012,0.9999964237213136,0.03520421023176909,-0.40491583943367,-0.2260145754745448,0.4290490448474884,0.999992609024048,0.02598673256050188,0.0168707594275474,-0.07517937351081426,0.9999674558639526,0.999997615814209,-0.022778859392034726,-0.021727180108428,0.07758373546170047,0.9999802708625792,0.9999991655349731,-0.30172830860441796,0.2224017977714538,-0.024307554784561772,0.8914147615432739,0.9999743700027466,-0.3752402622416789,0.0799242183566093,0.11681427008096415,0.6324924230575562,0.9999845027923584,-0.1775685785833497,0.57369464635849,0.05601008381538987,0.944031834602356,0.9998257756233216,-0.2526608735680345,0.4939322471618652,0.21526292355511478,0.7158140540122986,0.9999834299087524
5,0,0.16015062907970595,-0.3752942979335785,-0.16566264605114164,0.9999247193336488,0.999985694885254,0.1547759768222851,-0.4805933237075805,0.12276432484392588,0.9998086094856262,0.9999754428863524,0.05102491581184662,-0.264566034078598,-0.05453506190567853,0.8011761903762817,0.9998531341552734,-0.003860679685239189,-0.2937029302120209,0.030993301090071885,0.4560650289058685,0.9997324347496032,0.1459829532192965,-0.3885613083839416,0.17053513529555112,0.6414655447006226,0.9999960660934448,0.040222621554353175,-0.4023740887641907,-0.22169866827330376,0.4138931632041931,0.999985933303833,0.025986922965684174,0.0168723110109567,-0.07522271479776158,0.9999681115150452,0.9999984502792358,-0.02276302041086538,-0.021726643666625,0.07764049429763348,0.9999804496765136,0.9999994039535522,-0.30063101357588445,0.2253629714250564,-0.02224433300826749,0.8908637166023254,0.9999819993972778,-0.3757612857159205,0.0815305709838867,0.11611453008012793,0.6352154612541199,0.9999876022338868,-0.17231690313010503,0.5756754875183105,0.062392822389192554,0.9418501853942872,0.9998862743377686,-0.25301501847470736,0.4948700666427612,0.21569226540016417,0.711611270904541,0.999985933303833
6,0,0.16225323648946097,-0.3752915561199188,-0.1612543970895992,0.9999258518218994,0.9999847412109376,0.15992046650542183,-0.4796207547187805,0.12848490803196913,0.999810516834259,0.9999780654907228,0.05174452270976767,-0.2645480930805206,-0.05038150068026509,0.8016999959945679,0.999795138835907,0.0011651653726617982,-0.2937059104442596,0.03885711458888145,0.4487968385219574,0.99971741437912,0.15168514036033767,-0.3886008560657501,0.17866478322928617,0.643550455570221,0.9999949932098388,0.04547639534242488,-0.4024195969104767,-0.2131772162253458,0.4095485210418701,0.9999866485595704,0.025933000392525853,0.0168414376676082,-0.07529038283669855,0.9999674558639526,0.9999971389770508,-0.022692841061866618,-0.0216996278613805,0.07771524343155148,0.9999800324440002,0.999998927116394,-0.30052860411151994,0.222814455628395,-0.022854208529207415,0.8920583724975586,0.9999727010726928,-0.37566726974454573,0.0796367973089218,0.11524620139529865,0.6374694108963013,0.9999812841415404,-0.17480767137214506,0.5716754794120789,0.0561722108520687,0.9405530691146852,0.9998160004615784,-0.2542173803574269,0.4936008751392364,0.215303824613566,0.7094346880912781,0.999975323677063
7,0,0.1655303732463588,-0.3752578496932983,-0.15450107406572866,0.9999274015426636,0.9999873638153076,0.16256527088732328,-0.4790168404579162,0.13475859725861397,0.9998130202293396,0.9999812841415404,0.05356864315638918,-0.263230949640274,-0.04508207312584077,0.8025941252708435,0.9997934699058532,0.003198464045948035,-0.2935243546962738,0.04711013810648344,0.4457789957523346,0.9997339844703674,0.15543186155996438,-0.3881801962852478,0.18646762254914181,0.642971396446228,0.9999951124191284,0.04961970921843474,-0.4023680388927459,-0.202450204391093,0.4025157988071441,0.9999855756759644,0.025889396919891346,0.0168438628315925,-0.07539095473306295,0.999967098236084,0.9999977350234984,-0.022641419148131815,-0.0217028111219406,0.07782306103177836,0.9999797940254213,0.9999991655349731,-0.3010207079474164,0.2224878519773483,-0.022962393601117417,0.8934074640274048,0.9999781847000122,-0.3759603974151481,0.0788400322198867,0.11475380319165618,0.6451287269592285,0.999985933303833,-0.17700689499964176,0.5714926719665527,0.05336122752114837,0.9392771124839784,0.9998399019241332,-0.25587313166732967,0.4938337802886963,0.2161965648003455,0.7106565833091736,0.9999821186065674
8,0,0.16565206117802056,-0.3754132688045501,-0.15454841279799938,0.999926745891571,0.9999816417694092,0.16138991599328095,-0.4789825975894928,0.13331983846896467,0.9998091459274292,0.9999704360961914,0.054556155727727956,-0.2643842697143554,-0.04488382530940325,0.798039436340332,0.9998003840446472,0.0006158821860389671,-0.2937333285808563,0.0433190125309794,0.4361667335033417,0.9996854066848756,0.15507328539852858,-0.3881549835205078,0.1858175195075651,0.6357421278953552,0.9999935626983644,0.04602996447207813,-0.4023372828960418,-0.20777191883015284,0.3908129632472992,0.9999818801879884,0.02592524640661121,0.0168900415301322,-0.07541192781594555,0.9999659061431884,0.9999969005584716,-0.02267200194110666,-0.0217498987913131,0.07784381740915165,0.9999789595603944,0.9999988079071044,-0.30111149046248403,0.2220905125141143,-0.023259362754969523,0.887880265712738,0.9999655485153198,-0.3762274801749247,0.0786897912621498,0.1144786889360278,0.6400810480117798,0.9999769926071168,-0.17846521309683605,0.5713321566581726,0.050726508592901294,0.9335920214653016,0.999705731868744,-0.257545396460529,0.4940252006053924,0.21283355880559784,0.7018995881080627,0.999968409538269
9,0,0.163906826541029,-0.3758743703365326,-0.15922928770855324,0.9999290108680724,0.9999891519546508,0.16045375516305455,-0.4793944060802459,0.13182116336478267,0.9998128414154052,0.9999816417694092,0.05465297647539173,-0.2644700706005096,-0.048060767101866964,0.8057175874710083,0.999862551689148,-0.0002654397243494269,-0.2938853204250335,0.04107936325614418,0.4360599815845489,0.9997351765632628,0.15392338379150045,-0.3881901204586029,0.1828924775562115,0.6493147015571594,0.9999966621398926,0.044625653060544626,-0.40254607796669,-0.2116336202120735,0.394380509853363,0.9999905824661256,0.02610784847394938,0.0169437620788812,-0.07546903556418746,0.9999662041664124,0.999997854232788,-0.02283571106855766,-0.0218046382069587,0.07789418774519542,0.9999789595603944,0.9999991655349731,-0.298065157133625,0.2217433899641037,-0.02479354807370185,0.8906718492507935,0.9999780654907228,-0.3764381103559507,0.0745221227407455,0.11186186137891332,0.6512063145637512,0.9999855756759644,-0.17612887229812205,0.5713391900062561,0.054307357386457505,0.9348552823066713,0.999861478805542,-0.25742166202180705,0.4906930327415466,0.21013955026860678,0.7096027135848999,0.9999843835830688
