feature,rho,p
peak_pelvis_gyro,0.6018567831279716,0.06562879945426144
mean_pelvis_gyro,0.5638447757725207,0.08957928461801377
delta_pelvis_tilt,0.4878207610616191,0.15262738999162032
rms_pelvis_acc,0.2914253897251231,0.41394533828138713
initial_pelvis_tilt,-0.2914253897251231,0.41394533828138713
max_pelvis_tilt,-0.14571269486256155,0.6879353866492849
hip_flexion_range,-0.1013653529478689,0.7805276092005135
