feature,rho,p
utg_mean_R_knee_flexion,-0.7454545454545454,0.013330146315440054
utg_mean_L_knee_flexion,-0.6121212121212121,0.05997214247725527
utg_mean_L_hip_flexion,-0.4666666666666666,0.17393859716506654
utg_mean_pelvis_lateral,-0.3939393939393939,0.25999776683488757
utg_mean_R_hip_flexion,-0.34545454545454546,0.3282265114713672
utg_delta_knee_asymmetry,-0.33333333333333326,0.3465935070873343
utg_mean_pelvis_tilt,-0.33333333333333326,0.3465935070873343
