feature,rho,p
forb_peak_pelvis_gyro,0.7902589723484118,0.006516335072918486
forb_delta_pelvis_tilt,0.6544332114760285,0.040058575269932964
uppr_total_hip_extension,-0.6235637203686687,0.054055994147519486
forb_rms_pelvis_acc,0.5556508399324771,0.09538314709000842
uppr_total_knee_extension,-0.37043389328831805,0.2920137866294625
uppr_peak_shank_gyro,0.2716515217447666,0.4477063127181061
