feature,rho,p
uppr_total_knee_extension,-0.5061069696548565,0.13554619432794096
uppr_rms_pelvis_acc,0.4573255749893281,0.1838821504940722
uppr_total_hip_extension,-0.4573255749893281,0.1838821504940722
uppr_peak_shank_gyro,0.4146418546569909,0.23348639656960046
uppr_delta_pelvis_tilt,-0.3719581343246535,0.2898765820773254
uppr_peak_pelvis_gyro,-0.17073488132934914,0.6372155152698102
uppr_mean_pelvis_gyro,-0.042683720332337284,0.9067992878615369
uppr_initial_pelvis_tilt,0.012195348666382083,0.9733266420642306
