frame,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0.5473908185958862,0.5117079019546509,0.5306143760681152,0.4988197982311249,0.5080926418304443,0.4125718772411346,0.5450138449668884,0.558768093585968,0.4722120761871338,0.4859815537929535,0.5531872510910034,0.4298936128616333,0.5212886333465576,0.5912266969680786,0.3815569579601288,0.4733113944530487,0.583012044429779,0.3045041859149933,0.5454145073890686,0.5862124562263489,0.5020784735679626,0.5095375180244446,0.5828953981399536,0.3779101967811584,0.5141637921333313,0.6258166432380676,0.204423725605011,0.4697870910167694,0.6111802458763123,0.3430688381195068,0.5156561136245728,0.701563835144043,0.2849012613296509,0.4838292598724365,0.6900520324707031,0.3512594401836395
1,0.5474608540534973,0.5118024349212646,0.5298588871955872,0.4987279772758484,0.5081369280815125,0.411034882068634,0.5449631214141846,0.5588563680648804,0.4739776849746704,0.4858641922473907,0.5531779527664185,0.4282637536525726,0.5213773250579834,0.5912790894508362,0.3857010304927826,0.4733993113040924,0.5831791758537292,0.3059456348419189,0.5452368259429932,0.586378276348114,0.5042932033538818,0.5094018578529358,0.5830186009407043,0.3757004141807556,0.5141595005989075,0.6259998083114624,0.2045635282993316,0.4697757065296173,0.6112841367721558,0.3429142534732818,0.5156427025794983,0.7017695903778076,0.2815525829792022,0.4837157428264618,0.6903315186500549,0.3503030836582184
2,0.5472978949546814,0.5117369890213013,0.5352263450622559,0.4986045658588409,0.5081934332847595,0.4085104763507843,0.5449987649917603,0.5587572455406189,0.4775814414024353,0.4858700037002563,0.5532470345497131,0.4252159595489502,0.5213160514831543,0.5912522673606873,0.3838436305522918,0.473624050617218,0.5833667516708374,0.3079567849636078,0.5446503758430481,0.5866050124168396,0.5065839886665344,0.5092733502388,0.5832570791244507,0.3720932304859161,0.5060603618621826,0.6244687438011169,0.2664355337619781,0.469574511051178,0.6113208532333374,0.3415356576442718,0.51453697681427,0.7020030617713928,0.2782638967037201,0.4838040769100189,0.6907987594604492,0.3565941154956817
3,0.5473422408103943,0.5114912390708923,0.5347056984901428,0.4984722733497619,0.5081392526626587,0.409731775522232,0.5445979833602905,0.5590275526046753,0.4832083880901336,0.48570516705513,0.5531980991363525,0.4278840720653534,0.5211147665977478,0.5915727019309998,0.3815767168998718,0.473479688167572,0.5836487412452698,0.3042766749858856,0.5441973209381104,0.5870519280433655,0.5064026117324829,0.5086022615432739,0.5835529565811157,0.3618025183677673,0.5054559111595154,0.6249446272850037,0.2652287483215332,0.4691318869590759,0.6115912199020386,0.3411628305912018,0.5140780210494995,0.7025651335716248,0.2790707945823669,0.4836923778057098,0.6907806396484375,0.3583101630210876
4,0.5472471714019775,0.5112876296043396,0.5388339161872864,0.4986581802368164,0.5079262852668762,0.411965936422348,0.5442069172859192,0.5585328340530396,0.4803822338581085,0.4856040179729461,0.5527615547180176,0.4309079647064209,0.520445704460144,0.591343104839325,0.377050518989563,0.4732940196990967,0.5834648609161377,0.3011258840560913,0.543433666229248,0.5867459177970886,0.5040498971939087,0.5083420276641846,0.5832039713859558,0.3550871312618255,0.5064848065376282,0.6193783283233643,0.3292988538742065,0.4688418209552765,0.6114689111709595,0.3345734477043152,0.512572705745697,0.7024499773979187,0.2784155011177063,0.4838170409202575,0.6903080940246582,0.3565530180931091
5,0.5472508668899536,0.5115494728088379,0.5352351069450378,0.4985025525093078,0.50785893201828,0.4101481139659881,0.5443315505981445,0.5586178302764893,0.4824165105819702,0.4852563440799713,0.5529090166091919,0.4348067343235016,0.5203006267547607,0.591548502445221,0.3757819533348083,0.4728487730026245,0.5835432410240173,0.302279382944107,0.5429630279541016,0.5867799520492554,0.5002362132072449,0.5095198750495911,0.5794990062713623,0.4417762160301208,0.5061137080192566,0.6195197105407715,0.3294160962104797,0.4684221446514129,0.611587405204773,0.3322406709194183,0.5131629109382629,0.7027663588523865,0.2829644680023193,0.4834368526935577,0.6902776956558228,0.3624401092529297
6,0.5473083257675171,0.5116887092590332,0.533282995223999,0.4979280233383178,0.5080463290214539,0.4043820202350616,0.5440405607223511,0.5590700507164001,0.4866283535957336,0.4851642251014709,0.5539692640304565,0.4198255240917206,0.5201168656349182,0.5914340019226074,0.3797805607318878,0.4729443788528442,0.5840896368026733,0.3031166195869446,0.5420547723770142,0.5864468812942505,0.4895384013652801,0.5088971853256226,0.5792474150657654,0.4363806843757629,0.5054921507835388,0.6187180280685425,0.3198380470275879,0.4684590697288513,0.610896110534668,0.3179952800273895,0.5124735832214355,0.7027567028999329,0.2831469774246216,0.4846449792385101,0.6906511187553406,0.3536489903926849
7,0.5470257997512817,0.5118409991264343,0.5400164127349854,0.4978356659412384,0.5087865591049194,0.4117648303508758,0.5434871315956116,0.559284508228302,0.4928701221942901,0.4850141108036041,0.5536207556724548,0.4202223122119903,0.5196893215179443,0.592093825340271,0.3744121491909027,0.4723133444786072,0.5845815539360046,0.3008049428462982,0.5416216850280762,0.5877693295478821,0.4857002198696136,0.5085769295692444,0.5803654193878174,0.4550529718399048,0.5054444670677185,0.6193687319755554,0.3214936852455139,0.4683449864387512,0.6111550331115723,0.3247861564159393,0.5119897723197937,0.7031863331794739,0.281192272901535,0.4837925732135772,0.6916574239730835,0.3588498830795288
8,0.5472415685653687,0.5116283297538757,0.5401235222816467,0.4979375898838043,0.5084643363952637,0.4079041182994842,0.5435329079627991,0.5589564442634583,0.4898631572723388,0.4851164221763611,0.5529623031616211,0.4234971702098846,0.5197853446006775,0.591718316078186,0.3755149841308594,0.4724591374397278,0.5836888551712036,0.298523485660553,0.541804313659668,0.5870149731636047,0.4924540221691131,0.5089008808135986,0.5795958042144775,0.4441023766994476,0.505328357219696,0.6192721724510193,0.3226496875286102,0.4684801995754242,0.6108701825141907,0.3238896429538727,0.5120583176612854,0.7031159996986389,0.2826700508594513,0.4836410880088806,0.6911537051200867,0.3596234619617462
9,0.5467360019683838,0.5111720561981201,0.5518965721130371,0.498584508895874,0.5076097846031189,0.4194604456424713,0.5437421202659607,0.5586100220680237,0.4960665702819824,0.4858679473400116,0.5519734621047974,0.4405546486377716,0.5196079015731812,0.5916533470153809,0.3738213777542114,0.4725307524204254,0.58323734998703,0.2997166812419891,0.5430684089660645,0.5861289501190186,0.5009019374847412,0.5081236362457275,0.5817843675613403,0.3486948907375335,0.505233883857727,0.6189399361610413,0.3206838369369507,0.4682997167110443,0.6100015044212341,0.3178228437900543,0.5133270025253296,0.7029629945755005,0.2908828556537628,0.4837705194950104,0.6906182765960693,0.3585786521434784
