frame,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0.5703230500221252,0.5150972604751587,0.5437107086181641,0.5363937616348267,0.5139226317405701,0.427213191986084,0.5552434921264648,0.5349716544151306,0.3554275929927826,0.5212848782539368,0.5323296785354614,0.3511822521686554,0.553688108921051,0.5239120721817017,0.2663517892360687,0.5300283432006836,0.523516833782196,0.2654717564582824,0.5535621643066406,0.5915694832801819,0.4517268240451813,0.5322816967964172,0.5876339077949524,0.4523869752883911,0.5166940689086914,0.6365309953689575,0.2312112152576446,0.4937240779399872,0.6198889017105103,0.2081108391284942,0.5158272981643677,0.6950305104255676,0.2357125580310821,0.4964323043823242,0.6849120855331421,0.306157499551773
1,0.5703386068344116,0.5148375034332275,0.5364184379577637,0.5368998050689697,0.513585090637207,0.4305460155010223,0.5547483563423157,0.5350295305252075,0.3560578525066376,0.5213193297386169,0.5323541760444641,0.3509485721588135,0.5528255105018616,0.5242352485656738,0.2671058177947998,0.5295191407203674,0.5238454937934875,0.2643157839775085,0.5534687638282776,0.5912049412727356,0.4453184008598327,0.5323458909988403,0.5874045491218567,0.4528918266296386,0.5167198777198792,0.6364695429801941,0.2326156497001648,0.4939918518066406,0.6199712753295898,0.2083255797624588,0.5155634880065918,0.6949290633201599,0.2351913601160049,0.4963034689426422,0.684898316860199,0.3043144643306732
2,0.5697551965713501,0.5148493051528931,0.5439125895500183,0.5363165140151978,0.5138807892799377,0.4297024309635162,0.5545529127120972,0.5350737571716309,0.3569510579109192,0.5212923884391785,0.5322229266166687,0.3485234379768371,0.5533549189567566,0.524053156375885,0.2668602764606476,0.5301184058189392,0.5236574411392212,0.2654456198215484,0.5534641146659851,0.5918081998825073,0.4540985524654388,0.5324139595031738,0.5876662731170654,0.4534315764904022,0.5153551697731018,0.6364760398864746,0.2229645401239395,0.4932759404182434,0.6199789643287659,0.2095399647951126,0.515108048915863,0.6952263712882996,0.2325810939073562,0.4960058629512787,0.6851614117622375,0.3090539872646332
3,0.5699948072433472,0.5152492523193359,0.5555423498153687,0.5358276963233948,0.5142210125923157,0.428748607635498,0.5549049973487854,0.5349369049072266,0.3548070788383484,0.5211107134819031,0.532455563545227,0.3521120250225067,0.5547279119491577,0.523830235004425,0.2666195631027221,0.5312390327453613,0.5235065817832947,0.2681251466274261,0.5538148880004883,0.5930383801460266,0.4740912020206451,0.5316194295883179,0.5885847210884094,0.4459096193313598,0.515387773513794,0.6359803080558777,0.220269426703453,0.4749332666397095,0.6101298332214355,0.3513112962245941,0.5156754851341248,0.6952369809150696,0.2329633831977844,0.4943936169147491,0.6856231689453125,0.3146808743476867
4,0.5698889493942261,0.5158896446228027,0.564789891242981,0.5355157852172852,0.515021562576294,0.4126570224761963,0.5545618534088135,0.5355361700057983,0.355727881193161,0.521494448184967,0.5331510305404663,0.3485743403434753,0.5548853278160095,0.5229358077049255,0.2584002017974853,0.5320409536361694,0.5228883624076843,0.2652090489864349,0.5534955859184265,0.5931164026260376,0.463581919670105,0.5322564840316772,0.5888566374778748,0.4546831250190735,0.5131756067276001,0.6356934905052185,0.2075758874416351,0.4925290942192077,0.6195259094238281,0.2083502411842346,0.5129821300506592,0.6947735548019409,0.2328908145427703,0.4964323043823242,0.6855573654174805,0.3056755661964416
5,0.5697599649429321,0.5148619413375854,0.5335776805877686,0.5367656350135803,0.5138306617736816,0.4239616990089416,0.5537334680557251,0.53557288646698,0.3558538258075714,0.5219175219535828,0.5335034132003784,0.3476828038692474,0.5519846081733704,0.5240753293037415,0.2629778385162353,0.5300225615501404,0.5241022706031799,0.2625242173671722,0.554224967956543,0.5913915038108826,0.4332639276981354,0.5340101718902588,0.5875246524810791,0.4747104942798614,0.5129294991493225,0.6348350048065186,0.2043405920267105,0.4938907921314239,0.6194002032279968,0.2092044949531555,0.5128402709960938,0.6944606304168701,0.2321966886520385,0.4973656833171844,0.6855993866920471,0.3024556934833526
6,0.5705536603927612,0.5155953168869019,0.5538182854652405,0.5370433330535889,0.5139736533164978,0.431317925453186,0.5539030432701111,0.5360932350158691,0.355042427778244,0.5215394496917725,0.5335667133331299,0.3487893342971802,0.5516351461410522,0.5239506363868713,0.2655045390129089,0.5291469693183899,0.5235351920127869,0.2604940831661224,0.5545129179954529,0.5921729803085327,0.4495184123516083,0.5336201190948486,0.5880153179168701,0.4691237807273865,0.5144915580749512,0.6350724697113037,0.2181576639413833,0.49248206615448,0.6197641491889954,0.2050498127937317,0.5155852437019348,0.6948609352111816,0.2431568801403045,0.4965011477470398,0.6857426762580872,0.3126777410507202
7,0.5697232484817505,0.5153918266296387,0.547063410282135,0.5366925597190857,0.5138217806816101,0.4311868250370025,0.5549850463867188,0.5352806448936462,0.3396210670471191,0.5214340686798096,0.5327121615409851,0.3549757599830627,0.5523614287376404,0.5227744579315186,0.2540916204452514,0.5296355485916138,0.522600531578064,0.2612730264663696,0.5550808906555176,0.590298056602478,0.5173376798629761,0.533388078212738,0.5857715010643005,0.4703683853149414,0.5150759816169739,0.6351801156997681,0.227367028594017,0.49489226937294,0.6193309426307678,0.2217056453227996,0.5153005719184875,0.6958431005477905,0.23245470225811,0.4977554082870483,0.6856580376625061,0.2993538379669189
8,0.5698459148406982,0.5152909755706787,0.5440304279327393,0.5370229482650757,0.5134679675102234,0.4348116815090179,0.5540871620178223,0.5351901054382324,0.3414643704891205,0.5216374397277832,0.5323030352592468,0.3526245653629303,0.552702784538269,0.5243911147117615,0.2635845243930816,0.5304242968559265,0.5237563848495483,0.2733407616615295,0.554872989654541,0.5914440751075745,0.5057717561721802,0.5331136584281921,0.5867152810096741,0.4630598127841949,0.5144466757774353,0.635875403881073,0.2219680249691009,0.493248701095581,0.6197704672813416,0.2124073356389999,0.5149973034858704,0.6954748630523682,0.2301302254199981,0.4966784417629242,0.6856895089149475,0.3070183992385864
9,0.5694783329963684,0.5155542492866516,0.5507299304008484,0.53737872838974,0.5143330097198486,0.410350501537323,0.5540904998779297,0.5360844135284424,0.3560085892677307,0.5225170850753784,0.5340059399604797,0.3362778723239898,0.551932692527771,0.5243143439292908,0.2717804312705993,0.5296415090560913,0.5241541266441345,0.2659779191017151,0.5540207028388977,0.5927335619926453,0.4590653479099273,0.5339414477348328,0.5890386700630188,0.4787073135375976,0.5143713355064392,0.6375582814216614,0.2267616391181945,0.4950732290744781,0.6214690208435059,0.2200646251440048,0.5133801698684692,0.6965868473052979,0.2204700261354446,0.4980928301811218,0.68693608045578,0.3165093064308166
10,0.5704585909843445,0.5157365798950195,0.5353383421897888,0.5364394783973694,0.5143322944641113,0.4144107699394226,0.556090772151947,0.5361088514328003,0.3536233305931091,0.5214430093765259,0.5334246158599854,0.3422345817089081,0.5512041449546814,0.5252866148948669,0.2776331007480621,0.5278750061988831,0.525775134563446,0.3236722946166992,0.5537429451942444,0.5927796363830566,0.4580757915973663,0.5321819186210632,0.5888085961341858,0.4469925463199615,0.5150495767593384,0.6375246644020081,0.2305785119533538,0.4935974478721618,0.6215447783470154,0.2109593152999878,0.5145015716552734,0.6961602568626404,0.2219981849193573,0.4969690144062042,0.6871302127838135,0.3113396465778351
11,0.5680966973304749,0.5146914720535278,0.5089686512947083,0.535520076751709,0.513698160648346,0.4204798638820648,0.560070276260376,0.5323355197906494,0.3387304842472076,0.5212163925170898,0.5325614809989929,0.3364141285419464,0.5532639622688293,0.523685872554779,0.2667976319789886,0.529955267906189,0.5239347219467163,0.2631937563419342,0.5537385940551758,0.5911533236503601,0.5086637735366821,0.5318189859390259,0.5870751142501831,0.4453318119049072,0.5180943012237549,0.6385751962661743,0.2524997591972351,0.4954351186752319,0.6220582723617554,0.2220574021339416,0.5169110298156738,0.6971326470375061,0.2245651632547378,0.4974744021892547,0.6867516040802002,0.303524374961853
12,0.5683220028877258,0.5146341323852539,0.5172220468521118,0.5356259346008301,0.514488697052002,0.4057022929191589,0.5601145625114441,0.5326595306396484,0.3380961418151855,0.521296501159668,0.5332031846046448,0.3350853323936462,0.5530112981796265,0.5241245627403259,0.2638385891914367,0.529609203338623,0.5247084498405457,0.2600179314613342,0.553723156452179,0.5907146334648132,0.5113446712493896,0.532505989074707,0.5870867967605591,0.4596701264381408,0.5156811475753784,0.6376694440841675,0.2372229099273681,0.497704416513443,0.6216534376144409,0.2291432023048401,0.5140300393104553,0.696620523929596,0.2208750694990158,0.4990407824516296,0.686962902545929,0.2899088263511657
13,0.5694660544395447,0.5146304965019226,0.5087448954582214,0.5362915396690369,0.5143487453460693,0.4115152359008789,0.5612947940826416,0.5323472023010254,0.3363345265388489,0.5226253271102905,0.5335193276405334,0.3389575481414795,0.5528046488761902,0.5246831178665161,0.2690872550010681,0.5288821458816528,0.5258037447929382,0.2624898850917816,0.5544883012771606,0.5922613143920898,0.4485472738742828,0.5323590636253357,0.5890599489212036,0.4621583521366119,0.5156338214874268,0.6376459002494812,0.239879161119461,0.4929050207138061,0.621803343296051,0.218615248799324,0.5162220597267151,0.6971666812896729,0.2221628278493881,0.4974114000797272,0.68730628490448,0.3090465366840362
14,0.5686711072921753,0.5158425569534302,0.5317326188087463,0.5366091728210449,0.5145341753959656,0.410319983959198,0.5561794638633728,0.5358560681343079,0.3469829559326172,0.5224692821502686,0.5334200859069824,0.3316689729690552,0.5512463450431824,0.5252904891967773,0.2636701166629791,0.5275990962982178,0.5257371068000793,0.2579834461212158,0.5547366738319397,0.5927866697311401,0.4675618708133697,0.533423900604248,0.5897862315177917,0.4800205528736114,0.5058785676956177,0.6275726556777954,0.3251154720783233,0.4934662878513336,0.6213111281394958,0.2225587218999862,0.5164113640785217,0.7022926211357117,0.2417119145393371,0.4987349212169647,0.6870363354682922,0.3078913688659668
15,0.5697950720787048,0.5154809355735779,0.536834716796875,0.5365104675292969,0.5147789120674133,0.4075495600700378,0.5563474297523499,0.5361943244934082,0.3470246195793152,0.5213642120361328,0.534414529800415,0.3313570618629455,0.5498413443565369,0.5259328484535217,0.2723397612571716,0.5269798040390015,0.5271005630493164,0.3167099356651306,0.555424690246582,0.5928451418876648,0.4714536368846893,0.5333815217018127,0.5897505283355713,0.4835212528705597,0.5059729218482971,0.6271656155586243,0.3255968987941742,0.4928836524486542,0.6212896704673767,0.2254102230072021,0.516442060470581,0.6967877745628357,0.222243845462799,0.4974238872528076,0.6867972612380981,0.3126102983951568
