frame,time,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated
304,6.08,0.59549433,0.5456721,0.932428,0.5523452,0.54248273,0.875407,0.5445810076923077,0.5907345623076923,0.54129165,,,0.39009485,,,0.18640494,0.56993675,0.5358221,0.64367837,0.5709549,0.6743449,0.9449991,0.5370368,0.66509867,0.9381975,0.48925844,0.7257997,0.79921466,0.4725346,0.7213109,0.8623563,0.5150375,0.8655248,0.8340202,0.49225304,0.8453179,0.73108506,False,False,True,False,False,False,False,False,False,False,False,False
305,6.1,0.59687954,0.54541475,0.7717728,0.5526056,0.54326427,0.8288053,0.5446327923076923,0.5907493676923077,0.5174012,,,0.3995022,,,0.1585183,0.5698726,0.5359908,0.7539357,0.5696932,0.67423856,0.887754,0.5365499,0.664537,0.9283241,0.4895159,0.7255592,0.81640995,0.4725119,0.7215766,0.89801276,0.5151791,0.8661064,0.6703042,0.49176967,0.8460162,0.764152,False,False,True,False,False,False,False,False,False,False,False,False
306,6.12,0.5959392,0.5461126,0.9018221,0.5525619,0.5431767,0.8343911,0.5446845769230769,0.5907641730769231,0.52570546,,,0.36851823,,,0.18608007,0.5696382499999999,0.5362909499999999,0.59997356,0.57023203,0.67499226,0.9376263,0.536746,0.66544026,0.94137555,0.48933652,0.7252556,0.8259955,0.47284043,0.7207979,0.89859027,0.5155582,0.8644033,0.8868936,0.49179488,0.84530693,0.7925148,False,False,True,False,False,True,False,False,False,False,False,False
307,6.14,0.5955087,0.5463258,0.92191815,0.55252075,0.5424211,0.83947325,0.5447363615384615,0.5907789784615385,0.5460094,,,0.39597237,,,0.21678126,0.5694039,0.5365911,0.6761049,0.5704144,0.674726,0.94326353,0.5366959,0.6657999,0.9320819,0.48921442,0.7259274,0.7931441,0.47331333,0.7207813,0.89325505,0.5157501,0.86562854,0.9009289,0.49167335,0.8463726,0.81570894,False,False,True,False,False,False,False,False,False,False,False,False
308,6.16,0.59496015,0.54595745,0.94671166,0.5523115,0.54211557,0.9171506,0.5447881461538462,0.5907937838461538,0.49733657,,,0.40847152,,,0.20170392,0.5692713,0.53630424,0.7469703,0.57029635,0.67510676,0.94285,0.536593,0.666476,0.9304203,0.49025077,0.7257949,0.81688434,0.474052,0.7199552,0.91405725,0.5156174,0.8665811,0.74761516,0.49142233,0.8467297,0.8562309,False,False,True,False,False,False,False,False,False,False,False,False
309,6.18,0.5962586,0.5456633,0.79709476,0.5521323,0.5419894,0.91383237,0.5448399307692308,0.5908085892307692,0.49390155,,,0.41922113,,,0.20330527,0.5687948,0.5369598,0.762884,0.57005423,0.6754063,0.9401955,0.53706086,0.66666985,0.9282,0.4911701,0.7248769,0.82416797,0.47326505,0.7195716,0.78437793,0.51475924,0.8659984,0.845268,0.4908713,0.84674174,0.8977632,False,False,True,False,False,False,False,False,False,False,False,False
310,6.2,0.59630406,0.5458723,0.82012033,0.55212104,0.5417574,0.918303,0.5448917153846154,0.5908233946153846,0.4767638,,,0.43738055,,,0.18126114,0.5685028,0.5375237,0.7942364,0.57059604,0.67487067,0.9426406,0.5377877,0.66631883,0.9285675,0.49168596,0.7244255,0.8105957,0.47405785,0.7203368,0.8318264,0.5145088,0.86508995,0.8671116,0.49108845,0.8462346,0.87063736,False,False,True,False,False,False,False,False,False,False,False,False
311,6.22,0.59602743,0.54598683,0.84238166,0.5530459,0.54215664,0.8148575,0.5449435,0.5908382,0.62936044,,,0.38735348,,,0.15376762,0.5693718,0.53640586,0.7807914,0.5703819,0.6756138,0.8685514,0.53743476,0.6665392,0.923784,0.48964298,0.7220735,0.8122766,0.47380075,0.71859926,0.8987552,0.5158129,0.8644062,0.9160301,0.49060002,0.846619,0.85238904,False,False,False,False,False,False,False,False,False,False,False,False
312,6.24,0.59656054,0.54535705,0.8056151,0.55230397,0.5415646,0.84675205,0.5450899250000001,0.59062338,0.4999616,,,0.4007484,,,0.19490427,0.5697392,0.53593934,0.7558253,0.57130224,0.6735269,0.9388038,0.5380558,0.66551703,0.93019545,0.49110577,0.7238043,0.8612491,0.47394416,0.7191621,0.7873276,0.51445836,0.86418253,0.8545009,0.49133456,0.84633905,0.8379372,False,False,True,False,False,False,False,False,False,False,False,False
313,6.26,0.5963548,0.5449989,0.8681476,0.55274546,0.5418627,0.83456314,0.54523635,0.59040856,0.6419644,,,0.36355716,,,0.18152583,0.56974167,0.53581077,0.816314,0.5703868,0.6741844,0.8911274,0.5370906,0.66442657,0.9168322,0.48999012,0.7196801,0.8229309,0.4738353,0.7172027,0.87357956,0.51477885,0.8617168,0.90244263,0.4905461,0.8428289,0.6731938,False,False,False,False,False,False,False,False,False,False,False,False
314,6.28,0.5961629,0.5445697,0.79395175,0.552049,0.54207814,0.93065864,0.5438161285714286,0.5907379514285714,0.47184375,,,0.389183,,,0.17098115,0.56941354,0.53524464,0.75368917,0.5703604,0.6756255,0.9380202,0.53755534,0.66626585,0.94403785,0.49000514,0.7204502,0.83907026,0.47354996,0.71781987,0.890915,0.51531625,0.8614149,0.8892048,0.4908505,0.84496313,0.8049776,False,False,True,False,False,False,False,False,False,False,False,False
315,6.3,0.59497184,0.5427411,0.84332436,0.5518515,0.5419595,0.9319402,0.5423959071428571,0.5910673428571428,0.4643612,,,0.38936266,,,0.08988725,0.56886125,0.5346217,0.706329,0.57104695,0.67256075,0.93960166,0.53909487,0.66545695,0.8426599,0.49317095,0.7206011,0.85188466,0.47478005,0.71683085,0.8503258,0.5133711,0.8606271,0.86722505,0.49094105,0.8451704,0.8320666,False,False,True,False,False,False,False,False,False,False,False,False
316,6.32,0.5934151,0.541922,0.91150916,0.55171615,0.54117393,0.8571242,0.5409756857142857,0.5913967342857143,0.5923732,,,0.47860524,,,0.19600736,0.56645864,0.53554475,0.6487707,0.571221,0.67263085,0.87097675,0.53843457,0.6643342,0.9289817,0.49057612,0.71668607,0.7960556,0.47421634,0.7136754,0.87986875,0.51403767,0.86036783,0.82501465,0.4908038,0.8426591,0.88638616,False,False,True,False,False,False,False,False,False,False,False,False
317,6.34,0.5919802,0.5415925,0.9344191,0.5506685,0.54089636,0.86681324,0.5395554642857143,0.5917261257142857,0.50948167,,,0.5308813,,,0.0823558,0.5655464,0.53667253,0.73912436,0.5711292,0.6721538,0.8733818,0.5394079,0.66431624,0.94108164,0.49101844,0.7170399,0.8314485,0.47439903,0.7124494,0.9169222,0.51434195,0.8605374,0.83243346,0.4910253,0.84159446,0.909354,False,False,True,False,False,False,False,False,False,False,False,False
318,6.36,0.5911725,0.54143816,0.8220898,0.5499602,0.5404813,0.90505064,0.5381352428571429,0.5920555171428572,0.51257807,,,0.44294924,,,0.23860776,0.564540925,0.536534315,0.5649495,0.57171655,0.67204905,0.85275024,0.53957283,0.66596484,0.9432465,0.4919426,0.71665436,0.8404226,0.47509184,0.7114805,0.9158102,0.51348585,0.8603849,0.7897586,0.49052572,0.84170115,0.85434383,False,False,True,False,False,True,False,False,False,False,False,False
319,6.38,0.5896738,0.542776,0.90981156,0.5480854,0.5409248,0.84064066,0.5367150214285714,0.5923849085714286,0.5555841,,,0.55063033,,,0.112510175,0.56353545,0.5363961,0.70249796,0.5714564,0.6710758,0.88823104,0.54038966,0.6645481,0.9405411,0.49366996,0.7151806,0.8490451,0.47609565,0.71045643,0.8621021,0.5132482,0.85994667,0.8535315,0.49006042,0.84264565,0.9098273,False,False,True,False,False,False,False,False,False,False,False,False
320,6.4,0.58760506,0.5437922,0.85540116,0.54742795,0.54128087,0.8825658,0.5352948,0.5927143,0.65918547,,,0.5233551,,,0.1290057,0.56090254,0.53924394,0.7645823,0.57190526,0.6724675,0.8751007,0.54200244,0.666161,0.9429298,0.49273294,0.714641,0.8600623,0.4765106,0.70926267,0.8157778,0.5126718,0.8598696,0.8604129,0.49007434,0.8428162,0.9314707,False,False,False,False,False,False,False,False,False,False,False,False
321,6.42,0.5844378,0.54447794,0.8736289,0.54626846,0.54110545,0.92926186,0.5303452,0.59412426,0.67018276,,,0.537986,,,0.15486565,0.5515556,0.5391717,0.62606215,0.5719725,0.674409,0.8627408,0.5427803,0.66917455,0.91312164,0.4938587,0.71182,0.9058425,0.47722396,0.70729584,0.83512247,0.5126554,0.85849917,0.94022644,0.4898105,0.8428351,0.9018663,False,False,False,False,False,False,False,False,False,False,False,False
322,6.44,0.5818453,0.5439863,0.67251426,0.54503745,0.5401177,0.8208847,0.5285864466666667,0.5965584533333333,0.51335794,,,0.4761326,,,0.22144705,0.54767907,0.5392607,0.6456258,0.5713211,0.6739122,0.8450798,0.54388493,0.6680679,0.87323356,0.4954271,0.7091017,0.8564236,0.47748134,0.704239,0.8945025,0.5123374,0.8593559,0.92760134,0.4888977,0.8426798,0.8819861,False,False,True,False,False,False,False,False,False,False,False,False
323,6.46,0.57937104,0.54503083,0.8605443,0.542657,0.54424536,0.8762176,0.5268276933333333,0.5989926466666666,0.51975846,0.51670945,0.58300686,0.6982388,,,0.22964637,0.5484135,0.538599,0.69922745,0.5726345,0.67818344,0.8802997,0.544855,0.672047,0.86093146,0.49548322,0.7072843,0.80756444,0.47821662,0.7024155,0.74376583,0.5125242,0.8585581,0.9157969,0.4889559,0.84160966,0.8923078,False,False,True,False,False,False,False,False,False,False,False,False
324,6.48,0.5777786,0.54702455,0.7667653,0.54165906,0.5418364,0.80184543,0.52506894,0.60142684,0.7437293,0.5131599,0.5827773,0.7258629,,,0.26815504,0.544874,0.540671,0.8185426,0.5720985,0.67959535,0.8923352,0.54400456,0.67471224,0.83016056,0.49698064,0.70650506,0.91621983,0.47625437,0.7025411,0.8888308,0.51255476,0.8582646,0.816769,0.48951957,0.840492,0.9295218,False,False,False,False,False,False,False,False,False,False,False,False
325,6.5,0.5732107,0.5454071,0.88747036,0.53990096,0.54205817,0.8694257,0.52540165,0.6041882,0.6247426,0.5107389849999999,0.5863854500000001,0.58103555,,,0.31145296,0.5410189,0.5443313,0.7311414,0.56773037,0.6776329,0.9129892,0.54343534,0.6725111,0.8630022,0.4956063,0.7090868,0.83959347,0.47697452,0.7026569,0.7337212,0.51241636,0.8559665,0.8550244,0.48939928,0.8383593,0.9055235,False,False,False,True,False,False,False,False,False,False,False,False
326,6.52,0.5719716,0.54520035,0.85012513,0.5351888,0.5427868,0.8869002,0.5242259,0.6062453,0.6561928,0.50831807,0.5899936,0.7378984,,,0.3610036,0.5403312,0.54432076,0.6731522,0.56870496,0.6800498,0.8895414,0.54240334,0.6754007,0.788097,0.49753386,0.7052045,0.82719177,0.47794363,0.70126885,0.8577526,0.51276577,0.85602385,0.8703108,0.4893033,0.83828413,0.8875216,False,False,False,False,False,False,False,False,False,False,False,False
327,6.54,0.5711321,0.5466629,0.7248838,0.5321951,0.5393136,0.83601,0.5217604425,0.60770115,0.49787718,0.50601906,0.59283423,0.62212557,,,0.18392892,0.5413679,0.54496676,0.6418603,0.56821185,0.6791909,0.9335882,0.54278547,0.67330074,0.8180438,0.49700743,0.70643777,0.7213058,0.47817695,0.70251155,0.84889644,0.51279896,0.8558693,0.8474956,0.48928672,0.8386203,0.7819374,False,False,True,False,False,False,False,False,False,False,False,False
328,6.56,0.5676019,0.54412025,0.8995945,0.5299618,0.5412799,0.8550845,0.519294985,0.609157,0.467576,0.5044956,0.5916176,0.68289137,,,0.22850692,0.53416675,0.5436693,0.6593486,0.56783515,0.6803207,0.8793842,0.5419953,0.67563134,0.8762818,0.49623457,0.70721567,0.76490384,0.47790185,0.7033922,0.8897616,0.51236486,0.8554371,0.8833672,0.48893082,0.8392498,0.9297907,False,False,True,False,False,False,False,False,False,False,False,False
329,6.58,0.56618303,0.54519063,0.85816765,0.5278202,0.53820145,0.8622242,0.5168295275,0.61061285,0.4270116,0.50203425,0.5942585,0.8628814,,,0.33171913,0.5313256,0.54219663,0.6377151,0.5686584,0.67869705,0.9150948,0.54176116,0.67385435,0.8018358,0.49770933,0.7088632,0.7831797,0.47843865,0.70332885,0.7551502,0.5122613,0.85616857,0.7490138,0.4889522,0.83790463,0.81251997,False,False,True,False,False,False,False,False,False,False,False,False
330,6.6,0.5621992,0.5429691,0.75995755,0.5229237,0.5400465,0.90264434,0.5143640700000001,0.6120687,0.5723654,0.49990046,0.5957569,0.718088,,,0.27015752,0.5304923,0.544036,0.688325,0.56865376,0.67984563,0.9133087,0.5418784,0.6753401,0.8575597,0.49738494,0.7095936,0.8122613,0.4775147,0.7033568,0.75838524,0.51267856,0.8562563,0.77716786,0.48895338,0.83802533,0.81627834,False,False,True,False,False,False,False,False,False,False,False,False
331,6.62,0.5584937,0.54383904,0.9028645,0.5193644,0.5407241,0.88859254,0.5118986125,0.6135245500000001,0.5270563,0.49704263,0.5997053,0.82816607,,,0.21805878,0.5261705,0.5427271,0.6783448,0.5662531,0.6771223,0.84337723,0.53934705,0.6726763,0.7007816,0.49696866,0.7121573,0.7886533,0.47672457,0.7059982,0.89360803,0.51336116,0.8581014,0.87773615,0.48957837,0.83986825,0.8052041,False,False,True,False,False,False,False,False,False,False,False,False
332,6.64,0.5557786,0.54425895,0.9168749,0.5153202,0.5411327,0.8537852,0.509433155,0.6149804000000001,0.5380501,0.49350682,0.602169,0.7022095,,,0.16248313,0.5238429,0.54694325,0.76353437,0.56549925,0.6773721,0.78275794,0.5375814,0.6725648,0.73654217,0.49894634,0.71136236,0.8025288,0.47683913,0.7069277,0.88113195,0.513527,0.85855985,0.87664527,0.49021843,0.84111804,0.9158196,False,False,True,False,False,False,False,False,False,False,False,False
333,6.66,0.55319405,0.5433081,0.8361124,0.51349825,0.5413237,0.69998205,0.5069676975,0.61643625,0.5764541,0.4901738,0.60345566,0.79577523,,,0.30446264,0.51986516,0.5487701,0.70391387,0.5648488,0.6763526,0.6277241,0.5366812,0.67364615,0.71466947,0.49619707,0.7139527,0.6750188,0.47589263,0.7075303,0.7210289,0.51475805,0.8592568,0.8992154,0.4908722,0.84329504,0.769603,False,False,True,False,False,False,False,False,False,False,False,False
334,6.68,0.54986095,0.5429147,0.9083199,0.51003146,0.54008603,0.87082535,0.50450224,0.6178921,0.6649827,0.48613033,0.604037,0.84705776,,,0.33615986,0.5164264025,0.54849071,0.5988398,0.56443405,0.67583835,0.75899833,0.535626,0.6730567,0.73974365,0.49668944,0.7168223,0.83855236,0.4747338,0.7110691,0.9172309,0.5143702,0.86088127,0.78748506,0.49110988,0.84304583,0.7975226,False,False,False,False,False,True,False,False,False,False,False,False
335,6.7,0.54711586,0.5408568,0.8036493,0.5070832,0.5413129,0.7387812,0.50159962,0.61837655,0.5641498,0.48347858,0.6061657,0.78943855,,,0.24668615,0.512987645,0.5482113200000001,0.52417886,0.5636973,0.6740306,0.7553948,0.53387547,0.6748353,0.83846474,0.49569967,0.7220574,0.77700025,0.4740633,0.7145015,0.8871813,0.5154402,0.8639036,0.82477504,0.49098304,0.842584,0.9003818,False,False,True,False,False,True,False,False,False,False,False,False
336,6.72,0.543526,0.5407196,0.6553601,0.50363624,0.5397948,0.68284565,0.498697,0.618861,0.60262686,0.47817004,0.6066899,0.8494888,,,0.27820316,0.5095488875,0.54793193,0.43282354,0.5615258566666667,0.6727251333333334,0.5881429,0.530374,0.674365,0.7090546,0.49526697,0.72633207,0.82131153,0.4732359,0.71615344,0.88035226,0.5151919,0.864787,0.91727394,0.49075773,0.84307116,0.9213892,False,False,False,False,False,True,True,False,False,False,False,False
337,6.74,0.5401163,0.5390558,0.61978793,0.5000462,0.5402474,0.7499644,0.49498984,0.6179854,0.6440219,0.47430885,0.6065086,0.6964494,,,0.30644298,0.50611013,0.54765254,0.63581663,0.5593544133333334,0.6714196666666666,0.4391823,0.5288972,0.67122346,0.78570163,0.49361962,0.7265576,0.83989006,0.47241542,0.7169872,0.8299355,0.5153383,0.86618143,0.74943185,0.49062163,0.83932996,0.9430289,False,False,False,False,False,False,True,False,False,False,False,False
338,6.76,0.5365255,0.5376132,0.6618355,0.49697512,0.54128253,0.7487624,0.49301142,0.61681735,0.5927173,0.47129005,0.6053113,0.7585536,,,0.33931634,0.5040068,0.54589856,0.67788106,0.55718297,0.6701142,0.68157905,0.5265198,0.67081636,0.8324571,0.4929109,0.72627735,0.7544189,0.47215638,0.7177703,0.8174668,0.5148823,0.8642317,0.77222216,0.49057618,0.8423598,0.8388377,False,False,True,False,False,False,False,False,False,False,False,False
339,6.78,0.53303725,0.5359411,0.84409523,0.4930134,0.53858256,0.7666983,0.491033,0.6156493,0.6273267,0.46793127,0.6024621,0.8734524,,,0.24513891,0.50044227,0.5441294,0.61732113,0.55633396,0.66779816,0.6346072,0.52545273,0.66817355,0.8123236,0.49209657,0.7258054,0.7928671,0.4724829,0.71868265,0.80758923,0.5142325,0.8637319,0.71521634,0.49132428,0.8431568,0.8753624,False,False,False,False,False,False,False,False,False,False,False,False
340,6.8,0.5293028,0.5314638,0.9013101,0.4907209,0.535511,0.7256277,0.4869725,0.61383283,0.6487969,0.46611813,0.60106486,0.74053925,,,0.22279853,0.4957825849999999,0.5425166349999999,0.5369564,0.5539957,0.6624432,0.787491,0.5235408,0.6634703,0.8305634,0.48983318,0.7305627,0.7204863,0.47004378,0.7203568,0.8246858,0.5157632,0.86457723,0.86460745,0.49111018,0.8443163,0.73007655,False,False,False,False,False,True,False,False,False,False,False,False
341,6.82,0.5261367,0.5271474,0.7830054,0.48823166,0.53096896,0.6972887,0.48578274,0.61259866,0.63397825,0.4624277,0.59815496,0.7808614,,,0.31759337,0.4911229,0.54090387,0.67226607,0.5525577,0.6588954,0.7517778,0.5220856,0.659829,0.8181195,0.48921695,0.73167294,0.79781437,0.4696007366666667,0.72223771,0.5351525,0.5141645,0.8651,0.7447596,0.48987228,0.8438847,0.7392087,False,False,False,False,False,False,False,False,False,True,False,False
