molab_frame,molab_time,video_frame,video_time,l_toe_x,l_toe_y,l_ankle_x,l_ankle_y,l_knee_x,l_knee_y,l_hip_x,l_hip_y,r_toe_x,r_toe_y,r_ankle_x,r_ankle_y,r_knee_x,r_knee_y,r_hip_x,r_hip_y
0,0.0,69,1.38,-0.15334325680000002,0.16703424000000003,-0.0,0.0,-0.186052195,0.373711765,-0.056887080399999984,-0.021717615199999984,-0.16453218159999997,0.1744041816,-0.0,0.0,-0.16543687999999998,0.383090485,-0.07573902235999998,-0.022343765000000015
1,0.01,69,1.38,-0.15297157600000003,0.16747848,-0.0,0.0,-0.186052195,0.373711765,-0.056887080399999984,-0.021717615199999984,-0.16516547040000001,0.17369290400000004,-0.0,0.0,-0.16543687999999998,0.383090485,-0.07573902235999998,-0.022343765000000015
2,0.02,70,1.4,-0.15349726000000002,0.16659000000000002,-0.0,0.0,-0.1866726,0.3733285,-0.057474218999999965,-0.02210088019999995,-0.16516547040000001,0.17369290400000004,-0.0,0.0,-0.16625183999999998,0.38275064,-0.07642757003999999,-0.02268361000000002
3,0.03,70,1.4,-0.1527548856,0.16747848,-0.0,0.0,-0.18586098,0.373711765,-0.05669586539999999,-0.021717615199999984,-0.164403352,0.1744041816,-0.0,0.0,-0.16625183999999998,0.38275064,-0.07538882669999998,-0.02203491520000006
4,0.04,71,1.42,-0.15349726000000002,0.16677510000000004,-0.0,0.0,-0.1866726,0.3733285,-0.057507485399999975,-0.02210088019999995,-0.16478490480000002,0.1739535248,-0.0,0.0,-0.16625183999999998,0.38275064,-0.07538882669999998,-0.02203491520000006
5,0.05,71,1.42,-0.15349726000000002,0.16659000000000002,-0.0,0.0,-0.1866726,0.3733285,-0.05653194821999999,-0.021427235599999983,-0.164403352,0.1744041816,-0.0,0.0,-0.16543687999999998,0.383090485,-0.07457386669999998,-0.021695070200000055
6,0.06,72,1.44,-0.15349726000000002,0.16659000000000002,-0.0,0.0,-0.1866726,0.3733285,-0.05651448335999998,-0.021427235599999983,-0.16478490480000002,0.1739535248,-0.0,0.0,-0.16625183999999998,0.38275064,-0.07538882669999998,-0.02203491520000006
7,0.07,72,1.44,-0.15349726000000002,0.16659000000000002,-0.0,0.0,-0.1866726,0.3733285,-0.05554060949999995,-0.021240112099999986,-0.16453218159999997,0.1744041816,-0.0,0.0,-0.16625183999999998,0.38275064,-0.07532811551999999,-0.022553871040000006
8,0.08,73,1.46,-0.15349726000000002,0.16659000000000002,-0.0,0.0,-0.1866726,0.3733285,-0.05552480795999995,-0.021240112099999986,-0.164403352,0.1744041816,-0.0,0.0,-0.16625183999999998,0.38275064,-0.07538882669999998,-0.02203491520000006
9,0.09,73,1.46,-0.15312656640000002,0.16703424000000003,-0.0,0.0,-0.1866726,0.3733285,-0.05552480795999995,-0.021240112099999986,-0.164403352,0.1744041816,-0.0,0.0,-0.16625183999999998,0.38275064,-0.07538882669999998,-0.02203491520000006
10,0.1,74,1.48,-0.15231854320000002,0.16740197200000004,-0.0,0.0,-0.18829584,0.37255696,-0.05522109173999995,-0.02115587395999996,-0.16516547040000001,0.17369290400000004,-0.0,0.0,-0.16788176,0.38206594,-0.07818390235999999,-0.023433179480000066
11,0.11,74,1.48,-0.1527548856,0.16747848,-0.0,0.0,-0.18586098,0.373711765,-0.054728989499999964,-0.020865163700000022,-0.16630124400000001,0.17259266960000003,-0.0,0.0,-0.16700167,0.38240829000000004,-0.075227989,-0.022311564059999955
12,0.12,75,1.5,-0.1532795824,0.16669908560000005,-0.0,0.0,-0.18748422,0.372943565,-0.056322289739999976,-0.02161839381999997,-0.1658017208,0.17324175360000002,-0.0,0.0,-0.1670668,0.382409125,-0.07730490454,-0.023056728079999977
13,0.13,75,1.5,-0.1527548856,0.16747848,-0.0,0.0,-0.1866726,0.3733285,-0.05746008077999998,-0.02209422691999996,-0.16491373439999998,0.1739535248,-0.0,0.0,-0.1670668,0.382409125,-0.07516670667999999,-0.02224585957999997
14,0.14,76,1.52,-0.15371395040000002,0.16677510000000004,-0.0,0.0,-0.18586098,0.373711765,-0.05564963712000001,-0.021033990680000003,-0.1642735352,0.1744693368,-0.0,0.0,-0.1670668,0.382409125,-0.07718181886,-0.02302512499999998
