molab_frame,molab_time,video_frame,video_time,l_toe_x,l_toe_y,l_ankle_x,l_ankle_y,l_knee_x,l_knee_y,l_hip_x,l_hip_y,r_toe_x,r_toe_y,r_ankle_x,r_ankle_y,r_knee_x,r_knee_y,r_hip_x,r_hip_y
0,0.0,105,2.1,-0.18863349699999998,0.15583483000000004,-0.0,0.0,-0.22693842288,0.37650372032,-0.06610619536000001,0.006608840959999918,-0.20734691400000002,0.16247486300000002,-0.0,0.0,-0.1798561128,0.400881988,-0.021848531680000005,0.026826949599999983
1,0.01,105,2.1,-0.18863349699999998,0.15583483000000004,-0.0,0.0,-0.22839457680000003,0.37555757199999995,-0.06512423344000004,0.007288103199999896,-0.20753617600000002,0.16213517600000002,-0.0,0.0,-0.18156902815999998,0.40013984192,-0.02356144703999999,0.026084803519999977
2,0.02,106,2.12,-0.18863349699999998,0.15583483000000004,-0.0,0.0,-0.22924048264,0.37508185988000003,-0.06597013928,0.00681239107999998,-0.207378093,0.16213517600000002,-0.0,0.0,-0.18156902815999998,0.40013984192,-0.02374067167999999,0.026084803519999977
3,0.03,106,2.12,-0.18863349699999998,0.15583483000000004,-0.0,0.0,-0.22924048264,0.37508185988000003,-0.06486588424,0.007752288039999999,-0.207378093,0.16213517600000002,-0.0,0.0,-0.18156902815999998,0.40013984192,-0.024462525759999992,0.025398463999999954
4,0.04,107,2.14,-0.18863349699999998,0.15583483000000004,-0.0,0.0,-0.22924048264,0.37508185988000003,-0.06508805672000001,0.007752288039999999,-0.207378093,0.16213517600000002,-0.0,0.0,-0.18156902815999998,0.40013984192,-0.024462525759999992,0.025398463999999954
5,0.05,107,2.14,-0.18897209,0.15533213700000004,-0.0,0.0,-0.22924048264,0.37508185988000003,-0.06508805672000001,0.007752288039999999,-0.20718992500000002,0.16247486300000002,-0.0,0.0,-0.18156902815999998,0.40013984192,-0.024462525759999992,0.025398463999999954
6,0.06,108,2.16,-0.18897209,0.15533213700000004,-0.0,0.0,-0.22924048264,0.37508185988000003,-0.06421010375999997,0.008442757160000036,-0.20718992500000002,0.16247486300000002,-0.0,0.0,-0.18156902815999998,0.40013984192,-0.024462525759999992,0.025398463999999954
7,0.07,108,2.16,-0.18897209,0.15533213700000004,-0.0,0.0,-0.22924048264,0.37508185988000003,-0.06114346280000002,0.009205907239999978,-0.20718992500000002,0.16247486300000002,-0.0,0.0,-0.18156902815999998,0.40013984192,-0.024462525759999992,0.025398463999999954
8,0.08,109,2.18,-0.18897209,0.15550116000000003,-0.0,0.0,-0.23008638848000001,0.37460438912,-0.06571179008000003,0.007274817279999957,-0.20718992500000002,0.16247486300000002,-0.0,0.0,-0.18242548583999998,0.39976613092,-0.025318983439999998,0.025024752999999955
9,0.09,109,2.18,-0.18897209,0.15550116000000003,-0.0,0.0,-0.23008638848000001,0.37460438912,-0.06593396256000003,0.007274817279999957,-0.20718992500000002,0.16247486300000002,-0.0,0.0,-0.18156902815999998,0.40013984192,-0.024462525759999992,0.025398463999999954
