molab_frame,molab_time,video_frame,video_time,l_toe_x,l_toe_y,l_ankle_x,l_ankle_y,l_knee_x,l_knee_y,l_hip_x,l_hip_y,r_toe_x,r_toe_y,r_ankle_x,r_ankle_y,r_knee_x,r_knee_y,r_hip_x,r_hip_y
0,0.0,85,1.7,-0.15629212200000003,0.18658717000000002,-0.0,0.0,-0.21257561,0.3847025,-0.05771561000000003,0.00812427599999993,-0.169923909,0.19122463600000003,-0.0,0.0,-0.14593018856,0.41454574148,0.008929811439999935,0.03385939139999994
1,0.01,85,1.7,-0.15643105999999998,0.18631257600000004,-0.0,0.0,-0.21257561,0.3847025,-0.06012151496000004,0.0065269467199999265,-0.1705546,0.19023894200000005,-0.0,0.0,-0.14593018856,0.41454574148,0.008929811439999935,0.03385939139999994
2,0.02,86,1.72,-0.15629212200000003,0.186797765,-0.0,0.0,-0.21257561,0.3847025,-0.0593715796,0.007210808479999942,-0.170131769,0.19052010000000003,-0.0,0.0,-0.1466441964,0.414247652,0.008119170959999922,0.03356130191999995
3,0.03,86,1.72,-0.156010417,0.18658717000000002,-0.0,0.0,-0.21257561,0.3847025,-0.05862494792000003,0.007894670239999957,-0.169707844,0.19101240000000003,-0.0,0.0,-0.1466441964,0.414247652,0.010049345999999931,0.03447311759999999
4,0.04,87,1.74,-0.156010417,0.18658717000000002,-0.0,0.0,-0.21342591243999998,0.38426196068,-0.05947525036000001,0.006999048999999979,-0.169707844,0.19101240000000003,-0.0,0.0,-0.1466441964,0.414247652,0.010049345999999931,0.03447311759999999
5,0.05,87,1.74,-0.156010417,0.18658717000000002,-0.0,0.0,-0.21257561,0.3847025,-0.05862494792000003,0.007439588319999968,-0.169707844,0.19101240000000003,-0.0,0.0,-0.1466441964,0.414247652,0.010237655759999936,0.03447311759999999
6,0.06,88,1.76,-0.156010417,0.18658717000000002,-0.0,0.0,-0.21257561,0.3847025,-0.05771561000000003,0.00812427599999993,-0.169707844,0.19101240000000003,-0.0,0.0,-0.1466441964,0.414247652,0.010237655759999936,0.03447311759999999
7,0.07,88,1.76,-0.156010417,0.18658717000000002,-0.0,0.0,-0.21257561,0.3847025,-0.05771561000000003,0.00812427599999993,-0.169707844,0.19101240000000003,-0.0,0.0,-0.14593018856,0.41454574148,0.010951663599999939,0.03431364739999998
8,0.08,89,1.78,-0.155870385,0.18707181200000003,-0.0,0.0,-0.21257561,0.3847025,-0.05755125192000002,0.00812427599999993,-0.169707844,0.19101240000000003,-0.0,0.0,-0.14578158348,0.41454574148,0.011006939719999942,0.03431364739999998
9,0.09,89,1.78,-0.155870385,0.18707181200000003,-0.0,0.0,-0.21257561,0.3847025,-0.05664356584000002,0.008355533599999965,-0.169707844,0.19101240000000003,-0.0,0.0,-0.14578158348,0.41454574148,0.011100268679999942,0.03431364739999998
10,0.1,90,1.8,-0.15614826099999998,0.18624420100000003,-0.0,0.0,-0.21427621487999998,0.38381966272,-0.05711437584000001,0.0077857199999999405,-0.16928774800000002,0.19188978800000006,-0.0,0.0,-0.14836942224,0.41364619712,0.010431042080000008,0.034330874239999976
11,0.11,90,1.8,-0.155870385,0.18707181200000003,-0.0,0.0,-0.21257561,0.3847025,-0.05509661768000004,0.008823830239999941,-0.169923909,0.19122463600000003,-0.0,0.0,-0.14578158348,0.41454574148,0.011921233159999961,0.03495290947999996
12,0.12,91,1.82,-0.15671276499999998,0.18631257600000004,-0.0,0.0,-0.21346108524,0.38426108136,-0.05386443403999999,0.00937599335999989,-0.169490685,0.19101240000000003,-0.0,0.0,-0.144120548,0.4151357652,0.01458823920000002,0.03582044231999998
13,0.13,91,1.82,-0.15615099600000001,0.18693178000000005,-0.0,0.0,-0.21112912860000002,0.3855774234,-0.05200077404000003,0.010092717479999957,-0.170337441,0.19034779500000004,-0.0,0.0,-0.1466441964,0.414247652,0.01096363943999995,0.03460609071999993
14,0.14,92,1.84,-0.157130673,0.18665882700000003,-0.0,0.0,-0.21112649064,0.3855774234,-0.052900866640000016,0.010308282599999996,-0.17119240200000002,0.18995669000000004,-0.0,0.0,-0.14750680932000002,0.41394780387999996,0.010818750999999988,0.034483815399999895
